region_id,year,quarter,buildings_count,apartments_count,total_living_area
40,2023,4,13,872,45460.0
57,2023,4,12,2476,109515.0
65,2023,4,11,1552,83138.0
32,2023,4,11,1579,85262.0
22,2023,4,11,1394,69840.0
30,2023,4,28,3272,161685.0
31,2023,4,34,1782,96246.0
15,2023,4,18,3702,208725.0
54,2023,4,14,900,53216.0
25,2023,4,12,2084,103261.0
16,2023,4,26,2982,172297.0
26,2023,4,10,1285,72253.0
37,2023,4,12,1161,59600.0
36,2023,4,14,2473,126528.0
62,2023,4,4,238,13922.0
75,2023,4,8,1257,58392.0
6,2023,4,90,16657,666036.0
43,2023,4,12,321,19356.0
3,2023,4,89,31450,1403538.0
23,2023,4,14,2612,141174.0
74,2023,4,6,685,36855.0
8,2023,4,160,8805,431063.0
52,2023,4,3,575,30457.0
41,2023,4,18,2750,127405.0
55,2023,4,8,1432,77742.0
35,2023,4,15,3768,199336.0
17,2023,4,23,4792,237287.0
53,2023,4,6,791,41679.0
9,2023,4,58,15107,696208.0
14,2023,4,6,1617,82941.0
12,2023,4,10,1712,96212.0
20,2023,4,24,3650,187080.0
64,2023,4,11,1331,69119.0
7,2023,4,49,10757,508889.0
46,2023,4,17,1871,106174.0
51,2023,4,9,1032,53628.0
42,2023,4,12,1226,60820.0
68,2023,4,23,336,17918.0
28,2023,4,60,7144,342793.0
13,2023,4,73,15289,777557.0
34,2023,4,19,1949,96894.0
18,2023,4,37,6232,304219.0
72,2023,4,4,505,23647.0
24,2023,4,20,1611,92750.0
1,2023,4,57,42847,2152976.0
2,2023,4,39,15617,637876.0
39,2023,4,14,2473,133386.0
86,2023,4,1,40,2143.0
60,2023,4,16,1174,62491.0
38,2023,4,36,4339,203816.0
58,2023,4,3,179,7849.0
85,2023,4,1,108,5996.0
50,2023,3,25,3212,134868.0
5,2023,3,18,4862,223503.0
56,2023,3,12,971,57822.0
76,2023,3,1,99,3940.0
61,2023,3,7,947,59022.0
66,2023,3,1,160,11212.0
77,2023,3,3,271,15823.0
49,2023,3,4,495,19856.0
48,2023,3,5,469,27035.0
71,2023,3,6,643,31547.0
45,2023,3,10,1910,87436.0
47,2023,3,4,388,22765.0
11,2023,3,48,10246,542715.0
78,2023,3,6,629,30425.0
27,2023,3,17,2933,144374.0
67,2023,3,9,442,29635.0
33,2023,3,23,3082,171086.0
21,2023,3,13,2104,101274.0
4,2023,3,51,8195,369448.0
10,2023,3,16,4530,257829.0
29,2023,3,24,5948,285556.0
19,2023,3,27,4757,250398.0
44,2023,3,22,4858,234947.0
70,2023,3,4,385,19569.0
40,2023,3,4,898,33367.0
57,2023,3,7,1182,51688.0
65,2023,3,5,375,22794.0
32,2023,3,10,820,44935.0
22,2023,3,3,501,24548.0
30,2023,3,35,3587,167483.0
31,2023,3,13,1280,68074.0
15,2023,3,28,5998,308517.0
54,2023,3,5,543,30188.0
25,2023,3,24,3964,199499.0
16,2023,3,24,3089,149772.0
26,2023,3,3,346,19632.0
81,2023,3,1,160,9472.0
37,2023,3,6,904,42835.0
36,2023,3,7,744,37237.0
62,2023,3,7,412,23143.0
75,2023,3,8,1518,69389.0
59,2023,3,2,712,37522.0
6,2023,3,49,9845,398615.0
43,2023,3,22,3095,173586.0
82,2023,3,6,1079,48474.0
3,2023,3,44,15334,704769.0
23,2023,3,25,2979,162476.0
74,2023,3,2,220,11753.0
8,2023,3,54,6197,309050.0
52,2023,3,8,1395,77302.0
41,2023,3,7,528,31864.0
55,2023,3,7,1406,76187.0
35,2023,3,12,1916,102284.0
17,2023,3,12,2733,137427.0
53,2023,3,6,609,30435.0
9,2023,3,34,6798,327153.0
14,2023,3,8,1899,96238.0
12,2023,3,29,1931,106079.0
20,2023,3,15,771,44803.0
64,2023,3,21,2144,101354.0
7,2023,3,47,12402,535084.0
46,2023,3,6,451,24371.0
51,2023,3,6,800,40252.0
42,2023,3,13,561,33574.0
68,2023,3,3,423,23563.0
28,2023,3,9,2230,98656.0
13,2023,3,34,7273,353334.0
34,2023,3,10,1117,63312.0
18,2023,3,18,3459,166042.0
72,2023,3,6,449,22752.0
24,2023,3,24,2096,114809.0
1,2023,3,52,29110,1477152.0
2,2023,3,42,17886,708092.0
39,2023,3,15,1145,49214.0
60,2023,3,4,294,13334.0
38,2023,3,19,2233,112495.0
85,2023,3,2,173,8147.0
5,2023,2,54,9174,427733.0
56,2023,2,8,1008,61125.0
76,2023,2,6,627,28442.0
61,2023,2,3,250,14980.0
73,2023,2,1,170,14558.0
66,2023,2,56,1580,102568.0
77,2023,2,1,96,5022.0
49,2023,2,6,718,36150.0
63,2023,2,4,602,30254.0
48,2023,2,9,919,47717.0
71,2023,2,6,1033,56458.0
45,2023,2,9,1131,58767.0
47,2023,2,3,327,20478.0
11,2023,2,29,5404,259210.0
78,2023,2,11,654,26465.0
27,2023,2,10,2035,100846.0
67,2023,2,12,957,50199.0
33,2023,2,13,2187,124277.0
21,2023,2,3,456,19051.0
4,2023,2,17,4984,235303.0
10,2023,2,12,2474,131284.0
29,2023,2,44,7159,334382.0
19,2023,2,10,1312,75771.0
44,2023,2,21,3136,154346.0
70,2023,2,8,1234,53815.0
40,2023,2,13,1817,77844.0
57,2023,2,2,558,27532.0
65,2023,2,6,711,34773.0
32,2023,2,7,727,44559.0
22,2023,2,10,1330,68962.0
30,2023,2,27,2126,106230.0
31,2023,2,14,1442,75355.0
15,2023,2,20,5092,236408.0
54,2023,2,10,768,48145.0
25,2023,2,4,245,11159.0
16,2023,2,18,2041,101289.0
26,2023,2,5,589,32626.0
81,2023,2,10,1643,107265.0
37,2023,2,7,1004,53210.0
36,2023,2,4,374,17274.0
62,2023,2,8,610,34387.0
75,2023,2,9,1139,57916.0
59,2023,2,2,320,14902.0
6,2023,2,31,9766,399597.0
43,2023,2,8,1584,87276.0
3,2023,2,62,22621,970270.0
23,2023,2,25,3257,155996.0
74,2023,2,6,546,28164.0
8,2023,2,51,8075,411668.0
52,2023,2,9,1194,81500.0
41,2023,2,14,1636,77750.0
55,2023,2,3,686,36264.0
35,2023,2,10,2701,147324.0
17,2023,2,15,4218,196372.0
53,2023,2,4,309,14673.0
9,2023,2,50,11417,553527.0
14,2023,2,12,3277,124102.0
12,2023,2,24,6006,300751.0
20,2023,2,10,1026,45877.0
64,2023,2,5,532,23231.0
7,2023,2,45,11008,505675.0
46,2023,2,12,1241,72079.0
51,2023,2,9,1318,67240.0
42,2023,2,14,1102,60694.0
68,2023,2,13,1130,61799.0
28,2023,2,9,1510,72774.0
13,2023,2,38,6906,356173.0
34,2023,2,15,1452,78946.0
18,2023,2,16,2210,106656.0
72,2023,2,5,689,32627.0
24,2023,2,13,1229,64753.0
1,2023,2,42,22249,1188087.0
2,2023,2,39,11116,474739.0
39,2023,2,9,1235,62193.0
60,2023,2,4,200,10652.0
38,2023,2,13,931,47818.0
58,2023,2,8,510,28931.0
50,2023,1,2,516,21592.0
5,2023,1,19,3903,188859.0
56,2023,1,4,684,39441.0
61,2023,1,2,371,17235.0
83,2023,1,1,104,6534.0
49,2023,1,3,299,14492.0
63,2023,1,2,613,25387.0
48,2023,1,9,1029,56460.0
71,2023,1,2,225,13047.0
45,2023,1,9,901,39903.0
47,2023,1,2,210,13457.0
11,2023,1,25,3895,196932.0
78,2023,1,4,250,11587.0
27,2023,1,18,4242,209819.0
67,2023,1,4,296,16755.0
33,2023,1,17,1916,113038.0
21,2023,1,14,2448,115921.0
4,2023,1,72,16313,673760.0
10,2023,1,10,2997,140005.0
29,2023,1,13,2758,144302.0
19,2023,1,20,3176,164919.0
44,2023,1,18,3481,173777.0
70,2023,1,6,659,28310.0
40,2023,1,13,1855,77379.0
57,2023,1,11,2514,108497.0
65,2023,1,5,441,23731.0
32,2023,1,1,104,6915.0
22,2023,1,7,931,49865.0
30,2023,1,18,2176,109363.0
31,2023,1,12,1073,54860.0
15,2023,1,16,4610,218177.0
54,2023,1,5,359,23825.0
25,2023,1,12,1991,106555.0
16,2023,1,6,350,18223.0
26,2023,1,6,764,45224.0
81,2023,1,1,103,5266.0
37,2023,1,14,2200,107641.0
36,2023,1,12,1442,77610.0
62,2023,1,5,351,18790.0
75,2023,1,5,675,31303.0
59,2023,1,2,200,9183.0
6,2023,1,17,4435,187669.0
43,2023,1,28,710,48004.0
3,2023,1,56,18758,835964.0
79,2023,1,1,140,7945.0
23,2023,1,18,2849,140015.0
74,2023,1,1,176,8714.0
8,2023,1,65,7429,377620.0
41,2023,1,5,716,34784.0
55,2023,1,2,396,24084.0
35,2023,1,12,1782,93400.0
17,2023,1,12,2014,91958.0
53,2023,1,5,549,28697.0
9,2023,1,19,5448,266194.0
14,2023,1,4,1213,57447.0
12,2023,1,27,5407,308407.0
20,2023,1,1,219,12927.0
64,2023,1,2,312,14927.0
7,2023,1,42,9252,454022.0
46,2023,1,9,978,51012.0
51,2023,1,6,774,34961.0
42,2023,1,6,459,26156.0
68,2023,1,17,204,10418.0
28,2023,1,16,4252,206963.0
13,2023,1,35,7760,396812.0
34,2023,1,6,1137,48891.0
18,2023,1,27,5914,276328.0
72,2023,1,2,338,15778.0
24,2023,1,13,1130,60079.0
1,2023,1,51,19084,960509.0
2,2023,1,29,8919,374507.0
39,2023,1,10,807,39125.0
60,2023,1,3,370,19842.0
38,2023,1,9,2390,112678.0
50,2022,4,4,604,26085.0
5,2022,4,50,8610,407699.0
56,2022,4,5,592,36654.0
76,2022,4,2,209,8230.0
73,2022,4,1,32,2378.0
66,2022,4,4,773,51118.0
77,2022,4,1,80,4829.0
83,2022,4,3,511,35293.0
49,2022,4,3,340,20098.0
63,2022,4,3,782,28058.0
48,2022,4,10,756,47475.0
71,2022,4,1,84,4959.0
45,2022,4,7,847,47168.0
47,2022,4,8,986,66805.0
11,2022,4,34,5991,305663.0
78,2022,4,4,380,16028.0
27,2022,4,29,5080,244105.0
67,2022,4,8,844,48010.0
33,2022,4,14,1345,84200.0
21,2022,4,11,1795,89713.0
4,2022,4,133,34232,1559693.0
10,2022,4,20,5792,292624.0
29,2022,4,43,3646,188765.0
19,2022,4,22,3020,169587.0
44,2022,4,5,789,47646.0
70,2022,4,5,1000,45962.0
40,2022,4,10,1169,53774.0
57,2022,4,5,1319,71086.0
65,2022,4,22,1593,78074.0
32,2022,4,5,691,32798.0
22,2022,4,19,991,55630.0
30,2022,4,20,2442,112382.0
31,2022,4,6,491,26709.0
15,2022,4,24,4399,233154.0
54,2022,4,3,293,18313.0
25,2022,4,32,2518,122090.0
16,2022,4,15,1349,70417.0
26,2022,4,5,1125,64231.0
37,2022,4,7,1045,54110.0
36,2022,4,16,1632,80136.0
62,2022,4,10,718,36833.0
75,2022,4,7,1063,54551.0
59,2022,4,2,141,9515.0
6,2022,4,45,11541,469366.0
43,2022,4,4,853,47155.0
3,2022,4,44,13950,600597.0
23,2022,4,11,1856,99048.0
74,2022,4,4,574,31926.0
8,2022,4,42,10346,481851.0
52,2022,4,8,1489,75165.0
41,2022,4,20,2466,122350.0
55,2022,4,4,843,46721.0
35,2022,4,19,4263,238934.0
17,2022,4,29,7003,332557.0
53,2022,4,8,790,39984.0
9,2022,4,21,1590,74921.0
14,2022,4,8,2857,135609.0
12,2022,4,31,6672,394281.0
20,2022,4,16,2824,164228.0
7,2022,4,26,10231,421145.0
46,2022,4,6,531,30783.0
51,2022,4,7,709,38491.0
42,2022,4,8,702,31930.0
68,2022,4,25,1159,69238.0
28,2022,4,32,3327,169241.0
13,2022,4,51,9734,475363.0
34,2022,4,13,1164,55650.0
18,2022,4,13,2315,119894.0
72,2022,4,6,1110,53230.0
24,2022,4,13,1059,53851.0
1,2022,4,55,25698,1329935.0
2,2022,4,14,6016,251185.0
39,2022,4,7,1607,83649.0
60,2022,4,12,828,42480.0
38,2022,4,14,1802,93234.0
50,2022,3,8,1377,59971.0
5,2022,3,42,5605,268961.0
56,2022,3,8,789,41243.0
76,2022,3,1,48,2955.0
61,2022,3,2,1132,76436.0
66,2022,3,2,241,27082.0
49,2022,3,4,189,9946.0
63,2022,3,1,182,9458.0
48,2022,3,8,820,42458.0
71,2022,3,3,212,11603.0
45,2022,3,15,1716,76806.0
47,2022,3,4,409,27251.0
11,2022,3,49,9013,430696.0
78,2022,3,2,96,3861.0
27,2022,3,17,2717,130521.0
67,2022,3,11,1137,56501.0
69,2022,3,3,672,60660.0
33,2022,3,8,992,55932.0
21,2022,3,10,2087,101547.0
4,2022,3,64,14415,694124.0
10,2022,3,10,2112,115417.0
29,2022,3,61,6621,325651.0
19,2022,3,18,3307,183112.0
44,2022,3,8,1070,56019.0
70,2022,3,4,564,25249.0
40,2022,3,6,856,39355.0
57,2022,3,5,1295,63311.0
65,2022,3,10,796,43491.0
32,2022,3,11,1088,58494.0
22,2022,3,9,1800,88681.0
30,2022,3,16,1287,76454.0
31,2022,3,23,1844,115197.0
15,2022,3,19,4653,189920.0
54,2022,3,10,1122,66538.0
25,2022,3,18,1544,85410.0
16,2022,3,13,1239,63179.0
26,2022,3,8,952,51459.0
37,2022,3,6,701,33963.0
36,2022,3,7,1193,54948.0
62,2022,3,6,558,30445.0
75,2022,3,6,734,35646.0
59,2022,3,6,1691,85075.0
6,2022,3,38,12991,532675.0
43,2022,3,5,1197,62303.0
3,2022,3,65,23665,1066126.0
23,2022,3,10,2003,102150.0
74,2022,3,4,461,23810.0
8,2022,3,60,9543,498460.0
52,2022,3,7,1718,92779.0
41,2022,3,4,1536,69393.0
55,2022,3,2,328,25203.0
35,2022,3,8,1768,100015.0
17,2022,3,18,3357,174071.0
53,2022,3,2,428,20869.0
9,2022,3,54,8762,414762.0
14,2022,3,4,1035,54932.0
12,2022,3,28,900,53677.0
20,2022,3,12,2649,137001.0
64,2022,3,9,1248,62137.0
7,2022,3,49,13116,637539.0
46,2022,3,7,680,34546.0
51,2022,3,6,731,38127.0
42,2022,3,10,544,31723.0
68,2022,3,4,396,23940.0
28,2022,3,12,1760,86987.0
13,2022,3,40,8148,417867.0
34,2022,3,6,1109,53434.0
18,2022,3,23,3108,161884.0
72,2022,3,10,947,45208.0
24,2022,3,14,1178,61098.0
1,2022,3,48,23680,1127940.0
2,2022,3,21,13181,541386.0
84,2022,3,1,50,2146.0
39,2022,3,9,1077,57246.0
60,2022,3,3,337,16584.0
38,2022,3,15,1806,97221.0
58,2022,3,3,547,25883.0
5,2022,2,20,3353,174166.0
56,2022,2,4,349,23078.0
66,2022,2,1,595,34437.0
77,2022,2,4,287,17593.0
83,2022,2,1,210,13563.0
49,2022,2,4,712,32489.0
63,2022,2,1,180,9461.0
48,2022,2,8,747,45989.0
71,2022,2,6,600,32039.0
45,2022,2,4,587,28225.0
47,2022,2,5,570,35747.0
11,2022,2,41,6716,330463.0
78,2022,2,11,494,20780.0
27,2022,2,8,1412,74564.0
67,2022,2,9,1157,56393.0
33,2022,2,11,1293,76073.0
21,2022,2,7,1612,90732.0
4,2022,2,67,16393,778226.0
10,2022,2,11,2060,118205.0
29,2022,2,14,1685,91723.0
19,2022,2,34,4023,213206.0
44,2022,2,4,936,54477.0
70,2022,2,9,870,45893.0
40,2022,2,11,1070,49902.0
57,2022,2,3,856,36839.0
65,2022,2,12,764,40339.0
32,2022,2,6,902,45952.0
22,2022,2,7,592,33779.0
30,2022,2,14,2468,114221.0
31,2022,2,10,704,40210.0
15,2022,2,16,2925,161618.0
54,2022,2,5,570,34998.0
25,2022,2,24,1976,97682.0
16,2022,2,19,2091,114382.0
26,2022,2,3,456,25907.0
37,2022,2,6,1122,55663.0
36,2022,2,6,557,28571.0
62,2022,2,5,428,25540.0
75,2022,2,3,379,19631.0
59,2022,2,2,256,15377.0
6,2022,2,9,4364,176474.0
43,2022,2,25,489,37680.0
3,2022,2,44,15011,701105.0
23,2022,2,13,2110,116459.0
74,2022,2,1,24,1204.0
8,2022,2,132,9680,467614.0
52,2022,2,6,974,50993.0
41,2022,2,3,304,15557.0
55,2022,2,4,775,42218.0
35,2022,2,7,934,49976.0
17,2022,2,12,2275,122391.0
53,2022,2,2,196,9863.0
9,2022,2,20,4483,237961.0
14,2022,2,5,1531,82492.0
12,2022,2,10,1792,111144.0
20,2022,2,5,1048,57328.0
64,2022,2,3,392,20267.0
7,2022,2,26,5352,262663.0
46,2022,2,3,210,11599.0
51,2022,2,4,328,16555.0
42,2022,2,10,1259,70151.0
68,2022,2,1,174,7994.0
28,2022,2,23,2859,124615.0
13,2022,2,18,3206,152886.0
34,2022,2,7,911,54647.0
18,2022,2,14,1766,103118.0
72,2022,2,1,86,3883.0
24,2022,2,5,718,40266.0
1,2022,2,59,38087,1878363.0
2,2022,2,32,12739,573309.0
39,2022,2,4,589,29872.0
60,2022,2,7,270,13188.0
38,2022,2,9,925,47635.0
58,2022,2,3,238,10342.0
5,2022,1,9,1573,70483.0
56,2022,1,1,182,11763.0
76,2022,1,1,178,8683.0
73,2022,1,1,16,1155.0
66,2022,1,2,544,42201.0
77,2022,1,1,18,1117.0
49,2022,1,2,218,10325.0
48,2022,1,14,1040,70712.0
71,2022,1,3,301,15439.0
45,2022,1,5,672,29257.0
47,2022,1,3,296,18949.0
11,2022,1,35,3918,217961.0
78,2022,1,2,180,8545.0
27,2022,1,7,1871,88445.0
67,2022,1,5,751,40039.0
33,2022,1,12,2020,107507.0
21,2022,1,15,2273,107397.0
4,2022,1,74,22906,1021512.0
10,2022,1,13,2611,147756.0
29,2022,1,18,3654,204292.0
19,2022,1,11,1430,74771.0
44,2022,1,9,1282,78762.0
70,2022,1,5,382,19103.0
40,2022,1,5,588,23860.0
65,2022,1,2,166,8355.0
32,2022,1,9,1043,58701.0
22,2022,1,5,527,30526.0
30,2022,1,9,1585,78003.0
31,2022,1,12,1069,56937.0
15,2022,1,17,2614,146362.0
54,2022,1,3,305,21823.0
25,2022,1,18,2166,103558.0
16,2022,1,24,2713,137195.0
26,2022,1,22,1945,98472.0
37,2022,1,14,2415,130019.0
36,2022,1,3,578,28199.0
62,2022,1,5,363,19695.0
75,2022,1,2,319,14471.0
59,2022,1,2,484,24237.0
6,2022,1,8,4188,179976.0
43,2022,1,19,456,31993.0
3,2022,1,53,15391,702253.0
23,2022,1,8,1510,83984.0
74,2022,1,2,152,8195.0
8,2022,1,86,5434,277558.0
52,2022,1,5,712,31818.0
41,2022,1,11,2343,116293.0
55,2022,1,2,105,5213.0
35,2022,1,2,423,22210.0
17,2022,1,10,2076,113911.0
53,2022,1,3,333,17736.0
9,2022,1,27,7395,365294.0
14,2022,1,5,1418,67845.0
12,2022,1,10,1694,84560.0
20,2022,1,7,1019,53945.0
64,2022,1,5,224,10387.0
7,2022,1,25,7068,348401.0
46,2022,1,6,419,26037.0
51,2022,1,3,234,11938.0
42,2022,1,8,503,25667.0
68,2022,1,5,380,20354.0
28,2022,1,12,1373,63320.0
13,2022,1,24,3766,209085.0
34,2022,1,6,500,27068.0
18,2022,1,16,3069,157957.0
72,2022,1,3,239,11268.0
24,2022,1,13,1093,59451.0
1,2022,1,52,27220,1384352.0
2,2022,1,13,3827,195273.0
39,2022,1,1,204,9255.0
38,2022,1,4,335,16312.0
58,2022,1,3,402,17526.0
5,2021,4,16,3929,201600.0
56,2021,4,12,1172,55624.0
76,2021,4,1,45,1712.0
66,2021,4,1,88,5895.0
77,2021,4,2,221,15156.0
49,2021,4,2,260,11082.0
63,2021,4,2,477,22777.0
48,2021,4,6,495,26872.0
71,2021,4,2,248,15421.0
45,2021,4,7,831,38448.0
47,2021,4,1,126,7197.0
11,2021,4,49,8100,422306.0
78,2021,4,1,68,3218.0
27,2021,4,11,2260,117432.0
67,2021,4,3,210,11542.0
69,2021,4,1,86,7714.0
33,2021,4,10,1289,85575.0
21,2021,4,3,656,35985.0
4,2021,4,127,6101,308109.0
10,2021,4,10,2650,135579.0
29,2021,4,53,7180,355416.0
19,2021,4,15,3499,200510.0
44,2021,4,2,347,16349.0
70,2021,4,5,550,27091.0
40,2021,4,9,1741,70091.0
57,2021,4,6,577,29177.0
65,2021,4,7,1337,72722.0
32,2021,4,9,858,49082.0
22,2021,4,4,598,32621.0
30,2021,4,43,3849,185634.0
31,2021,4,8,1533,57736.0
15,2021,4,35,6412,314068.0
54,2021,4,3,196,12192.0
25,2021,4,5,707,34656.0
16,2021,4,28,3468,173621.0
26,2021,4,11,730,35877.0
37,2021,4,10,1316,66435.0
36,2021,4,10,1256,65873.0
62,2021,4,5,389,22214.0
75,2021,4,3,502,27887.0
59,2021,4,22,1710,100558.0
6,2021,4,18,6107,246742.0
43,2021,4,3,432,27873.0
3,2021,4,76,21755,987712.0
23,2021,4,19,3481,179931.0
74,2021,4,5,670,32159.0
8,2021,4,126,6224,317675.0
52,2021,4,3,334,22881.0
41,2021,4,20,2427,120897.0
55,2021,4,6,1068,64074.0
35,2021,4,12,3830,193108.0
17,2021,4,15,4566,192043.0
53,2021,4,4,398,19616.0
9,2021,4,24,4179,196072.0
14,2021,4,5,1320,67870.0
12,2021,4,17,5282,271637.0
20,2021,4,20,1194,60361.0
64,2021,4,19,1894,94593.0
7,2021,4,51,13255,626754.0
46,2021,4,14,1157,60807.0
51,2021,4,6,723,40265.0
42,2021,4,11,627,30511.0
68,2021,4,5,1111,59328.0
28,2021,4,16,3043,152730.0
13,2021,4,53,8758,456060.0
34,2021,4,16,2566,127315.0
18,2021,4,20,2274,126355.0
72,2021,4,1,208,10881.0
24,2021,4,17,1601,85985.0
1,2021,4,69,35238,1846468.0
2,2021,4,28,14958,569776.0
39,2021,4,9,2022,111909.0
38,2021,4,11,464,24067.0
50,2021,3,3,444,27126.0
5,2021,3,32,6621,280207.0
56,2021,3,12,662,43171.0
73,2021,3,1,16,1178.0
66,2021,3,2,78,5022.0
77,2021,3,2,120,7949.0
49,2021,3,9,1266,68227.0
63,2021,3,2,119,5510.0
48,2021,3,15,1107,62489.0
71,2021,3,10,1318,65659.0
45,2021,3,6,583,30414.0
47,2021,3,20,2040,123373.0
11,2021,3,31,5592,285216.0
27,2021,3,32,6122,295316.0
67,2021,3,2,220,12616.0
69,2021,3,1,144,9399.0
33,2021,3,11,1500,83706.0
21,2021,3,6,748,42659.0
4,2021,3,97,29617,1336683.0
10,2021,3,12,3415,171737.0
29,2021,3,28,4614,236790.0
19,2021,3,25,3644,184304.0
44,2021,3,8,1407,86594.0
70,2021,3,3,138,7043.0
40,2021,3,6,656,26983.0
57,2021,3,1,64,3807.0
65,2021,3,18,1057,46398.0
32,2021,3,8,1510,81491.0
22,2021,3,14,1588,88860.0
30,2021,3,16,2466,131760.0
31,2021,3,12,984,64847.0
15,2021,3,25,5558,276593.0
54,2021,3,6,658,37117.0
25,2021,3,14,1907,93457.0
16,2021,3,29,3204,175881.0
26,2021,3,19,1506,79568.0
37,2021,3,5,559,26767.0
62,2021,3,7,488,27390.0
75,2021,3,10,785,44704.0
59,2021,3,4,876,42457.0
6,2021,3,31,9384,402891.0
43,2021,3,6,1254,79197.0
3,2021,3,59,16869,723534.0
23,2021,3,21,3050,163236.0
74,2021,3,4,404,23827.0
8,2021,3,38,6404,315820.0
52,2021,3,6,672,26101.0
41,2021,3,17,2875,145710.0
55,2021,3,2,362,17297.0
35,2021,3,8,1547,88157.0
17,2021,3,20,4193,204977.0
53,2021,3,4,532,29318.0
9,2021,3,32,6847,336509.0
14,2021,3,8,2153,97390.0
12,2021,3,26,5145,264667.0
20,2021,3,12,997,59123.0
64,2021,3,12,1049,54348.0
7,2021,3,47,9793,512043.0
46,2021,3,18,1503,76553.0
51,2021,3,7,934,52313.0
42,2021,3,7,1136,56379.0
68,2021,3,3,667,41601.0
28,2021,3,16,1762,103305.0
13,2021,3,48,12142,664976.0
34,2021,3,14,1721,87088.0
18,2021,3,23,2326,132753.0
72,2021,3,1,83,5116.0
24,2021,3,5,572,27589.0
1,2021,3,37,18289,984841.0
2,2021,3,65,19784,823780.0
39,2021,3,20,2497,139145.0
38,2021,3,6,1185,51904.0
58,2021,3,3,238,10342.0
5,2021,2,23,4321,222473.0
56,2021,2,4,555,27162.0
77,2021,2,3,182,10191.0
49,2021,2,5,653,35228.0
63,2021,2,6,704,35166.0
48,2021,2,5,342,20988.0
71,2021,2,3,236,11919.0
45,2021,2,9,1238,61243.0
47,2021,2,8,814,56613.0
11,2021,2,146,5844,303083.0
27,2021,2,13,2635,136962.0
67,2021,2,4,474,24716.0
33,2021,2,10,1363,80937.0
21,2021,2,16,2564,128451.0
4,2021,2,75,16002,680520.0
10,2021,2,12,2177,128816.0
29,2021,2,23,3199,167368.0
19,2021,2,20,3299,162130.0
44,2021,2,13,2225,117277.0
70,2021,2,7,844,43568.0
40,2021,2,8,740,36499.0
57,2021,2,4,631,31565.0
65,2021,2,11,941,47596.0
32,2021,2,11,1020,59265.0
22,2021,2,19,1137,70093.0
30,2021,2,32,3356,156206.0
31,2021,2,12,1386,77753.0
15,2021,2,32,7201,395702.0
54,2021,2,16,1283,64165.0
25,2021,2,57,4014,205848.0
16,2021,2,42,5268,285758.0
26,2021,2,8,1349,71606.0
37,2021,2,6,1019,43521.0
36,2021,2,8,1150,58798.0
62,2021,2,7,480,26207.0
75,2021,2,11,413,26589.0
59,2021,2,1,100,4537.0
6,2021,2,37,11884,480502.0
43,2021,2,28,1244,75849.0
82,2021,2,1,58,3187.0
3,2021,2,150,25301,1188461.0
23,2021,2,33,5004,240732.0
74,2021,2,9,447,23352.0
8,2021,2,157,10292,502000.0
52,2021,2,3,484,25188.0
41,2021,2,6,1069,57756.0
55,2021,2,7,1382,67991.0
35,2021,2,14,2158,116329.0
17,2021,2,28,4871,247660.0
53,2021,2,7,819,42511.0
9,2021,2,30,8309,382962.0
14,2021,2,6,2135,124146.0
12,2021,2,20,5686,297073.0
20,2021,2,9,1602,83991.0
64,2021,2,10,876,49429.0
7,2021,2,50,9822,521808.0
46,2021,2,13,1479,81735.0
51,2021,2,14,1237,66309.0
42,2021,2,25,3153,161529.0
68,2021,2,6,1046,61422.0
28,2021,2,12,1957,95944.0
13,2021,2,34,5028,245722.0
34,2021,2,20,3473,167301.0
18,2021,2,30,5951,291220.0
72,2021,2,6,726,34258.0
24,2021,2,14,1790,99493.0
1,2021,2,70,30920,1730588.0
2,2021,2,81,18038,761121.0
39,2021,2,10,1469,81221.0
60,2021,2,3,105,5242.0
38,2021,2,17,2034,99422.0
50,2021,1,6,728,34937.0
5,2021,1,18,4918,223498.0
56,2021,1,2,224,15645.0
49,2021,1,4,413,24621.0
63,2021,1,3,437,22340.0
48,2021,1,7,562,29445.0
71,2021,1,3,421,22450.0
45,2021,1,2,208,11569.0
11,2021,1,38,5407,277704.0
27,2021,1,14,2545,123815.0
67,2021,1,5,599,32991.0
33,2021,1,12,1478,93137.0
21,2021,1,7,1372,67751.0
4,2021,1,13,4673,241041.0
10,2021,1,8,1669,96338.0
29,2021,1,5,837,43581.0
19,2021,1,11,2941,145333.0
44,2021,1,3,308,16155.0
40,2021,1,5,867,37425.0
57,2021,1,2,506,27877.0
65,2021,1,3,247,10753.0
32,2021,1,5,1028,70912.0
22,2021,1,11,645,38731.0
30,2021,1,20,2335,125765.0
31,2021,1,2,55,4012.0
15,2021,1,17,4292,221400.0
54,2021,1,5,442,26047.0
25,2021,1,23,2221,119055.0
16,2021,1,27,3522,207557.0
26,2021,1,4,331,20609.0
37,2021,1,9,754,39135.0
36,2021,1,3,385,20401.0
62,2021,1,6,441,22913.0
75,2021,1,6,1000,54879.0
59,2021,1,3,210,11951.0
6,2021,1,14,3481,149167.0
3,2021,1,50,8952,399480.0
23,2021,1,14,2307,128520.0
74,2021,1,3,236,12874.0
8,2021,1,36,5247,266645.0
52,2021,1,1,138,6620.0
41,2021,1,10,1503,77212.0
55,2021,1,5,760,37899.0
35,2021,1,16,3330,180233.0
17,2021,1,16,3134,152472.0
9,2021,1,14,3128,150344.0
