region_id,year,quarter,buildings_count,apartments_count,total_living_area
14,2021,1,6,1566,68129.0
12,2021,1,12,1580,77218.0
20,2021,1,9,1719,101734.0
64,2021,1,1,226,14722.0
7,2021,1,22,6810,299112.0
46,2021,1,10,916,53633.0
51,2021,1,3,279,16514.0
42,2021,1,5,427,27414.0
68,2021,1,2,222,18572.0
28,2021,1,3,712,34647.0
13,2021,1,36,4843,266411.0
34,2021,1,7,622,36326.0
18,2021,1,10,1368,73287.0
24,2021,1,15,2650,152878.0
1,2021,1,36,15907,858159.0
2,2021,1,18,5334,266513.0
39,2021,1,4,568,39766.0
60,2021,1,1,85,4108.0
38,2021,1,3,646,28974.0
50,2020,4,5,1529,76688.0
5,2020,4,20,4920,221461.0
56,2020,4,6,603,32715.0
76,2020,4,1,57,2141.0
77,2020,4,2,99,5716.0
49,2020,4,2,206,12598.0
63,2020,4,3,390,19668.0
48,2020,4,4,370,21864.0
71,2020,4,6,841,44155.0
45,2020,4,3,429,21871.0
47,2020,4,2,130,6760.0
11,2020,4,30,4748,237937.0
27,2020,4,24,4136,227836.0
67,2020,4,2,459,22956.0
33,2020,4,18,2709,154397.0
21,2020,4,24,3917,217152.0
4,2020,4,18,7489,326437.0
10,2020,4,10,2877,154977.0
29,2020,4,28,6446,287262.0
19,2020,4,13,1511,80603.0
44,2020,4,5,551,28130.0
70,2020,4,1,109,4979.0
40,2020,4,7,982,44302.0
57,2020,4,5,635,36379.0
65,2020,4,10,1033,52322.0
32,2020,4,5,627,40808.0
22,2020,4,10,699,40136.0
30,2020,4,6,569,26216.0
31,2020,4,22,1629,88190.0
15,2020,4,16,3781,172596.0
54,2020,4,2,279,15441.0
25,2020,4,38,625,39793.0
16,2020,4,20,2309,125016.0
26,2020,4,3,585,36082.0
37,2020,4,3,512,24598.0
36,2020,4,8,1214,59527.0
62,2020,4,3,109,6506.0
75,2020,4,4,627,30909.0
59,2020,4,3,742,35542.0
6,2020,4,45,13530,565564.0
3,2020,4,64,22391,1045264.0
23,2020,4,28,3618,177744.0
74,2020,4,5,463,24946.0
8,2020,4,34,4614,244619.0
52,2020,4,4,511,33035.0
41,2020,4,17,2206,103565.0
55,2020,4,9,1464,73446.0
35,2020,4,9,2220,128786.0
17,2020,4,9,1586,75707.0
53,2020,4,10,1348,68018.0
9,2020,4,30,7801,373079.0
12,2020,4,18,3483,175892.0
20,2020,4,19,2635,125694.0
64,2020,4,1,281,15718.0
7,2020,4,44,10542,532333.0
46,2020,4,11,866,51053.0
51,2020,4,4,525,28479.0
42,2020,4,8,902,48009.0
68,2020,4,1,48,3148.0
28,2020,4,5,1407,69928.0
13,2020,4,20,3164,166509.0
34,2020,4,13,1816,88604.0
18,2020,4,17,2793,136004.0
72,2020,4,3,515,19536.0
24,2020,4,8,1778,86397.0
1,2020,4,63,29629,1542587.0
2,2020,4,30,9801,421329.0
39,2020,4,11,961,53821.0
60,2020,4,5,370,17718.0
38,2020,4,10,1532,69978.0
58,2020,4,6,885,44002.0
5,2020,3,17,4211,218009.0
56,2020,3,2,181,8081.0
66,2020,3,1,54,4118.0
49,2020,3,3,256,13077.0
63,2020,3,2,251,11186.0
48,2020,3,5,480,26032.0
71,2020,3,5,484,25045.0
45,2020,3,2,911,45405.0
47,2020,3,1,86,6275.0
11,2020,3,31,5166,255457.0
27,2020,3,12,2092,96603.0
67,2020,3,5,545,31337.0
33,2020,3,14,2128,123869.0
21,2020,3,13,3254,160662.0
4,2020,3,27,7894,366710.0
10,2020,3,18,2577,145066.0
29,2020,3,17,2177,104739.0
19,2020,3,8,1087,58098.0
44,2020,3,6,907,48631.0
70,2020,3,3,346,17309.0
40,2020,3,8,814,43991.0
65,2020,3,12,962,48369.0
32,2020,3,7,948,54646.0
22,2020,3,4,160,9833.0
30,2020,3,8,849,42762.0
31,2020,3,11,1523,76581.0
15,2020,3,22,6606,339122.0
54,2020,3,4,430,26806.0
25,2020,3,6,811,42160.0
16,2020,3,29,2364,112847.0
26,2020,3,2,351,20825.0
37,2020,3,2,236,13143.0
36,2020,3,12,1602,68294.0
62,2020,3,9,413,19793.0
75,2020,3,3,487,26456.0
59,2020,3,4,445,26317.0
6,2020,3,18,4052,174021.0
43,2020,3,10,524,34695.0
3,2020,3,34,11328,538939.0
23,2020,3,13,2291,124679.0
74,2020,3,2,247,12037.0
8,2020,3,77,5835,307560.0
52,2020,3,5,1198,58357.0
41,2020,3,19,2283,115645.0
55,2020,3,2,352,17562.0
35,2020,3,12,2980,149557.0
17,2020,3,22,3162,158847.0
53,2020,3,6,433,22986.0
9,2020,3,26,4744,228228.0
14,2020,3,1,93,5614.0
12,2020,3,1,184,11316.0
20,2020,3,8,1290,63985.0
7,2020,3,15,3351,162449.0
46,2020,3,10,897,47892.0
51,2020,3,7,977,53003.0
42,2020,3,13,833,49065.0
28,2020,3,5,900,47780.0
13,2020,3,31,5615,277940.0
34,2020,3,11,1879,90906.0
18,2020,3,9,1313,68806.0
24,2020,3,8,728,37237.0
1,2020,3,40,21672,1255630.0
2,2020,3,27,12992,612833.0
39,2020,3,3,487,24250.0
60,2020,3,1,103,4951.0
38,2020,3,1,162,5989.0
58,2020,3,2,219,10639.0
5,2020,2,7,1583,81436.0
56,2020,2,5,287,13100.0
76,2020,2,1,58,2393.0
49,2020,2,4,431,19371.0
63,2020,2,1,72,3608.0
48,2020,2,5,358,19088.0
71,2020,2,2,171,9285.0
45,2020,2,4,391,16568.0
47,2020,2,1,151,9818.0
11,2020,2,23,5311,298164.0
27,2020,2,4,370,15456.0
67,2020,2,1,75,5081.0
33,2020,2,6,689,37950.0
21,2020,2,2,493,27646.0
4,2020,2,44,13554,538849.0
10,2020,2,5,1347,74992.0
29,2020,2,4,935,45141.0
19,2020,2,5,589,31488.0
44,2020,2,6,791,40873.0
70,2020,2,1,93,5129.0
40,2020,2,4,632,28103.0
57,2020,2,1,198,11761.0
65,2020,2,5,588,23013.0
32,2020,2,4,411,31083.0
22,2020,2,3,48,3500.0
30,2020,2,20,472,24018.0
31,2020,2,15,1119,59158.0
15,2020,2,19,2212,124579.0
54,2020,2,4,242,15371.0
25,2020,2,22,2699,141950.0
16,2020,2,29,2856,162508.0
26,2020,2,1,200,10904.0
37,2020,2,2,203,10523.0
62,2020,2,5,462,27520.0
75,2020,2,1,148,5938.0
59,2020,2,1,150,7451.0
6,2020,2,19,4475,175204.0
43,2020,2,3,626,34079.0
3,2020,2,37,7093,356609.0
23,2020,2,13,1785,100615.0
74,2020,2,1,64,3045.0
8,2020,2,34,5670,255652.0
52,2020,2,1,135,6617.0
41,2020,2,4,539,21270.0
55,2020,2,1,234,15085.0
35,2020,2,9,2092,106576.0
17,2020,2,14,2186,103845.0
9,2020,2,11,1973,101033.0
14,2020,2,1,98,5154.0
12,2020,2,6,1744,93367.0
20,2020,2,10,1380,78897.0
7,2020,2,12,2146,134944.0
46,2020,2,12,1068,58673.0
51,2020,2,3,277,16938.0
42,2020,2,12,595,26034.0
28,2020,2,14,1545,79185.0
13,2020,2,20,3800,205162.0
34,2020,2,5,527,27131.0
18,2020,2,22,1678,88571.0
24,2020,2,8,599,30951.0
1,2020,2,16,8803,551110.0
2,2020,2,13,4395,259338.0
39,2020,2,6,1263,65347.0
60,2020,2,1,18,930.0
38,2020,2,11,1499,78768.0
58,2020,2,2,357,18284.0
50,2020,1,4,1016,37804.0
5,2020,1,14,2817,145802.0
56,2020,1,1,88,4232.0
61,2020,1,1,403,24410.0
77,2020,1,1,33,1737.0
49,2020,1,1,86,3746.0
63,2020,1,2,503,20664.0
48,2020,1,2,258,12983.0
45,2020,1,2,175,7826.0
47,2020,1,3,204,12989.0
11,2020,1,11,2453,120576.0
27,2020,1,3,723,34073.0
67,2020,1,2,181,10531.0
33,2020,1,9,927,51581.0
21,2020,1,3,1015,57451.0
4,2020,1,46,5380,260690.0
10,2020,1,8,2198,98604.0
29,2020,1,6,1139,59166.0
19,2020,1,4,299,16300.0
44,2020,1,23,2016,104837.0
70,2020,1,3,616,32805.0
40,2020,1,2,274,13070.0
57,2020,1,2,121,7711.0
65,2020,1,6,392,19302.0
32,2020,1,2,129,6500.0
22,2020,1,6,1066,54752.0
30,2020,1,2,105,5473.0
31,2020,1,7,1745,81812.0
15,2020,1,7,1839,79120.0
54,2020,1,1,116,6138.0
25,2020,1,9,999,57873.0
16,2020,1,6,717,31829.0
26,2020,1,2,120,7378.0
37,2020,1,4,622,31179.0
36,2020,1,9,778,34384.0
62,2020,1,2,91,5401.0
75,2020,1,2,291,16651.0
59,2020,1,1,2,10.0
6,2020,1,4,693,34232.0
43,2020,1,6,1338,72745.0
3,2020,1,54,5878,294351.0
23,2020,1,13,2646,151896.0
74,2020,1,1,168,11064.0
8,2020,1,19,3025,142351.0
52,2020,1,1,219,11705.0
41,2020,1,1,35,2038.0
55,2020,1,5,1140,64218.0
35,2020,1,2,543,27605.0
17,2020,1,9,1332,66648.0
9,2020,1,19,2396,118310.0
14,2020,1,6,2137,99749.0
12,2020,1,11,2733,135982.0
20,2020,1,7,1149,54209.0
7,2020,1,17,6033,254704.0
46,2020,1,7,750,38163.0
51,2020,1,5,591,32713.0
42,2020,1,13,1389,69430.0
68,2020,1,1,308,15835.0
13,2020,1,18,4539,236305.0
34,2020,1,5,283,16204.0
18,2020,1,4,1126,67350.0
24,2020,1,3,94,5051.0
1,2020,1,27,11747,586406.0
2,2020,1,8,6109,252682.0
39,2020,1,8,1012,56930.0
60,2020,1,1,27,933.0
38,2020,1,6,807,35435.0
