stats_id,month_date,region_id,obj_cnt,total_area,living_area,parking_cnt
1481,2022-07-01,63,18,174600,117200,18
1482,2022-07-01,12,172,2302900,1497300,1195
1483,2022-08-01,26,92,1185100,778900,588
1484,2022-08-01,76,2,5900,4300,0
1485,2022-08-01,57,25,299300,205200,143
1486,2022-08-01,29,68,989500,618200,1954
1487,2022-08-01,53,39,305900,213000,70
1488,2022-08-01,75,27,219100,164300,1
1489,2022-08-01,25,267,1003500,724700,244
1490,2022-08-01,33,125,1333700,933100,873
1491,2022-08-01,22,118,608000,439500,418
1492,2022-08-01,67,25,218200,145300,1
1493,2022-08-01,58,39,374500,265200,84
1494,2022-08-01,50,62,399400,266600,106
1495,2022-08-01,59,46,401900,309700,212
1496,2022-08-01,1,529,20250000,11913000,60719
1497,2022-08-01,41,88,1189300,785600,31
1498,2022-08-01,32,72,800200,546700,156
1499,2022-08-01,72,16,151600,107100,38
1500,2022-08-01,66,54,219700,135500,3
1501,2022-08-01,38,88,834400,485300,610
1502,2022-08-01,80,2,23400,16600,0
1503,2022-08-01,8,559,4817300,2851600,5158
1504,2022-08-01,2,559,18315200,10853700,28608
1505,2022-08-01,11,424,4231600,2738300,7241
1506,2022-08-01,5,205,2692200,1836000,1536
1507,2022-08-01,23,132,1407900,921800,1121
1508,2022-08-01,15,173,2672900,1828500,1153
1509,2022-08-01,77,9,41600,31300,18
1510,2022-08-01,73,2,109400,55400,280
1511,2022-08-01,65,87,423700,283000,135
1512,2022-08-01,61,6,106700,80400,0
1513,2022-08-01,14,54,1191100,767700,562
1514,2022-08-01,56,37,241600,165600,19
1515,2022-08-01,43,76,778400,523000,480
1516,2022-08-01,55,50,689300,471100,0
1517,2022-08-01,12,172,2302900,1497300,1195
1518,2022-08-01,4,940,8148300,5449700,4534
1519,2022-08-01,37,62,548100,371300,312
1520,2022-08-01,70,13,87900,65600,67
1521,2022-08-01,62,101,245100,183900,22
1522,2022-08-01,64,35,241100,160900,134
1523,2022-08-01,18,229,2811200,1913500,208
1524,2022-08-01,31,101,821300,571900,0
1525,2022-08-01,63,18,174600,117200,18
1526,2022-08-01,28,86,1004000,665600,354
1527,2022-08-01,40,73,573600,378700,228
1528,2022-08-01,24,118,996900,677100,149
1529,2022-08-01,3,883,18677300,11955600,12461
1530,2022-08-01,69,7,118200,77400,0
1531,2022-08-01,9,286,4045800,2576300,2755
1532,2022-08-01,52,13,246200,161600,95
1533,2022-08-01,42,128,780300,457300,62
1534,2022-08-01,46,106,726400,532000,338
1535,2022-08-01,13,258,2776900,1851000,2771
1536,2022-08-01,27,92,1382300,889000,1603
1537,2022-08-01,48,59,436700,304600,42
1538,2022-08-01,68,11,164000,99700,68
1539,2022-08-01,10,151,2679700,1668100,1679
1540,2022-08-01,49,49,427600,287900,214
1541,2022-08-01,16,255,2146100,1383700,1979
1542,2022-08-01,20,115,1469400,940700,69
1543,2022-08-01,71,31,216500,146000,0
1544,2022-08-01,84,1,1700,1300,0
1545,2022-08-01,74,38,276000,196900,56
1546,2022-08-01,79,2,2200,1700,0
1547,2022-08-01,39,62,640300,424300,735
1548,2022-08-01,51,54,418200,294900,0
1549,2022-08-01,17,134,2096000,1361800,1864
1550,2022-08-01,6,274,3719400,2348600,1394
1551,2022-08-01,19,142,1454700,958600,811
1552,2022-08-01,34,110,732100,505500,92
1553,2022-08-01,21,96,1595400,1056300,443
1554,2022-08-01,30,162,1060000,706200,486
1555,2022-08-01,35,53,705600,454800,693
1556,2022-08-01,45,45,462000,315900,305
1557,2022-08-01,60,61,326000,233300,894
1558,2022-08-01,36,88,703100,498800,310
1559,2022-08-01,7,210,4170200,2669000,5765
1560,2022-08-01,54,42,460900,262300,298
1561,2022-08-01,83,5,51000,32500,53
1562,2022-08-01,47,31,315600,224400,403
1563,2022-08-01,44,75,542000,318500,640
1564,2022-09-01,6,292,3960200,2500000,1394
1565,2022-09-01,28,97,1047900,697800,354
1566,2022-09-01,36,98,822600,579900,374
1567,2022-09-01,53,42,329500,231200,70
1568,2022-09-01,76,3,9300,6400,0
1569,2022-09-01,2,615,19316400,11469600,29250
1570,2022-09-01,63,21,207100,140400,18
1571,2022-09-01,52,14,256500,168200,95
1572,2022-09-01,48,67,512300,355800,42
1573,2022-09-01,54,46,511300,297500,298
1574,2022-09-01,29,79,1105900,685300,2246
1575,2022-09-01,16,281,2397100,1549600,2495
1576,2022-09-01,56,53,340100,230700,28
1577,2022-09-01,8,644,5355300,3184700,5844
1578,2022-09-01,3,964,20498200,13143300,13426
1579,2022-09-01,14,57,1288500,831300,586
1580,2022-09-01,79,2,2200,1700,0
1581,2022-09-01,33,140,1504200,1058500,1032
1582,2022-09-01,66,54,219700,135500,3
1583,2022-09-01,70,14,94500,70600,67
1584,2022-09-01,80,2,23400,16600,0
1585,2022-09-01,71,39,269400,183000,0
1586,2022-09-01,58,43,406000,284500,84
1587,2022-09-01,47,35,347000,245700,461
1588,2022-09-01,84,1,1700,1300,0
1589,2022-09-01,19,159,1674700,1108500,880
1590,2022-09-01,41,93,1239700,820900,31
1591,2022-09-01,20,125,1616400,1035100,162
1592,2022-09-01,39,70,723900,474200,1040
1593,2022-09-01,15,195,2974800,2028300,1186
1594,2022-09-01,7,239,4738600,3033200,6428
1595,2022-09-01,35,67,942300,610800,797
1596,2022-09-01,1,672,22473600,13290200,66745
1597,2022-09-01,72,19,170100,120800,38
1598,2022-09-01,11,466,4932100,3189600,8061
1599,2022-09-01,55,54,737900,505000,0
1600,2022-09-01,4,983,8874400,5945000,4700
1601,2022-09-01,42,140,837800,498600,77
1602,2022-09-01,67,51,409500,240300,69
1603,2022-09-01,75,30,244600,182600,1
1604,2022-09-01,12,195,2549600,1667000,1755
1605,2022-09-01,24,127,1028200,698200,149
1606,2022-09-01,23,143,1544200,1013500,1247
1607,2022-09-01,73,3,110900,56600,280
1608,2022-09-01,13,306,3192700,2097600,3243
1609,2022-09-01,32,83,896500,614400,156
1610,2022-09-01,64,41,292500,195300,134
1611,2022-09-01,46,123,827100,607700,349
1612,2022-09-01,45,52,543400,373800,317
1613,2022-09-01,44,85,658200,393500,670
1614,2022-09-01,49,52,462800,308600,279
1615,2022-09-01,38,92,890400,520000,658
1616,2022-09-01,83,5,51000,32500,53
1617,2022-09-01,57,28,381800,243700,740
1618,2022-09-01,10,170,2994400,1859100,2535
1619,2022-09-01,62,112,312700,230100,22
1620,2022-09-01,37,70,644400,440800,325
1621,2022-09-01,60,63,333100,239000,894
1622,2022-09-01,25,273,1047800,755900,244
1623,2022-09-01,22,135,780000,562600,588
1624,2022-09-01,65,96,491500,331500,135
1625,2022-09-01,40,78,614500,406700,245
1626,2022-09-01,26,106,1269200,832300,767
1627,2022-09-01,27,110,1616800,1051900,1677
1628,2022-09-01,51,60,475100,336900,0
1629,2022-09-01,77,10,46800,35000,18
1630,2022-09-01,31,102,827600,576300,0
1631,2022-09-01,43,81,818600,549300,519
1632,2022-09-01,30,187,1162900,776600,486
1633,2022-09-01,69,7,118200,77400,0
1634,2022-09-01,59,50,435100,331700,212
1635,2022-09-01,17,146,2242300,1458000,1933
1636,2022-09-01,61,7,113700,85900,0
1637,2022-09-01,5,224,2940900,2003700,1703
1638,2022-09-01,34,117,806100,549300,92
1639,2022-09-01,9,304,4270300,2723000,3615
1640,2022-09-01,21,109,1786000,1180100,614
1641,2022-09-01,18,247,3009900,2049000,231
1642,2022-09-01,68,13,228800,139300,99
1643,2022-09-01,50,63,414200,276000,106
1644,2022-09-01,74,42,324300,228300,56
1645,2022-10-01,62,117,326600,239600,22
1646,2022-10-01,27,117,1699200,1106100,1745
1647,2022-10-01,73,3,110900,56600,280
1648,2022-10-01,6,296,3980800,2514200,1394
1649,2022-10-01,22,140,801300,580700,588
1650,2022-10-01,25,285,1134500,813300,244
1651,2022-10-01,31,107,862900,602900,0
1652,2022-10-01,59,50,435100,331700,212
1653,2022-10-01,40,81,636000,418200,274
1654,2022-10-01,68,13,228800,139300,99
1655,2022-10-01,14,59,1340200,861100,641
1656,2022-10-01,39,74,784700,514600,1111
1657,2022-10-01,58,44,420400,293400,91
1658,2022-10-01,1,703,23830100,14134600,69646
1659,2022-10-01,21,112,1836300,1216400,614
1660,2022-10-01,45,54,576800,397100,317
1661,2022-10-01,65,96,491500,331500,135
1662,2022-10-01,44,87,666700,400600,670
1663,2022-10-01,79,2,2200,1700,0
1664,2022-10-01,16,286,2415600,1562300,2495
1665,2022-10-01,2,625,19688400,11697700,29659
1666,2022-10-01,4,992,9006700,6033000,4700
1667,2022-10-01,72,21,188200,133700,38
1668,2022-10-01,20,132,1661500,1066000,162
1669,2022-10-01,24,133,1075300,731100,149
1670,2022-10-01,54,49,538900,317200,298
1671,2022-10-01,55,58,796100,546600,0
1672,2022-10-01,15,201,3072200,2093600,1254
1673,2022-10-01,46,126,844500,621400,349
1674,2022-10-01,53,45,352000,246700,70
1675,2022-10-01,37,70,644400,440800,325
1676,2022-10-01,10,176,3089100,1918400,2664
1677,2022-10-01,61,8,133500,102800,0
1678,2022-10-01,47,38,373400,269500,461
1679,2022-10-01,19,168,1733000,1144100,934
1680,2022-10-01,67,52,420000,248400,69
1681,2022-10-01,74,42,324300,228300,56
1682,2022-10-01,12,205,2645200,1741100,1755
1683,2022-10-01,43,82,861500,577200,519
1684,2022-10-01,9,313,4371700,2790400,3615
1685,2022-10-01,18,252,3059200,2085200,231
1686,2022-10-01,49,52,462800,308600,279
1687,2022-10-01,48,75,567700,395800,42
1688,2022-10-01,80,2,23400,16600,0
1689,2022-10-01,56,56,364900,248200,28
1690,2022-10-01,34,129,898700,616100,92
1691,2022-10-01,7,252,5000600,3204400,6697
1692,2022-10-01,76,3,9300,6400,0
1693,2022-10-01,30,189,1174000,785100,486
1694,2022-10-01,32,86,914400,626800,156
1695,2022-10-01,42,146,923300,555500,77
1696,2022-10-01,13,328,3501100,2293000,3904
1697,2022-10-01,77,10,46800,35000,18
1698,2022-10-01,64,41,292500,195300,134
1699,2022-10-01,17,150,2270600,1477700,1933
1700,2022-10-01,57,28,381800,243700,740
1701,2022-10-01,29,80,1116100,690200,2264
1702,2022-10-01,41,93,1239700,820900,31
1703,2022-10-01,11,487,5026700,3249700,8341
1704,2022-10-01,3,983,20777600,13327200,13552
1705,2022-10-01,69,10,203000,138100,0
1706,2022-10-01,71,39,269400,183000,0
1707,2022-10-01,36,100,841200,594900,374
1708,2022-10-01,5,231,3043800,2077400,1786
1709,2022-10-01,35,70,965800,626400,797
1710,2022-10-01,8,670,5605300,3343600,6207
1711,2022-10-01,52,14,256500,168200,95
1712,2022-10-01,26,106,1269200,832300,767
1713,2022-10-01,70,16,103400,76700,67
1714,2022-10-01,33,143,1527500,1076600,1032
1715,2022-10-01,60,72,374200,266400,894
1716,2022-10-01,75,30,244600,182600,1
1717,2022-10-01,83,5,51000,32500,53
1718,2022-10-01,51,61,483600,342500,0
1719,2022-10-01,50,63,414200,276000,106
1720,2022-10-01,23,149,1619000,1066000,1247
1721,2022-10-01,63,22,219700,149600,18
1722,2022-10-01,84,1,1700,1300,0
1723,2022-10-01,28,104,1084900,721100,354
1724,2022-10-01,38,96,944600,554200,741
1725,2022-10-01,66,55,229100,141400,35
1726,2022-11-01,61,9,142200,109000,57
1727,2022-11-01,49,54,484300,322700,279
1728,2022-11-01,7,255,5063300,3239200,6863
1729,2022-11-01,65,100,507700,343500,135
1730,2022-11-01,10,192,3318200,2065600,2947
1731,2022-11-01,50,63,414200,276000,106
1732,2022-11-01,80,2,23400,16600,0
1733,2022-11-01,46,132,879400,648100,349
1734,2022-11-01,11,499,5192700,3357200,8545
1735,2022-11-01,39,79,851800,551400,1111
1736,2022-11-01,60,78,421800,300000,894
1737,2022-11-01,57,29,396200,257200,740
1738,2022-11-01,25,287,1150900,823400,244
1739,2022-11-01,73,3,110900,56600,280
1740,2022-11-01,69,10,203000,138100,0
1741,2022-11-01,4,1025,9397400,6306900,4838
1742,2022-11-01,35,75,1034800,670600,797
1743,2022-11-01,44,90,707800,423500,670
1744,2022-11-01,31,111,879600,611800,0
1745,2022-11-01,8,683,5817800,3468500,6692
1746,2022-11-01,1,720,24502100,14560100,71341
1747,2022-11-01,12,208,2669100,1757700,1755
1748,2022-11-01,5,251,3264400,2229800,1917
1749,2022-11-01,67,54,437100,259400,69
1750,2022-11-01,28,109,1139600,761600,354
1751,2022-11-01,13,343,3550200,2329400,3904
1752,2022-11-01,2,639,20324500,12054100,30594
1753,2022-11-01,32,89,946300,652100,156
1754,2022-11-01,83,5,51000,32500,53
1755,2022-11-01,36,101,858100,605100,374
1756,2022-11-01,15,210,3197000,2181300,1333
1757,2022-11-01,14,64,1433400,923800,641
1758,2022-11-01,48,78,578600,403700,42
1759,2022-11-01,23,157,1698100,1112800,1494
1760,2022-11-01,9,334,4614800,2949200,3877
1761,2022-11-01,3,1077,21735400,13981300,13718
1762,2022-11-01,79,3,3400,2600,0
1763,2022-11-01,58,52,449600,314200,91
1764,2022-11-01,62,119,334400,245400,22
1765,2022-11-01,54,53,573900,341200,298
1766,2022-11-01,27,119,1759900,1143500,1745
1767,2022-11-01,42,156,1037000,595100,77
1768,2022-11-01,40,90,724300,472000,381
1769,2022-11-01,59,50,435100,331700,212
1770,2022-11-01,16,306,2628500,1701900,2666
1771,2022-11-01,76,3,9300,6400,0
1772,2022-11-01,45,57,605600,418900,317
1773,2022-11-01,20,138,1768600,1134400,162
1774,2022-11-01,38,103,1001800,587700,1092
1775,2022-11-01,72,24,212500,150500,38
1776,2022-11-01,18,278,3210500,2197700,231
1777,2022-11-01,43,82,861500,577200,519
1778,2022-11-01,63,23,230600,156700,18
1779,2022-11-01,37,76,694800,477600,325
1780,2022-11-01,29,98,1327500,827000,2381
1781,2022-11-01,22,151,947500,675000,717
1782,2022-11-01,34,132,928200,635500,92
1783,2022-11-01,71,41,294700,198500,0
1784,2022-11-01,51,65,540500,379300,0
1785,2022-11-01,41,97,1289700,855900,31
1786,2022-11-01,66,55,229100,141400,35
1787,2022-11-01,24,137,1094300,745400,149
1788,2022-11-01,33,144,1538600,1084800,1032
1789,2022-11-01,6,297,4005600,2532200,1394
1790,2022-11-01,47,41,416300,296600,461
1791,2022-11-01,30,194,1253300,834900,486
1792,2022-11-01,21,116,1917400,1264100,782
1793,2022-11-01,77,11,50700,38000,18
1794,2022-11-01,19,178,1858200,1227400,958
1795,2022-11-01,52,16,291800,191800,95
1796,2022-11-01,55,59,814200,559400,0
1797,2022-11-01,68,13,228800,139300,99
1798,2022-11-01,64,43,307400,205000,134
1799,2022-11-01,17,154,2317600,1505100,2031
1800,2022-11-01,75,35,307300,225700,1
1801,2022-11-01,70,16,103400,76700,67
1802,2022-11-01,56,59,374400,255000,28
1803,2022-11-01,26,116,1306400,859100,767
1804,2022-11-01,53,47,373900,260800,70
1805,2022-11-01,74,42,324300,228300,56
1806,2022-11-01,84,1,1700,1300,0
1807,2022-12-01,9,359,4855400,3112000,4076
1808,2022-12-01,6,321,4383700,2762800,2255
1809,2022-12-01,16,327,2778700,1802200,2757
1810,2022-12-01,12,211,2707700,1784100,1755
1811,2022-12-01,51,67,558800,392400,0
1812,2022-12-01,54,56,626300,371400,399
1813,2022-12-01,13,368,3908000,2545700,4539
1814,2022-12-01,70,20,133000,98200,67
1815,2022-12-01,4,1060,9958100,6685500,4888
1816,2022-12-01,10,201,3548200,2219100,2947
1817,2022-12-01,49,57,533500,354300,329
1818,2022-12-01,3,1107,22230700,14299400,14085
1819,2022-12-01,37,84,816900,552800,485
1820,2022-12-01,53,48,389200,271900,70
1821,2022-12-01,43,85,944000,631100,709
1822,2022-12-01,52,16,291800,191800,95
1823,2022-12-01,19,185,1958600,1295700,958
1824,2022-12-01,42,163,1076500,620300,99
1825,2022-12-01,34,137,976800,666000,92
1826,2022-12-01,68,13,228800,139300,99
1827,2022-12-01,47,46,465600,334300,461
1828,2022-12-01,24,146,1161100,794600,149
1829,2022-12-01,83,5,51000,32500,53
1830,2022-12-01,32,94,992800,683700,156
1831,2022-12-01,44,94,757800,454900,693
1832,2022-12-01,2,658,20931500,12420500,32027
1833,2022-12-01,22,164,1045100,745300,717
1834,2022-12-01,84,1,1700,1300,0
1835,2022-12-01,25,294,1196400,854900,244
1836,2022-12-01,46,135,888400,655100,349
1837,2022-12-01,30,203,1296000,865500,507
1838,2022-12-01,57,29,396200,257200,740
1839,2022-12-01,45,60,627900,434900,317
1840,2022-12-01,26,120,1359100,898000,767
1841,2022-12-01,63,23,230600,156700,18
1842,2022-12-01,75,37,324600,239100,1
1843,2022-12-01,18,282,3245200,2227400,231
1844,2022-12-01,11,527,5448700,3537900,8545
1845,2022-12-01,55,60,818100,562000,0
1846,2022-12-01,65,103,516600,349500,135
1847,2022-12-01,58,52,449600,314200,91
1848,2022-12-01,60,81,431500,306500,894
1849,2022-12-01,48,82,595100,414000,59
1850,2022-12-01,64,72,366800,252900,165
1851,2022-12-01,73,3,110900,56600,280
1852,2022-12-01,17,163,2456100,1597500,2160
1853,2022-12-01,5,259,3396800,2320100,1948
1854,2022-12-01,79,3,3400,2600,0
1855,2022-12-01,23,165,1768500,1158400,1672
1856,2022-12-01,14,65,1444500,931500,641
1857,2022-12-01,76,3,9300,6400,0
1858,2022-12-01,80,2,23400,16600,0
1859,2022-12-01,71,41,294700,198500,0
1860,2022-12-01,69,10,203000,138100,0
1861,2022-12-01,20,154,1935700,1249400,222
1862,2022-12-01,35,87,1244800,806600,866
1863,2022-12-01,1,751,25631500,15260700,75039
1864,2022-12-01,21,117,1927500,1270000,820
1865,2022-12-01,28,113,1190400,798200,354
1866,2022-12-01,29,120,1716800,1072200,2854
1867,2022-12-01,81,1,800,600,0
1868,2022-12-01,8,740,6165000,3671000,7600
1869,2022-12-01,7,269,5254300,3363300,7137
1870,2022-12-01,61,10,171000,122000,57
1871,2022-12-01,72,27,232100,163400,38
1872,2022-12-01,74,43,329000,231700,56
1873,2022-12-01,38,110,1086900,638700,1100
1874,2022-12-01,31,118,955800,657600,0
1875,2022-12-01,41,102,1367300,907200,31
1876,2022-12-01,77,11,50700,38000,18
1877,2022-12-01,33,147,1565300,1104600,1032
1878,2022-12-01,66,55,229100,141400,35
1879,2022-12-01,56,64,418700,282800,28
1880,2022-12-01,50,74,468200,313300,106
1881,2022-12-01,59,50,435100,331700,212
1882,2022-12-01,62,122,353600,259100,22
1883,2022-12-01,15,227,3345900,2286500,1333
1884,2022-12-01,40,96,765800,498900,504
1885,2022-12-01,67,54,437100,259400,69
1886,2022-12-01,78,6,21500,16500,0
1887,2022-12-01,36,102,869100,612900,374
1888,2022-12-01,27,122,1796400,1169400,1745
1889,2022-12-01,39,86,887500,576200,1111
1890,2023-01-01,37,97,892400,603800,485
1891,2023-01-01,51,71,585000,410900,0
1892,2023-01-01,52,32,418700,270600,194
1893,2023-01-01,43,90,1006800,672500,798
1894,2023-01-01,36,116,962200,681400,387
1895,2023-01-01,12,257,3041200,1994800,2321
1896,2023-01-01,46,140,926100,682700,386
1897,2023-01-01,42,176,1185100,691500,189
1898,2023-01-01,18,315,3667000,2540600,231
1899,2023-01-01,17,183,2772600,1798900,2427
1900,2023-01-01,38,118,1192500,695600,1459
1901,2023-01-01,65,110,554700,375200,135
1902,2023-01-01,57,39,567000,388800,765
1903,2023-01-01,32,104,1065400,733800,156
1904,2023-01-01,66,55,229100,141400,35
1905,2023-01-01,14,73,1606100,1046500,876
1906,2023-01-01,10,209,3731600,2314700,3467
1907,2023-01-01,3,1191,23500000,15119400,15878
1908,2023-01-01,33,161,1723000,1212400,1238
1909,2023-01-01,39,98,1008000,652400,1141
1910,2023-01-01,67,69,579800,344900,313
1911,2023-01-01,21,127,2029200,1338400,820
1912,2023-01-01,47,52,525100,375300,498
1913,2023-01-01,71,45,338300,228500,0
1914,2023-01-01,2,701,22661500,13354700,36200
1915,2023-01-01,41,125,1575600,1040500,31
1916,2023-01-01,1,922,27826000,16668000,80782
1917,2023-01-01,34,160,1157900,792000,110
1918,2023-01-01,49,61,560500,369800,375
1919,2023-01-01,68,35,348900,223400,273
1920,2023-01-01,77,12,59100,43900,18
1921,2023-01-01,84,1,1700,1300,0
1922,2023-01-01,31,137,1047900,722900,0
1923,2023-01-01,40,106,842300,551500,504
1924,2023-01-01,30,225,1506100,1012600,507
1925,2023-01-01,24,155,1229400,840700,149
1926,2023-01-01,5,317,3763800,2577900,1948
1927,2023-01-01,27,131,1945600,1270900,1759
1928,2023-01-01,9,387,5187600,3333100,4099
1929,2023-01-01,19,204,2146600,1418600,1078
1930,2023-01-01,28,139,1343600,904400,480
1931,2023-01-01,83,8,102000,67800,53
1932,2023-01-01,64,86,461700,315100,203
1933,2023-01-01,45,71,694700,485700,317
1934,2023-01-01,75,41,355800,263800,1
1935,2023-01-01,8,840,6594000,3946200,8134
1936,2023-01-01,59,57,520600,393000,212
1937,2023-01-01,29,162,2163200,1334600,3841
1938,2023-01-01,23,178,2030800,1306200,2514
1939,2023-01-01,15,249,3690300,2516400,1548
1940,2023-01-01,4,1103,10963100,7226900,9142
1941,2023-01-01,58,52,449600,314200,91
1942,2023-01-01,63,24,248700,170400,18
1943,2023-01-01,20,176,2204300,1420600,262
1944,2023-01-01,61,12,230800,168800,213
1945,2023-01-01,48,90,647800,449200,88
1946,2023-01-01,53,49,398100,278800,70
1947,2023-01-01,25,340,1390600,999100,244
1948,2023-01-01,80,2,23400,16600,0
1949,2023-01-01,11,556,5819500,3776200,8705
1950,2023-01-01,54,71,686000,411200,399
1951,2023-01-01,70,28,232000,161200,67
1952,2023-01-01,56,81,618400,412900,28
1953,2023-01-01,60,95,479600,339900,894
1954,2023-01-01,79,3,3400,2600,0
1955,2023-01-01,7,321,6206200,3989400,8123
1956,2023-01-01,55,63,860400,592000,0
1957,2023-01-01,81,1,800,600,0
1958,2023-01-01,6,369,5031800,3161500,2336
1959,2023-01-01,74,47,360800,253500,56
1960,2023-01-01,69,13,384800,228400,103
1961,2023-01-01,72,32,264700,186600,38
1962,2023-01-01,76,3,9300,6400,0
1963,2023-01-01,35,96,1353700,883600,866
1964,2023-01-01,16,353,3060000,1969600,3178
1965,2023-01-01,13,403,4293700,2787700,4768
1966,2023-01-01,78,12,69300,40700,0
1967,2023-01-01,73,3,110900,56600,280
1968,2023-01-01,62,125,357100,262100,22
1969,2023-01-01,50,88,529200,355600,106
1970,2023-01-01,22,195,1294200,881400,877
1971,2023-01-01,44,96,792100,477400,693
1972,2023-01-01,26,131,1480400,975800,864
1973,2023-02-01,24,245,2297100,1570500,766
1974,2023-02-01,30,341,2690400,1823800,771
1975,2023-02-01,17,328,5216100,3396600,4133
1976,2023-02-01,28,261,2811800,1902300,1122
1977,2023-02-01,34,213,1823200,1231300,367
1978,2023-02-01,73,5,147700,79600,382
1979,2023-02-01,43,146,1423700,953900,1464
1980,2023-02-01,60,117,615300,429000,973
1981,2023-02-01,57,76,1143300,785300,1238
1982,2023-02-01,70,61,557800,362700,67
1983,2023-02-01,14,146,3449500,2242000,2540
1984,2023-02-01,3,1926,36946400,23619100,27536
1985,2023-02-01,61,23,441200,307600,302
1986,2023-02-01,40,171,1548700,1017200,1147
1987,2023-02-01,29,402,5128300,3112100,11859
1988,2023-02-01,20,216,2819600,1836700,606
1989,2023-02-01,53,89,759800,530400,70
1990,2023-02-01,75,76,643400,464800,92
1991,2023-02-01,31,259,2067200,1429600,0
1992,2023-02-01,32,157,1701700,1170000,228
1993,2023-02-01,69,20,566000,357000,103
1994,2023-02-01,84,2,4500,3400,0
1995,2023-02-01,18,441,5084400,3524400,1328
1996,2023-02-01,67,99,897300,539200,506
1997,2023-02-01,56,116,1020700,660100,753
1998,2023-02-01,65,178,1032700,684800,162
1999,2023-02-01,47,102,980200,679600,1468
2000,2023-02-01,5,633,8585100,5738600,8978
2001,2023-02-01,25,535,2688500,1914300,748
2002,2023-02-01,16,510,4915500,3134900,5147
2003,2023-02-01,48,135,1021500,694900,186
2004,2023-02-01,11,787,9429300,6045000,15462
2005,2023-02-01,46,206,1364700,1007400,688
2006,2023-02-01,2,1207,37553800,22072900,62506
2007,2023-02-01,38,272,2345900,1415700,2388
2008,2023-02-01,49,87,846600,549100,644
2009,2023-02-01,82,1,4900,3200,0
2010,2023-02-01,45,116,1183200,832800,442
2011,2023-02-01,71,63,524900,353900,0
2012,2023-02-01,83,9,120400,80500,53
2013,2023-02-01,19,359,3962900,2617700,3879
2014,2023-02-01,6,648,10727700,6768600,7385
2015,2023-02-01,23,310,3840900,2476000,4702
2016,2023-02-01,9,587,9075400,5696400,9191
2017,2023-02-01,42,251,1794400,1129400,336
2018,2023-02-01,7,625,12149100,7810900,16999
2019,2023-02-01,10,325,6331500,3871600,8420
2020,2023-02-01,76,9,46600,30700,30
2021,2023-02-01,8,1290,11917500,7117200,22007
2022,2023-02-01,66,69,505100,305100,615
2023,2023-02-01,51,108,904200,642200,0
2024,2023-02-01,81,1,800,600,0
2025,2023-02-01,4,2066,26788700,17919300,16161
2026,2023-02-01,62,186,598000,428600,35
2027,2023-02-01,44,202,2012400,1244300,2356
2028,2023-02-01,1,1596,57155100,34141800,174774
2029,2023-02-01,12,421,5808000,3765500,7883
2030,2023-02-01,79,3,3400,2600,0
2031,2023-02-01,68,75,705500,446000,1016
2032,2023-02-01,64,126,813100,544900,597
2033,2023-02-01,27,285,4112900,2763900,2486
2034,2023-02-01,35,178,3136300,1974400,3172
2035,2023-02-01,37,171,1637900,1115000,952
2036,2023-02-01,52,82,1168700,735400,676
2037,2023-02-01,21,217,3217200,2113700,1609
2038,2023-02-01,39,144,1807800,1156900,2894
2039,2023-02-01,22,273,2322000,1577500,1720
2040,2023-02-01,13,642,8914700,5643500,13109
2041,2023-02-01,26,184,2071000,1370400,1251
2042,2023-02-01,77,22,111800,80800,18
2043,2023-02-01,36,166,1451800,1015000,642
2044,2023-02-01,55,91,1247100,879900,0
2045,2023-02-01,50,133,945500,635900,425
2046,2023-02-01,80,2,23400,16600,0
2047,2023-02-01,58,66,597800,407600,218
2048,2023-02-01,59,100,935900,701400,325
2049,2023-02-01,74,59,537300,330100,56
2050,2023-02-01,15,377,6193100,4189100,4500
2051,2023-02-01,33,227,2726000,1776200,2486
2052,2023-02-01,72,49,440700,305900,38
2053,2023-02-01,63,34,376100,257700,18
2054,2023-02-01,54,112,1285800,665700,515
2055,2023-02-01,41,175,2202900,1451100,174
2056,2023-02-01,78,23,100800,61700,0
2057,2023-03-01,4,2085,26999900,18051500,16544
2058,2023-03-01,28,265,2911400,1964900,1122
2059,2023-03-01,79,3,3400,2600,0
2060,2023-03-01,82,1,4900,3200,0
2061,2023-03-01,39,145,1814300,1162200,2894
2062,2023-03-01,43,147,1426600,954600,1486
2063,2023-03-01,16,511,4927600,3141300,5189
2064,2023-03-01,20,219,2850400,1857900,606
2065,2023-03-01,35,184,3200400,2017600,3211
2066,2023-03-01,15,382,6343500,4289900,4547
2067,2023-03-01,54,114,1302300,676600,568
2068,2023-03-01,67,99,897400,539200,506
2069,2023-03-01,33,235,2786100,1819000,2486
2070,2023-03-01,41,178,2223800,1466400,174
2071,2023-03-01,55,92,1262400,891100,0
2072,2023-03-01,74,59,537300,330100,56
2073,2023-03-01,31,267,2123700,1472200,0
2074,2023-03-01,81,2,10200,5900,36
2075,2023-03-01,48,141,1066800,724000,244
2076,2023-03-01,65,180,1049400,696500,162
2077,2023-03-01,30,343,2738500,1838700,941
2078,2023-03-01,26,187,2091500,1385500,1251
2079,2023-03-01,19,366,4038300,2667700,3959
2080,2023-03-01,8,1325,12311000,7376500,22441
2081,2023-03-01,24,253,2346800,1604800,766
2082,2023-03-01,18,449,5201500,3606300,1328
2083,2023-03-01,13,649,9122400,5771900,14407
2084,2023-03-01,46,210,1384600,1023200,688
