region_code,region_name,year,quarter,buildings_count,apartments_count,total_living_area
16,Республика Татарстан,2022,3,49,9013,430696
17,Республика Тыва,2022,3,2,96,3861
18,Удмуртская Республика,2022,3,17,2717,130521
19,Республика Хакасия,2022,3,11,1137,56501
20,Чеченская Республика,2022,3,3,672,60660
21,Чувашская Республика,2022,3,8,992,55932
22,Алтайский край,2022,3,10,2087,101547
23,Краснодарский край,2022,3,64,14415,694124
24,Красноярский край,2022,3,10,2112,115417
25,Приморский край,2022,3,61,6621,325651
26,Ставропольский край,2022,3,18,3307,183112
27,Хабаровский край,2022,3,8,1070,56019
28,Амурская область,2022,3,4,564,25249
29,Архангельская область,2022,3,6,856,39355
30,Астраханская область,2022,3,5,1295,63311
31,Белгородская область,2022,3,10,796,43491
32,Брянская область,2022,3,11,1088,58494
33,Владимирская область,2022,3,9,1800,88681
34,Волгоградская область,2022,3,16,1287,76454
35,Вологодская область,2022,3,23,1844,115197
36,Воронежская область,2022,3,19,4653,189920
37,Ивановская область,2022,3,10,1122,66538
38,Иркутская область,2022,3,18,1544,85410
39,Калининградская область,2022,3,13,1239,63179
40,Калужская область,2022,3,8,952,51459
42,Кемеровская область - Кузбасс,2022,3,6,701,33963
43,Кировская область,2022,3,7,1193,54948
44,Костромская область,2022,3,6,558,30445
45,Курганская область,2022,3,6,734,35646
46,Курская область,2022,3,6,1691,85075
47,Ленинградская область,2022,3,38,12991,532675
48,Липецкая область,2022,3,5,1197,62303
50,Московская область,2022,3,65,23665,1066126
52,Нижегородская область,2022,3,10,2003,102150
53,Новгородская область,2022,3,4,461,23810
54,Новосибирская область,2022,3,60,9543,498460
55,Омская область,2022,3,7,1718,92779
56,Оренбургская область,2022,3,4,1536,69393
57,Орловская область,2022,3,2,328,25203
58,Пензенская область,2022,3,8,1768,100015
59,Пермский край,2022,3,18,3357,174071
60,Псковская область,2022,3,2,428,20869
61,Ростовская область,2022,3,54,8762,414762
62,Рязанская область,2022,3,4,1035,54932
63,Самарская область,2022,3,28,900,53677
64,Саратовская область,2022,3,12,2649,137001
65,Сахалинская область,2022,3,9,1248,62137
66,Свердловская область,2022,3,49,13116,637539
67,Смоленская область,2022,3,7,680,34546
68,Тамбовская область,2022,3,6,731,38127
69,Тверская область,2022,3,10,544,31723
70,Томская область,2022,3,4,396,23940
71,Тульская область,2022,3,12,1760,86987
72,Тюменская область,2022,3,40,8148,417867
73,Ульяновская область,2022,3,6,1109,53434
74,Челябинская область,2022,3,23,3108,161884
75,Забайкальский край,2022,3,10,947,45208
76,Ярославская область,2022,3,14,1178,61098
77,Город Москва,2022,3,48,23680,1127940
78,Город Санкт-Петербург,2022,3,21,13181,541386
79,Еврейская АО,2022,3,1,50,2146
86,Ханты-Мансийский АО - Югра,2022,3,9,1077,57246
89,Ямало-Ненецкий АО,2022,3,3,337,16584
91,Республика Крым,2022,3,15,1806,97221
92,Город Севастополь,2022,3,3,547,25883
1,Республика Адыгея,2022,2,0,,
2,Республика Башкортостан,2022,2,20,3353,174166
3,Республика Бурятия,2022,2,4,349,23078
5,Республика Дагестан,2022,2,0,,
7,Кабардино-Балкарская Республика,2022,2,1,595,34437
8,Республика Калмыкия,2022,2,4,287,17593
9,Карачаево-Черкесская Республика,2022,2,1,210,13563
10,Республика Карелия,2022,2,4,712,32489
11,Республика Коми,2022,2,1,180,9461
12,Республика Марий Эл,2022,2,8,747,45989
13,Республика Мордовия,2022,2,6,600,32039
14,Республика Саха (Якутия),2022,2,4,587,28225
15,Республика Северная Осетия,2022,2,5,570,35747
16,Республика Татарстан,2022,2,41,6716,330463
17,Республика Тыва,2022,2,11,494,20780
18,Удмуртская Республика,2022,2,8,1412,74564
19,Республика Хакасия,2022,2,9,1157,56393
21,Чувашская Республика,2022,2,11,1293,76073
22,Алтайский край,2022,2,7,1612,90732
23,Краснодарский край,2022,2,67,16393,778226
24,Красноярский край,2022,2,11,2060,118205
25,Приморский край,2022,2,14,1685,91723
26,Ставропольский край,2022,2,34,4023,213206
27,Хабаровский край,2022,2,4,936,54477
28,Амурская область,2022,2,9,870,45893
29,Архангельская область,2022,2,11,1070,49902
30,Астраханская область,2022,2,3,856,36839
31,Белгородская область,2022,2,12,764,40339
32,Брянская область,2022,2,6,902,45952
33,Владимирская область,2022,2,7,592,33779
34,Волгоградская область,2022,2,14,2468,114221
35,Вологодская область,2022,2,10,704,40210
36,Воронежская область,2022,2,16,2925,161618
37,Ивановская область,2022,2,5,570,34998
38,Иркутская область,2022,2,24,1976,97682
39,Калининградская область,2022,2,19,2091,114382
40,Калужская область,2022,2,3,456,25907
42,Кемеровская область - Кузбасс,2022,2,6,1122,55663
43,Кировская область,2022,2,6,557,28571
44,Костромская область,2022,2,5,428,25540
45,Курганская область,2022,2,3,379,19631
46,Курская область,2022,2,2,256,15377
47,Ленинградская область,2022,2,9,4364,176474
48,Липецкая область,2022,2,25,489,37680
50,Московская область,2022,2,44,15011,701105
52,Нижегородская область,2022,2,13,2110,116459
53,Новгородская область,2022,2,1,24,1204
54,Новосибирская область,2022,2,132,9680,467614
55,Омская область,2022,2,6,974,50993
56,Оренбургская область,2022,2,3,304,15557
57,Орловская область,2022,2,4,775,42218
58,Пензенская область,2022,2,7,934,49976
59,Пермский край,2022,2,12,2275,122391
60,Псковская область,2022,2,2,196,9863
61,Ростовская область,2022,2,20,4483,237961
62,Рязанская область,2022,2,5,1531,82492
63,Самарская область,2022,2,10,1792,111144
64,Саратовская область,2022,2,5,1048,57328
65,Сахалинская область,2022,2,3,392,20267
66,Свердловская область,2022,2,26,5352,262663
67,Смоленская область,2022,2,3,210,11599
68,Тамбовская область,2022,2,4,328,16555
69,Тверская область,2022,2,10,1259,70151
70,Томская область,2022,2,1,174,7994
71,Тульская область,2022,2,23,2859,124615
72,Тюменская область,2022,2,18,3206,152886
73,Ульяновская область,2022,2,7,911,54647
74,Челябинская область,2022,2,14,1766,103118
75,Забайкальский край,2022,2,1,86,3883
76,Ярославская область,2022,2,5,718,40266
77,Город Москва,2022,2,59,38087,1878363
78,Город Санкт-Петербург,2022,2,32,12739,573309
86,Ханты-Мансийский АО - Югра,2022,2,4,589,29872
89,Ямало-Ненецкий АО,2022,2,7,270,13188
91,Республика Крым,2022,2,9,925,47635
92,Город Севастополь,2022,2,3,238,10342
2,Республика Башкортостан,2022,1,9,1573,70483
3,Республика Бурятия,2022,1,1,182,11763
4,Республика Алтай,2022,1,1,178,8683
6,Республика Ингушетия,2022,1,1,16,1155
7,Кабардино-Балкарская Республика,2022,1,2,544,42201
8,Республика Калмыкия,2022,1,1,18,1117
10,Республика Карелия,2022,1,2,218,10325
11,Республика Коми,2022,1,0,,
12,Республика Марий Эл,2022,1,14,1040,70712
13,Республика Мордовия,2022,1,3,301,15439
14,Республика Саха (Якутия),2022,1,5,672,29257
15,Республика Северная Осетия,2022,1,3,296,18949
16,Республика Татарстан,2022,1,35,3918,217961
17,Республика Тыва,2022,1,2,180,8545
18,Удмуртская Республика,2022,1,7,1871,88445
19,Республика Хакасия,2022,1,5,751,40039
21,Чувашская Республика,2022,1,12,2020,107507
22,Алтайский край,2022,1,15,2273,107397
23,Краснодарский край,2022,1,74,22906,1021512
24,Красноярский край,2022,1,13,2611,147756
25,Приморский край,2022,1,18,3654,204292
26,Ставропольский край,2022,1,11,1430,74771
27,Хабаровский край,2022,1,9,1282,78762
28,Амурская область,2022,1,5,382,19103
29,Архангельская область,2022,1,5,588,23860
30,Астраханская область,2022,1,0,,
31,Белгородская область,2022,1,2,166,8355
32,Брянская область,2022,1,9,1043,58701
33,Владимирская область,2022,1,5,527,30526
34,Волгоградская область,2022,1,9,1585,78003
35,Вологодская область,2022,1,12,1069,56937
36,Воронежская область,2022,1,17,2614,146362
37,Ивановская область,2022,1,3,305,21823
38,Иркутская область,2022,1,18,2166,103558
39,Калининградская область,2022,1,24,2713,137195
40,Калужская область,2022,1,22,1945,98472
42,Кемеровская область - Кузбасс,2022,1,14,2415,130019
43,Кировская область,2022,1,3,578,28199
44,Костромская область,2022,1,5,363,19695
45,Курганская область,2022,1,2,319,14471
46,Курская область,2022,1,2,484,24237
47,Ленинградская область,2022,1,8,4188,179976
48,Липецкая область,2022,1,19,456,31993
50,Московская область,2022,1,53,15391,702253
52,Нижегородская область,2022,1,8,1510,83984
53,Новгородская область,2022,1,2,152,8195
54,Новосибирская область,2022,1,86,5434,277558
55,Омская область,2022,1,5,712,31818
56,Оренбургская область,2022,1,11,2343,116293
57,Орловская область,2022,1,2,105,5213
58,Пензенская область,2022,1,2,423,22210
59,Пермский край,2022,1,10,2076,113911
60,Псковская область,2022,1,3,333,17736
61,Ростовская область,2022,1,27,7395,365294
62,Рязанская область,2022,1,5,1418,67845
63,Самарская область,2022,1,10,1694,84560
64,Саратовская область,2022,1,7,1019,53945
65,Сахалинская область,2022,1,5,224,10387
66,Свердловская область,2022,1,25,7068,348401
67,Смоленская область,2022,1,6,419,26037
68,Тамбовская область,2022,1,3,234,11938
69,Тверская область,2022,1,8,503,25667
70,Томская область,2022,1,5,380,20354
71,Тульская область,2022,1,12,1373,63320
72,Тюменская область,2022,1,24,3766,209085
73,Ульяновская область,2022,1,6,500,27068
74,Челябинская область,2022,1,16,3069,157957
75,Забайкальский край,2022,1,3,239,11268
76,Ярославская область,2022,1,13,1093,59451
77,Город Москва,2022,1,52,27220,1384352
78,Город Санкт-Петербург,2022,1,13,3827,195273
86,Ханты-Мансийский АО - Югра,2022,1,1,204,9255
89,Ямало-Ненецкий АО,2022,1,0,,
91,Республика Крым,2022,1,4,335,16312
92,Город Севастополь,2022,1,3,402,17526
1,Республика Адыгея,2021,4,0,,
2,Республика Башкортостан,2021,4,16,3929,201600
3,Республика Бурятия,2021,4,12,1172,55624
4,Республика Алтай,2021,4,1,45,1712
6,Республика Ингушетия,2021,4,0,,
7,Кабардино-Балкарская Республика,2021,4,1,88,5895
8,Республика Калмыкия,2021,4,2,221,15156
10,Республика Карелия,2021,4,2,260,11082
11,Республика Коми,2021,4,2,477,22777
12,Республика Марий Эл,2021,4,6,495,26872
13,Республика Мордовия,2021,4,2,248,15421
14,Республика Саха (Якутия),2021,4,7,831,38448
15,Республика Северная Осетия,2021,4,1,126,7197
16,Республика Татарстан,2021,4,49,8100,422306
17,Республика Тыва,2021,4,1,68,3218
18,Удмуртская Республика,2021,4,11,2260,117432
19,Республика Хакасия,2021,4,3,210,11542
20,Чеченская Республика,2021,4,1,86,7714
21,Чувашская Республика,2021,4,10,1289,85575
22,Алтайский край,2021,4,3,656,35985
23,Краснодарский край,2021,4,127,6101,308109
24,Красноярский край,2021,4,10,2650,135579
25,Приморский край,2021,4,53,7180,355416
26,Ставропольский край,2021,4,15,3499,200510
27,Хабаровский край,2021,4,2,347,16349
28,Амурская область,2021,4,5,550,27091
29,Архангельская область,2021,4,9,1741,70091
30,Астраханская область,2021,4,6,577,29177
31,Белгородская область,2021,4,7,1337,72722
32,Брянская область,2021,4,9,858,49082
33,Владимирская область,2021,4,4,598,32621
34,Волгоградская область,2021,4,43,3849,185634
35,Вологодская область,2021,4,8,1533,57736
36,Воронежская область,2021,4,35,6412,314068
37,Ивановская область,2021,4,3,196,12192
38,Иркутская область,2021,4,5,707,34656
39,Калининградская область,2021,4,28,3468,173621
40,Калужская область,2021,4,11,730,35877
42,Кемеровская область - Кузбасс,2021,4,10,1316,66435
43,Кировская область,2021,4,10,1256,65873
44,Костромская область,2021,4,5,389,22214
45,Курганская область,2021,4,3,502,27887
46,Курская область,2021,4,22,1710,100558
47,Ленинградская область,2021,4,18,6107,246742
48,Липецкая область,2021,4,3,432,27873
50,Московская область,2021,4,76,21755,987712
52,Нижегородская область,2021,4,19,3481,179931
53,Новгородская область,2021,4,5,670,32159
54,Новосибирская область,2021,4,126,6224,317675
55,Омская область,2021,4,3,334,22881
56,Оренбургская область,2021,4,20,2427,120897
57,Орловская область,2021,4,6,1068,64074
58,Пензенская область,2021,4,12,3830,193108
59,Пермский край,2021,4,15,4566,192043
60,Псковская область,2021,4,4,398,19616
61,Ростовская область,2021,4,24,4179,196072
62,Рязанская область,2021,4,5,1320,67870
63,Самарская область,2021,4,17,5282,271637
64,Саратовская область,2021,4,20,1194,60361
65,Сахалинская область,2021,4,19,1894,94593
66,Свердловская область,2021,4,51,13255,626754
67,Смоленская область,2021,4,14,1157,60807
68,Тамбовская область,2021,4,6,723,40265
69,Тверская область,2021,4,11,627,30511
70,Томская область,2021,4,5,1111,59328
71,Тульская область,2021,4,16,3043,152730
72,Тюменская область,2021,4,53,8758,456060
73,Ульяновская область,2021,4,16,2566,127315
74,Челябинская область,2021,4,20,2274,126355
75,Забайкальский край,2021,4,1,208,10881
76,Ярославская область,2021,4,17,1601,85985
77,Город Москва,2021,4,69,35238,1846468
78,Город Санкт-Петербург,2021,4,28,14958,569776
86,Ханты-Мансийский АО - Югра,2021,4,9,2022,111909
89,Ямало-Ненецкий АО,2021,4,0,,
91,Республика Крым,2021,4,11,464,24067
92,Город Севастополь,2021,4,0,,
1,Республика Адыгея,2021,3,3,444,27126
2,Республика Башкортостан,2021,3,32,6621,280207
3,Республика Бурятия,2021,3,12,662,43171
6,Республика Ингушетия,2021,3,1,16,1178
7,Кабардино-Балкарская Республика,2021,3,2,78,5022
8,Республика Калмыкия,2021,3,2,120,7949
10,Республика Карелия,2021,3,9,1266,68227
11,Республика Коми,2021,3,2,119,5510
12,Республика Марий Эл,2021,3,15,1107,62489
13,Республика Мордовия,2021,3,10,1318,65659
14,Республика Саха (Якутия),2021,3,6,583,30414
15,Республика Северная Осетия,2021,3,20,2040,123373
16,Республика Татарстан,2021,3,31,5592,285216
18,Удмуртская Республика,2021,3,32,6122,295316
19,Республика Хакасия,2021,3,2,220,12616
20,Чеченская Республика,2021,3,1,144,9399
21,Чувашская Республика,2021,3,11,1500,83706
22,Алтайский край,2021,3,6,748,42659
23,Краснодарский край,2021,3,97,29617,1336683
24,Красноярский край,2021,3,12,3415,171737
25,Приморский край,2021,3,28,4614,236790
26,Ставропольский край,2021,3,25,3644,184304
27,Хабаровский край,2021,3,8,1407,86594
28,Амурская область,2021,3,3,138,7043
29,Архангельская область,2021,3,6,656,26983
30,Астраханская область,2021,3,1,64,3807
31,Белгородская область,2021,3,18,1057,46398
32,Брянская область,2021,3,8,1510,81491
33,Владимирская область,2021,3,14,1588,88860
34,Волгоградская область,2021,3,16,2466,131760
35,Вологодская область,2021,3,12,984,64847
36,Воронежская область,2021,3,25,5558,276593
37,Ивановская область,2021,3,6,658,37117
38,Иркутская область,2021,3,14,1907,93457
39,Калининградская область,2021,3,29,3204,175881
40,Калужская область,2021,3,19,1506,79568
42,Кемеровская область - Кузбасс,2021,3,5,559,26767
43,Кировская область,2021,3,0,,
44,Костромская область,2021,3,7,488,27390
45,Курганская область,2021,3,10,785,44704
46,Курская область,2021,3,4,876,42457
47,Ленинградская область,2021,3,31,9384,402891
48,Липецкая область,2021,3,6,1254,79197
50,Московская область,2021,3,59,16869,723534
52,Нижегородская область,2021,3,21,3050,163236
53,Новгородская область,2021,3,4,404,23827
54,Новосибирская область,2021,3,38,6404,315820
55,Омская область,2021,3,6,672,26101
56,Оренбургская область,2021,3,17,2875,145710
57,Орловская область,2021,3,2,362,17297
58,Пензенская область,2021,3,8,1547,88157
59,Пермский край,2021,3,20,4193,204977
60,Псковская область,2021,3,4,532,29318
61,Ростовская область,2021,3,32,6847,336509
62,Рязанская область,2021,3,8,2153,97390
63,Самарская область,2021,3,26,5145,264667
64,Саратовская область,2021,3,12,997,59123
65,Сахалинская область,2021,3,12,1049,54348
66,Свердловская область,2021,3,47,9793,512043
67,Смоленская область,2021,3,18,1503,76553
68,Тамбовская область,2021,3,7,934,52313
69,Тверская область,2021,3,7,1136,56379
70,Томская область,2021,3,3,667,41601
71,Тульская область,2021,3,16,1762,103305
72,Тюменская область,2021,3,48,12142,664976
73,Ульяновская область,2021,3,14,1721,87088
74,Челябинская область,2021,3,23,2326,132753
75,Забайкальский край,2021,3,1,83,5116
76,Ярославская область,2021,3,5,572,27589
77,Город Москва,2021,3,37,18289,984841
78,Город Санкт-Петербург,2021,3,65,19784,823780
86,Ханты-Мансийский АО - Югра,2021,3,20,2497,139145
89,Ямало-Ненецкий АО,2021,3,0,,
91,Республика Крым,2021,3,6,1185,51904
92,Город Севастополь,2021,3,3,238,10342
1,Республика Адыгея,2021,2,0,,
2,Республика Башкортостан,2021,2,23,4321,222473
3,Республика Бурятия,2021,2,4,555,27162
7,Кабардино-Балкарская Республика,2021,2,0,,
8,Республика Калмыкия,2021,2,3,182,10191
10,Республика Карелия,2021,2,5,653,35228
11,Республика Коми,2021,2,6,704,35166
12,Республика Марий Эл,2021,2,5,342,20988
13,Республика Мордовия,2021,2,3,236,11919
14,Республика Саха (Якутия),2021,2,9,1238,61243
15,Республика Северная Осетия,2021,2,8,814,56613
16,Республика Татарстан,2021,2,146,5844,303083
18,Удмуртская Республика,2021,2,13,2635,136962
19,Республика Хакасия,2021,2,4,474,24716
20,Чеченская Республика,2021,2,0,,
21,Чувашская Республика,2021,2,10,1363,80937
22,Алтайский край,2021,2,16,2564,128451
23,Краснодарский край,2021,2,75,16002,680520
24,Красноярский край,2021,2,12,2177,128816
25,Приморский край,2021,2,23,3199,167368
26,Ставропольский край,2021,2,20,3299,162130
27,Хабаровский край,2021,2,13,2225,117277
28,Амурская область,2021,2,7,844,43568
29,Архангельская область,2021,2,8,740,36499
30,Астраханская область,2021,2,4,631,31565
31,Белгородская область,2021,2,11,941,47596
32,Брянская область,2021,2,11,1020,59265
33,Владимирская область,2021,2,19,1137,70093
34,Волгоградская область,2021,2,32,3356,156206
35,Вологодская область,2021,2,12,1386,77753
36,Воронежская область,2021,2,32,7201,395702
37,Ивановская область,2021,2,16,1283,64165
38,Иркутская область,2021,2,57,4014,205848
39,Калининградская область,2021,2,42,5268,285758
40,Калужская область,2021,2,8,1349,71606
42,Кемеровская область - Кузбасс,2021,2,6,1019,43521
43,Кировская область,2021,2,8,1150,58798
44,Костромская область,2021,2,7,480,26207
45,Курганская область,2021,2,11,413,26589
46,Курская область,2021,2,1,100,4537
47,Ленинградская область,2021,2,37,11884,480502
48,Липецкая область,2021,2,28,1244,75849
49,Магаданская область,2021,2,1,58,3187
50,Московская область,2021,2,150,25301,1188461
52,Нижегородская область,2021,2,33,5004,240732
53,Новгородская область,2021,2,9,447,23352
54,Новосибирская область,2021,2,157,10292,502000
55,Омская область,2021,2,3,484,25188
56,Оренбургская область,2021,2,6,1069,57756
57,Орловская область,2021,2,7,1382,67991
58,Пензенская область,2021,2,14,2158,116329
59,Пермский край,2021,2,28,4871,247660
60,Псковская область,2021,2,7,819,42511
61,Ростовская область,2021,2,30,8309,382962
62,Рязанская область,2021,2,6,2135,124146
63,Самарская область,2021,2,20,5686,297073
64,Саратовская область,2021,2,9,1602,83991
65,Сахалинская область,2021,2,10,876,49429
66,Свердловская область,2021,2,50,9822,521808
67,Смоленская область,2021,2,13,1479,81735
68,Тамбовская область,2021,2,14,1237,66309
69,Тверская область,2021,2,25,3153,161529
70,Томская область,2021,2,6,1046,61422
71,Тульская область,2021,2,12,1957,95944
72,Тюменская область,2021,2,34,5028,245722
73,Ульяновская область,2021,2,20,3473,167301
74,Челябинская область,2021,2,30,5951,291220
75,Забайкальский край,2021,2,6,726,34258
76,Ярославская область,2021,2,14,1790,99493
77,Город Москва,2021,2,70,30920,1730588
78,Город Санкт-Петербург,2021,2,81,18038,761121
86,Ханты-Мансийский АО - Югра,2021,2,10,1469,81221
89,Ямало-Ненецкий АО,2021,2,3,105,5242
91,Республика Крым,2021,2,17,2034,99422
92,Город Севастополь,2021,2,0,,
1,Республика Адыгея,2021,1,6,728,34937
2,Республика Башкортостан,2021,1,18,4918,223498
3,Республика Бурятия,2021,1,2,224,15645
8,Республика Калмыкия,2021,1,0,,
10,Республика Карелия,2021,1,4,413,24621
11,Республика Коми,2021,1,3,437,22340
12,Республика Марий Эл,2021,1,7,562,29445
13,Республика Мордовия,2021,1,3,421,22450
14,Республика Саха (Якутия),2021,1,2,208,11569
15,Республика Северная Осетия,2021,1,0,,
16,Республика Татарстан,2021,1,38,5407,277704
18,Удмуртская Республика,2021,1,14,2545,123815
19,Республика Хакасия,2021,1,5,599,32991
21,Чувашская Республика,2021,1,12,1478,93137
22,Алтайский край,2021,1,7,1372,67751
23,Краснодарский край,2021,1,13,4673,241041
24,Красноярский край,2021,1,8,1669,96338
25,Приморский край,2021,1,5,837,43581
26,Ставропольский край,2021,1,11,2941,145333
27,Хабаровский край,2021,1,3,308,16155
29,Архангельская область,2021,1,5,867,37425
30,Астраханская область,2021,1,2,506,27877
31,Белгородская область,2021,1,3,247,10753
32,Брянская область,2021,1,5,1028,70912
33,Владимирская область,2021,1,11,645,38731
34,Волгоградская область,2021,1,20,2335,125765
35,Вологодская область,2021,1,2,55,4012
36,Воронежская область,2021,1,17,4292,221400
37,Ивановская область,2021,1,5,442,26047
38,Иркутская область,2021,1,23,2221,119055
39,Калининградская область,2021,1,27,3522,207557
40,Калужская область,2021,1,4,331,20609
42,Кемеровская область - Кузбасс,2021,1,9,754,39135
43,Кировская область,2021,1,3,385,20401
44,Костромская область,2021,1,6,441,22913
45,Курганская область,2021,1,6,1000,54879
46,Курская область,2021,1,3,210,11951
47,Ленинградская область,2021,1,14,3481,149167
48,Липецкая область,2021,1,0,,
50,Московская область,2021,1,50,8952,399480
52,Нижегородская область,2021,1,14,2307,128520
53,Новгородская область,2021,1,3,236,12874
54,Новосибирская область,2021,1,36,5247,266645
55,Омская область,2021,1,1,138,6620
56,Оренбургская область,2021,1,10,1503,77212
57,Орловская область,2021,1,5,760,37899
58,Пензенская область,2021,1,16,3330,180233
59,Пермский край,2021,1,16,3134,152472
60,Псковская область,2021,1,0,,
61,Ростовская область,2021,1,14,3128,150344
62,Рязанская область,2021,1,6,1566,68129
63,Самарская область,2021,1,12,1580,77218
64,Саратовская область,2021,1,9,1719,101734
65,Сахалинская область,2021,1,1,226,14722
66,Свердловская область,2021,1,22,6810,299112
67,Смоленская область,2021,1,10,916,53633
68,Тамбовская область,2021,1,3,279,16514
69,Тверская область,2021,1,5,427,27414
70,Томская область,2021,1,2,222,18572
71,Тульская область,2021,1,3,712,34647
72,Тюменская область,2021,1,36,4843,266411
73,Ульяновская область,2021,1,7,622,36326
74,Челябинская область,2021,1,10,1368,73287
75,Забайкальский край,2021,1,0,,
76,Ярославская область,2021,1,15,2650,152878
77,Город Москва,2021,1,36,15907,858159
78,Город Санкт-Петербург,2021,1,18,5334,266513
86,Ханты-Мансийский АО - Югра,2021,1,4,568,39766
89,Ямало-Ненецкий АО,2021,1,1,85,4108
91,Республика Крым,2021,1,3,646,28974
92,Город Севастополь,2021,1,0,,
1,Республика Адыгея,2020,4,5,1529,76688
2,Республика Башкортостан,2020,4,20,4920,221461
3,Республика Бурятия,2020,4,6,603,32715
4,Республика Алтай,2020,4,1,57,2141
5,Республика Дагестан,2020,4,0,,
7,Кабардино-Балкарская Республика,2020,4,0,,
8,Республика Калмыкия,2020,4,2,99,5716
10,Республика Карелия,2020,4,2,206,12598
11,Республика Коми,2020,4,3,390,19668
12,Республика Марий Эл,2020,4,4,370,21864
13,Республика Мордовия,2020,4,6,841,44155
14,Республика Саха (Якутия),2020,4,3,429,21871
15,Республика Северная Осетия,2020,4,2,130,6760
16,Республика Татарстан,2020,4,30,4748,237937
18,Удмуртская Республика,2020,4,24,4136,227836
19,Республика Хакасия,2020,4,2,459,22956
20,Чеченская Республика,2020,4,0,,
21,Чувашская Республика,2020,4,18,2709,154397
22,Алтайский край,2020,4,24,3917,217152
23,Краснодарский край,2020,4,18,7489,326437
24,Красноярский край,2020,4,10,2877,154977
25,Приморский край,2020,4,28,6446,287262
26,Ставропольский край,2020,4,13,1511,80603
27,Хабаровский край,2020,4,5,551,28130
28,Амурская область,2020,4,1,109,4979
29,Архангельская область,2020,4,7,982,44302
30,Астраханская область,2020,4,5,635,36379
31,Белгородская область,2020,4,10,1033,52322
32,Брянская область,2020,4,5,627,40808
33,Владимирская область,2020,4,10,699,40136
34,Волгоградская область,2020,4,6,569,26216
35,Вологодская область,2020,4,22,1629,88190
36,Воронежская область,2020,4,16,3781,172596
37,Ивановская область,2020,4,2,279,15441
38,Иркутская область,2020,4,38,625,39793
39,Калининградская область,2020,4,20,2309,125016
40,Калужская область,2020,4,3,585,36082
42,Кемеровская область - Кузбасс,2020,4,3,512,24598
43,Кировская область,2020,4,8,1214,59527
44,Костромская область,2020,4,3,109,6506
45,Курганская область,2020,4,4,627,30909
46,Курская область,2020,4,3,742,35542
47,Ленинградская область,2020,4,45,13530,565564
48,Липецкая область,2020,4,0,,
50,Московская область,2020,4,64,22391,1045264
52,Нижегородская область,2020,4,28,3618,177744
53,Новгородская область,2020,4,5,463,24946
54,Новосибирская область,2020,4,34,4614,244619
55,Омская область,2020,4,4,511,33035
56,Оренбургская область,2020,4,17,2206,103565
57,Орловская область,2020,4,9,1464,73446
58,Пензенская область,2020,4,9,2220,128786
59,Пермский край,2020,4,9,1586,75707
60,Псковская область,2020,4,10,1348,68018
61,Ростовская область,2020,4,30,7801,373079
62,Рязанская область,2020,4,0,,
63,Самарская область,2020,4,18,3483,175892
64,Саратовская область,2020,4,19,2635,125694
65,Сахалинская область,2020,4,1,281,15718
66,Свердловская область,2020,4,44,10542,532333
67,Смоленская область,2020,4,11,866,51053
68,Тамбовская область,2020,4,4,525,28479
69,Тверская область,2020,4,8,902,48009
70,Томская область,2020,4,1,48,3148
71,Тульская область,2020,4,5,1407,69928
72,Тюменская область,2020,4,20,3164,166509
73,Ульяновская область,2020,4,13,1816,88604
74,Челябинская область,2020,4,17,2793,136004
75,Забайкальский край,2020,4,3,515,19536
76,Ярославская область,2020,4,8,1778,86397
77,Город Москва,2020,4,63,29629,1542587
78,Город Санкт-Петербург,2020,4,30,9801,421329
86,Ханты-Мансийский АО - Югра,2020,4,11,961,53821
89,Ямало-Ненецкий АО,2020,4,5,370,17718
91,Республика Крым,2020,4,10,1532,69978
92,Город Севастополь,2020,4,6,885,44002
1,Республика Адыгея,2020,3,0,,
2,Республика Башкортостан,2020,3,17,4211,218009
3,Республика Бурятия,2020,3,2,181,8081
6,Республика Ингушетия,2020,3,0,,
7,Кабардино-Балкарская Республика,2020,3,1,54,4118
10,Республика Карелия,2020,3,3,256,13077
11,Республика Коми,2020,3,2,251,11186
12,Республика Марий Эл,2020,3,5,480,26032
13,Республика Мордовия,2020,3,5,484,25045
14,Республика Саха (Якутия),2020,3,2,911,45405
15,Республика Северная Осетия,2020,3,1,86,6275
16,Республика Татарстан,2020,3,31,5166,255457
18,Удмуртская Республика,2020,3,12,2092,96603
19,Республика Хакасия,2020,3,5,545,31337
21,Чувашская Республика,2020,3,14,2128,123869
22,Алтайский край,2020,3,13,3254,160662
23,Краснодарский край,2020,3,27,7894,366710
24,Красноярский край,2020,3,18,2577,145066
25,Приморский край,2020,3,17,2177,104739
26,Ставропольский край,2020,3,8,1087,58098
27,Хабаровский край,2020,3,6,907,48631
28,Амурская область,2020,3,3,346,17309
29,Архангельская область,2020,3,8,814,43991
30,Астраханская область,2020,3,0,,
31,Белгородская область,2020,3,12,962,48369
32,Брянская область,2020,3,7,948,54646
33,Владимирская область,2020,3,4,160,9833
34,Волгоградская область,2020,3,8,849,42762
35,Вологодская область,2020,3,11,1523,76581
36,Воронежская область,2020,3,22,6606,339122
37,Ивановская область,2020,3,4,430,26806
38,Иркутская область,2020,3,6,811,42160
39,Калининградская область,2020,3,29,2364,112847
40,Калужская область,2020,3,2,351,20825
41,Камчатский край,2020,3,0,,
42,Кемеровская область - Кузбасс,2020,3,2,236,13143
43,Кировская область,2020,3,12,1602,68294
