region_code,region_name,year,quarter,buildings_count,apartments_count,total_living_area
36,Воронежская область,2024,3,32,6057,294553
37,Ивановская область,2024,3,3,287,18726
38,Иркутская область,2024,3,13,2838,136899
39,Калининградская область,2024,3,63,6112,288821
40,Калужская область,2024,3,18,2924,162860
41,Камчатский край,2024,3,1,188,8521
42,Кемеровская область - Кузбасс,2024,3,8,1647,75819
43,Кировская область,2024,3,5,491,25037
44,Костромская область,2024,3,4,164,9518
45,Курганская область,2024,3,6,1089,55351
46,Курская область,2024,3,2,766,38989
47,Ленинградская область,2024,3,25,4680,197058
48,Липецкая область,2024,3,45,1151,60286
49,Магаданская область,2024,3,1,208,9881
50,Московская область,2024,3,24,8361,384770
51,Мурманская область,2024,3,6,648,35034
52,Нижегородская область,2024,3,25,4705,229707
53,Новгородская область,2024,3,4,362,20205
54,Новосибирская область,2024,3,60,5267,252238
55,Омская область,2024,3,4,1684,78414
56,Оренбургская область,2024,3,43,572,30463
57,Орловская область,2024,3,7,1213,73207
58,Пензенская область,2024,3,11,2189,114536
59,Пермский край,2024,3,25,7479,361998
60,Псковская область,2024,3,3,337,20445
61,Ростовская область,2024,3,83,10049,443408
62,Рязанская область,2024,3,11,3038,128514
63,Самарская область,2024,3,31,3405,184086
64,Саратовская область,2024,3,22,1011,57305
65,Сахалинская область,2024,3,10,985,47512
66,Свердловская область,2024,3,36,9761,463146
67,Смоленская область,2024,3,3,191,11072
68,Тамбовская область,2024,3,1,147,7861
69,Тверская область,2024,3,9,188,11745
70,Томская область,2024,3,3,787,43864
71,Тульская область,2024,3,5,1390,69111
72,Тюменская область,2024,3,29,8127,403768
73,Ульяновская область,2024,3,23,1873,88524
74,Челябинская область,2024,3,22,4108,218177
75,Забайкальский край,2024,3,14,2581,124159
76,Ярославская область,2024,3,20,2395,124543
77,Город Москва,2024,3,31,23749,1296608
78,Город Санкт-Петербург,2024,3,14,5576,301675
79,Еврейская АО,2024,3,4,281,15753
86,Ханты-Мансийский АО - Югра,2024,3,7,1294,75875
87,Чукотский АО,2024,3,1,40,2144
89,Ямало-Ненецкий АО,2024,3,6,490,27063
91,Республика Крым,2024,3,39,3640,170545
92,Город Севастополь,2024,3,7,558,24189
93,Донецкая Народная Республика,2024,3,3,446,22926
94,Луганская Народная Республика,2024,3,3,372,22965
1,Республика Адыгея,2024,2,6,886,43747
2,Республика Башкортостан,2024,2,34,8697,389456
3,Республика Бурятия,2024,2,26,2309,125373
4,Республика Алтай,2024,2,2,133,5757
5,Республика Дагестан,2024,2,15,2091,115259
6,Республика Ингушетия,2024,2,1,32,2330
7,Кабардино-Балкарская Республика,2024,2,5,1084,73078
8,Республика Калмыкия,2024,2,3,260,15294
9,Карачаево-Черкесская Республика,2024,2,2,303,21534
10,Республика Карелия,2024,2,6,935,48185
11,Республика Коми,2024,2,1,280,16252
12,Республика Марий Эл,2024,2,8,764,40437
13,Республика Мордовия,2024,2,5,351,22128
14,Республика Саха (Якутия),2024,2,10,1751,85261
15,Республика Северная Осетия,2024,2,2,168,11112
16,Республика Татарстан,2024,2,39,7425,364667
17,Республика Тыва,2024,2,7,346,14569
18,Удмуртская Республика,2024,2,10,1447,76714
19,Республика Хакасия,2024,2,10,1864,95841
20,Чеченская Республика,2024,2,1,486,27082
21,Чувашская Республика,2024,2,16,2008,118131
22,Алтайский край,2024,2,6,1048,47271
23,Краснодарский край,2024,2,48,11649,572844
24,Красноярский край,2024,2,19,4095,192742
25,Приморский край,2024,2,21,4289,208917
26,Ставропольский край,2024,2,28,4491,240773
27,Хабаровский край,2024,2,31,4739,233701
28,Амурская область,2024,2,8,1124,50896
29,Архангельская область,2024,2,12,1807,85176
30,Астраханская область,2024,2,23,4809,201521
31,Белгородская область,2024,2,6,779,38740
32,Брянская область,2024,2,6,1164,59808
33,Владимирская область,2024,2,18,1232,65894
34,Волгоградская область,2024,2,32,3236,157052
35,Вологодская область,2024,2,25,2861,132105
36,Воронежская область,2024,2,41,6258,303109
37,Ивановская область,2024,2,6,737,43604
38,Иркутская область,2024,2,13,1887,92432
39,Калининградская область,2024,2,31,2825,147293
40,Калужская область,2024,2,5,1257,62598
41,Камчатский край,2024,2,2,461,24673
42,Кемеровская область - Кузбасс,2024,2,16,2227,108958
43,Кировская область,2024,2,8,1082,57453
44,Костромская область,2024,2,9,841,41195
45,Курганская область,2024,2,9,861,45276
46,Курская область,2024,2,4,1030,49163
47,Ленинградская область,2024,2,25,10189,426510
48,Липецкая область,2024,2,11,1793,92293
50,Московская область,2024,2,44,16596,757239
52,Нижегородская область,2024,2,17,3023,169840
53,Новгородская область,2024,2,3,455,22873
54,Новосибирская область,2024,2,88,10482,521386
55,Омская область,2024,2,2,422,23620
56,Оренбургская область,2024,2,42,2960,157400
57,Орловская область,2024,2,5,745,37801
58,Пензенская область,2024,2,12,2464,130449
59,Пермский край,2024,2,15,3153,138637
60,Псковская область,2024,2,9,1133,63081
61,Ростовская область,2024,2,26,11241,491356
62,Рязанская область,2024,2,5,1508,74071
63,Самарская область,2024,2,53,3077,172598
64,Саратовская область,2024,2,15,1233,63215
65,Сахалинская область,2024,2,7,835,38814
66,Свердловская область,2024,2,62,15706,741590
67,Смоленская область,2024,2,5,497,30446
68,Тамбовская область,2024,2,6,570,29071
69,Тверская область,2024,2,17,1256,64421
70,Томская область,2024,2,4,344,19843
71,Тульская область,2024,2,6,1433,67275
72,Тюменская область,2024,2,54,8376,437175
73,Ульяновская область,2024,2,11,2232,100937
74,Челябинская область,2024,2,26,4526,221116
75,Забайкальский край,2024,2,6,1200,52397
76,Ярославская область,2024,2,25,2779,142679
77,Город Москва,2024,2,36,26235,1296073
78,Город Санкт-Петербург,2024,2,28,5234,230325
86,Ханты-Мансийский АО - Югра,2024,2,9,1547,76416
89,Ямало-Ненецкий АО,2024,2,18,1146,61663
91,Республика Крым,2024,2,27,4412,205816
92,Город Севастополь,2024,2,1,91,4237
93,Донецкая Народная Республика,2024,2,4,568,34405
94,Луганская Народная Республика,2024,2,3,246,14841
1,Республика Адыгея,2024,1,12,2280,100771
2,Республика Башкортостан,2024,1,25,6887,293608
3,Республика Бурятия,2024,1,3,258,13413
4,Республика Алтай,2024,1,0,,
5,Республика Дагестан,2024,1,10,1676,97291
7,Кабардино-Балкарская Республика,2024,1,7,168,11206
8,Республика Калмыкия,2024,1,0,,
9,Карачаево-Черкесская Республика,2024,1,2,469,17620
10,Республика Карелия,2024,1,4,380,19432
11,Республика Коми,2024,1,3,462,28444
12,Республика Марий Эл,2024,1,5,792,50889
13,Республика Мордовия,2024,1,3,424,23535
14,Республика Саха (Якутия),2024,1,9,1322,59958
15,Республика Северная Осетия,2024,1,13,1255,74158
16,Республика Татарстан,2024,1,24,4627,254039
17,Республика Тыва,2024,1,14,674,27203
18,Удмуртская Республика,2024,1,10,2004,94749
19,Республика Хакасия,2024,1,1,136,9641
21,Чувашская Республика,2024,1,10,1211,65683
22,Алтайский край,2024,1,8,1696,93311
23,Краснодарский край,2024,1,78,12697,614866
24,Красноярский край,2024,1,8,1387,77490
25,Приморский край,2024,1,35,6251,329807
26,Ставропольский край,2024,1,28,5682,298237
27,Хабаровский край,2024,1,12,1392,72231
28,Амурская область,2024,1,9,1357,65860
29,Архангельская область,2024,1,10,1778,81102
30,Астраханская область,2024,1,13,2685,107337
31,Белгородская область,2024,1,6,144,7545
32,Брянская область,2024,1,8,1675,84623
33,Владимирская область,2024,1,5,575,33969
34,Волгоградская область,2024,1,15,1145,58255
35,Вологодская область,2024,1,7,1057,56982
36,Воронежская область,2024,1,16,2711,143762
37,Ивановская область,2024,1,6,434,26929
38,Иркутская область,2024,1,4,848,42641
39,Калининградская область,2024,1,23,3738,192801
40,Калужская область,2024,1,7,990,56257
41,Камчатский край,2024,1,1,56,2657
42,Кемеровская область - Кузбасс,2024,1,7,999,54218
43,Кировская область,2024,1,6,818,38515
44,Костромская область,2024,1,9,511,28269
45,Курганская область,2024,1,8,1374,71242
46,Курская область,2024,1,3,279,16454
47,Ленинградская область,2024,1,11,4870,181684
48,Липецкая область,2024,1,59,289,20682
50,Московская область,2024,1,70,16023,710800
52,Нижегородская область,2024,1,18,2423,111813
53,Новгородская область,2024,1,2,207,12470
54,Новосибирская область,2024,1,143,5572,275772
55,Омская область,2024,1,1,175,10165
56,Оренбургская область,2024,1,9,1081,56416
57,Орловская область,2024,1,3,567,32292
58,Пензенская область,2024,1,9,2063,112882
59,Пермский край,2024,1,11,2589,123910
60,Псковская область,2024,1,4,345,16968
61,Ростовская область,2024,1,29,4762,237571
62,Рязанская область,2024,1,34,4612,248517
63,Самарская область,2024,1,9,1898,99288
64,Саратовская область,2024,1,2,223,11191
65,Сахалинская область,2024,1,3,903,40015
66,Свердловская область,2024,1,45,12595,643107
67,Смоленская область,2024,1,6,360,20505
68,Тамбовская область,2024,1,4,415,21768
69,Тверская область,2024,1,8,741,37762
70,Томская область,2024,1,8,874,43120
71,Тульская область,2024,1,15,3305,168144
72,Тюменская область,2024,1,36,8640,430563
73,Ульяновская область,2024,1,9,1378,60718
74,Челябинская область,2024,1,24,4570,225470
75,Забайкальский край,2024,1,3,661,30942
76,Ярославская область,2024,1,18,1533,87003
77,Город Москва,2024,1,47,28580,1581073
78,Город Санкт-Петербург,2024,1,37,11550,486591
86,Ханты-Мансийский АО - Югра,2024,1,8,1181,58366
89,Ямало-Ненецкий АО,2024,1,10,431,22150
91,Республика Крым,2024,1,28,4929,239328
92,Город Севастополь,2024,1,9,795,37093
93,Донецкая Народная Республика,2024,1,1,96,6025
1,Республика Адыгея,2023,4,5,1253,56035
2,Республика Башкортостан,2023,4,57,10093,466149
3,Республика Бурятия,2023,4,12,727,46537
4,Республика Алтай,2023,4,0,,
5,Республика Дагестан,2023,4,6,1071,57567
6,Республика Ингушетия,2023,4,0,,
7,Кабардино-Балкарская Республика,2023,4,2,373,29339
8,Республика Калмыкия,2023,4,3,101,7145
9,Карачаево-Черкесская Республика,2023,4,6,816,46294
10,Республика Карелия,2023,4,2,252,14327
11,Республика Коми,2023,4,4,546,27587
12,Республика Марий Эл,2023,4,15,1758,100764
13,Республика Мордовия,2023,4,3,601,33607
14,Республика Саха (Якутия),2023,4,12,2752,136885
15,Республика Северная Осетия,2023,4,8,651,44844
16,Республика Татарстан,2023,4,82,7376,374115
17,Республика Тыва,2023,4,13,1468,61099
18,Удмуртская Республика,2023,4,12,2106,103217
19,Республика Хакасия,2023,4,8,476,23369
20,Чеченская Республика,2023,4,1,280,21042
21,Чувашская Республика,2023,4,13,1409,77567
22,Алтайский край,2023,4,20,3968,193188
23,Краснодарский край,2023,4,65,16180,764927
24,Красноярский край,2023,4,32,8119,403839
25,Приморский край,2023,4,24,6543,293583
26,Ставропольский край,2023,4,48,7970,369976
27,Хабаровский край,2023,4,13,3141,160818
28,Амурская область,2023,4,14,2762,119133
29,Архангельская область,2023,4,13,872,45460
30,Астраханская область,2023,4,12,2476,109515
31,Белгородская область,2023,4,11,1552,83138
32,Брянская область,2023,4,11,1579,85262
33,Владимирская область,2023,4,11,1394,69840
34,Волгоградская область,2023,4,28,3272,161685
35,Вологодская область,2023,4,34,1782,96246
36,Воронежская область,2023,4,18,3702,208725
37,Ивановская область,2023,4,14,900,53216
38,Иркутская область,2023,4,12,2084,103261
39,Калининградская область,2023,4,26,2982,172297
40,Калужская область,2023,4,10,1285,72253
42,Кемеровская область - Кузбасс,2023,4,12,1161,59600
43,Кировская область,2023,4,14,2473,126528
44,Костромская область,2023,4,4,238,13922
45,Курганская область,2023,4,8,1257,58392
46,Курская область,2023,4,0,,
47,Ленинградская область,2023,4,90,16657,666036
48,Липецкая область,2023,4,12,321,19356
49,Магаданская область,2023,4,0,,
50,Московская область,2023,4,89,31450,1403538
52,Нижегородская область,2023,4,14,2612,141174
53,Новгородская область,2023,4,6,685,36855
54,Новосибирская область,2023,4,160,8805,431063
55,Омская область,2023,4,3,575,30457
56,Оренбургская область,2023,4,18,2750,127405
57,Орловская область,2023,4,8,1432,77742
58,Пензенская область,2023,4,15,3768,199336
59,Пермский край,2023,4,23,4792,237287
60,Псковская область,2023,4,6,791,41679
61,Ростовская область,2023,4,58,15107,696208
62,Рязанская область,2023,4,6,1617,82941
63,Самарская область,2023,4,10,1712,96212
64,Саратовская область,2023,4,24,3650,187080
65,Сахалинская область,2023,4,11,1331,69119
66,Свердловская область,2023,4,49,10757,508889
67,Смоленская область,2023,4,17,1871,106174
68,Тамбовская область,2023,4,9,1032,53628
69,Тверская область,2023,4,12,1226,60820
70,Томская область,2023,4,23,336,17918
71,Тульская область,2023,4,60,7144,342793
72,Тюменская область,2023,4,73,15289,777557
73,Ульяновская область,2023,4,19,1949,96894
74,Челябинская область,2023,4,37,6232,304219
75,Забайкальский край,2023,4,4,505,23647
76,Ярославская область,2023,4,20,1611,92750
77,Город Москва,2023,4,57,42847,2152976
78,Город Санкт-Петербург,2023,4,39,15617,637876
79,Еврейская АО,2023,4,0,,
86,Ханты-Мансийский АО - Югра,2023,4,14,2473,133386
87,Чукотский АО,2023,4,1,40,2143
89,Ямало-Ненецкий АО,2023,4,16,1174,62491
91,Республика Крым,2023,4,36,4339,203816
92,Город Севастополь,2023,4,3,179,7849
93,Донецкая Народная Республика,2023,4,1,108,5996
1,Республика Адыгея,2023,3,25,3212,134868
2,Республика Башкортостан,2023,3,18,4862,223503
3,Республика Бурятия,2023,3,12,971,57822
4,Республика Алтай,2023,3,1,99,3940
5,Республика Дагестан,2023,3,7,947,59022
7,Кабардино-Балкарская Республика,2023,3,1,160,11212
8,Республика Калмыкия,2023,3,3,271,15823
10,Республика Карелия,2023,3,4,495,19856
12,Республика Марий Эл,2023,3,5,469,27035
13,Республика Мордовия,2023,3,6,643,31547
14,Республика Саха (Якутия),2023,3,10,1910,87436
15,Республика Северная Осетия,2023,3,4,388,22765
16,Республика Татарстан,2023,3,48,10246,542715
17,Республика Тыва,2023,3,6,629,30425
18,Удмуртская Республика,2023,3,17,2933,144374
19,Республика Хакасия,2023,3,9,442,29635
21,Чувашская Республика,2023,3,23,3082,171086
22,Алтайский край,2023,3,13,2104,101274
23,Краснодарский край,2023,3,51,8195,369448
24,Красноярский край,2023,3,16,4530,257829
25,Приморский край,2023,3,24,5948,285556
26,Ставропольский край,2023,3,27,4757,250398
27,Хабаровский край,2023,3,22,4858,234947
28,Амурская область,2023,3,4,385,19569
29,Архангельская область,2023,3,4,898,33367
30,Астраханская область,2023,3,7,1182,51688
31,Белгородская область,2023,3,5,375,22794
32,Брянская область,2023,3,10,820,44935
33,Владимирская область,2023,3,3,501,24548
34,Волгоградская область,2023,3,35,3587,167483
35,Вологодская область,2023,3,13,1280,68074
36,Воронежская область,2023,3,28,5998,308517
37,Ивановская область,2023,3,5,543,30188
38,Иркутская область,2023,3,24,3964,199499
39,Калининградская область,2023,3,24,3089,149772
40,Калужская область,2023,3,3,346,19632
41,Камчатский край,2023,3,1,160,9472
42,Кемеровская область - Кузбасс,2023,3,6,904,42835
43,Кировская область,2023,3,7,744,37237
44,Костромская область,2023,3,7,412,23143
45,Курганская область,2023,3,8,1518,69389
46,Курская область,2023,3,2,712,37522
47,Ленинградская область,2023,3,49,9845,398615
48,Липецкая область,2023,3,22,3095,173586
49,Магаданская область,2023,3,6,1079,48474
50,Московская область,2023,3,44,15334,704769
52,Нижегородская область,2023,3,25,2979,162476
53,Новгородская область,2023,3,2,220,11753
54,Новосибирская область,2023,3,54,6197,309050
55,Омская область,2023,3,8,1395,77302
56,Оренбургская область,2023,3,7,528,31864
57,Орловская область,2023,3,7,1406,76187
58,Пензенская область,2023,3,12,1916,102284
59,Пермский край,2023,3,12,2733,137427
60,Псковская область,2023,3,6,609,30435
61,Ростовская область,2023,3,34,6798,327153
62,Рязанская область,2023,3,8,1899,96238
63,Самарская область,2023,3,29,1931,106079
64,Саратовская область,2023,3,15,771,44803
65,Сахалинская область,2023,3,21,2144,101354
66,Свердловская область,2023,3,47,12402,535084
67,Смоленская область,2023,3,6,451,24371
68,Тамбовская область,2023,3,6,800,40252
69,Тверская область,2023,3,13,561,33574
70,Томская область,2023,3,3,423,23563
71,Тульская область,2023,3,9,2230,98656
72,Тюменская область,2023,3,34,7273,353334
73,Ульяновская область,2023,3,10,1117,63312
74,Челябинская область,2023,3,18,3459,166042
75,Забайкальский край,2023,3,6,449,22752
76,Ярославская область,2023,3,24,2096,114809
77,Город Москва,2023,3,52,29110,1477152
78,Город Санкт-Петербург,2023,3,42,17886,708092
86,Ханты-Мансийский АО - Югра,2023,3,15,1145,49214
89,Ямало-Ненецкий АО,2023,3,4,294,13334
91,Республика Крым,2023,3,19,2233,112495
92,Город Севастополь,2023,3,0,,
93,Донецкая Народная Республика,2023,3,2,173,8147
1,Республика Адыгея,2023,2,0,,
2,Республика Башкортостан,2023,2,54,9174,427733
3,Республика Бурятия,2023,2,8,1008,61125
4,Республика Алтай,2023,2,6,627,28442
5,Республика Дагестан,2023,2,3,250,14980
6,Республика Ингушетия,2023,2,1,170,14558
7,Кабардино-Балкарская Республика,2023,2,56,1580,102568
8,Республика Калмыкия,2023,2,1,96,5022
10,Республика Карелия,2023,2,6,718,36150
11,Республика Коми,2023,2,4,602,30254
12,Республика Марий Эл,2023,2,9,919,47717
13,Республика Мордовия,2023,2,6,1033,56458
14,Республика Саха (Якутия),2023,2,9,1131,58767
15,Республика Северная Осетия,2023,2,3,327,20478
16,Республика Татарстан,2023,2,29,5404,259210
17,Республика Тыва,2023,2,11,654,26465
18,Удмуртская Республика,2023,2,10,2035,100846
19,Республика Хакасия,2023,2,12,957,50199
21,Чувашская Республика,2023,2,13,2187,124277
22,Алтайский край,2023,2,3,456,19051
23,Краснодарский край,2023,2,17,4984,235303
24,Красноярский край,2023,2,12,2474,131284
25,Приморский край,2023,2,44,7159,334382
26,Ставропольский край,2023,2,10,1312,75771
27,Хабаровский край,2023,2,21,3136,154346
28,Амурская область,2023,2,8,1234,53815
29,Архангельская область,2023,2,13,1817,77844
30,Астраханская область,2023,2,2,558,27532
31,Белгородская область,2023,2,6,711,34773
32,Брянская область,2023,2,7,727,44559
33,Владимирская область,2023,2,10,1330,68962
34,Волгоградская область,2023,2,27,2126,106230
35,Вологодская область,2023,2,14,1442,75355
36,Воронежская область,2023,2,20,5092,236408
37,Ивановская область,2023,2,10,768,48145
38,Иркутская область,2023,2,4,245,11159
39,Калининградская область,2023,2,18,2041,101289
40,Калужская область,2023,2,5,589,32626
41,Камчатский край,2023,2,10,1643,107265
42,Кемеровская область - Кузбасс,2023,2,7,1004,53210
43,Кировская область,2023,2,4,374,17274
44,Костромская область,2023,2,8,610,34387
45,Курганская область,2023,2,9,1139,57916
46,Курская область,2023,2,2,320,14902
47,Ленинградская область,2023,2,31,9766,399597
48,Липецкая область,2023,2,8,1584,87276
50,Московская область,2023,2,62,22621,970270
52,Нижегородская область,2023,2,25,3257,155996
53,Новгородская область,2023,2,6,546,28164
54,Новосибирская область,2023,2,51,8075,411668
55,Омская область,2023,2,9,1194,81500
56,Оренбургская область,2023,2,14,1636,77750
57,Орловская область,2023,2,3,686,36264
58,Пензенская область,2023,2,10,2701,147324
59,Пермский край,2023,2,15,4218,196372
60,Псковская область,2023,2,4,309,14673
61,Ростовская область,2023,2,50,11417,553527
62,Рязанская область,2023,2,12,3277,124102
63,Самарская область,2023,2,24,6006,300751
64,Саратовская область,2023,2,10,1026,45877
65,Сахалинская область,2023,2,5,532,23231
66,Свердловская область,2023,2,45,11008,505675
67,Смоленская область,2023,2,12,1241,72079
68,Тамбовская область,2023,2,9,1318,67240
69,Тверская область,2023,2,14,1102,60694
70,Томская область,2023,2,13,1130,61799
71,Тульская область,2023,2,9,1510,72774
72,Тюменская область,2023,2,38,6906,356173
73,Ульяновская область,2023,2,15,1452,78946
74,Челябинская область,2023,2,16,2210,106656
75,Забайкальский край,2023,2,5,689,32627
76,Ярославская область,2023,2,13,1229,64753
77,Город Москва,2023,2,42,22249,1188087
78,Город Санкт-Петербург,2023,2,39,11116,474739
86,Ханты-Мансийский АО - Югра,2023,2,9,1235,62193
89,Ямало-Ненецкий АО,2023,2,4,200,10652
91,Республика Крым,2023,2,13,931,47818
92,Город Севастополь,2023,2,8,510,28931
1,Республика Адыгея,2023,1,2,516,21592
2,Республика Башкортостан,2023,1,19,3903,188859
3,Республика Бурятия,2023,1,4,684,39441
4,Республика Алтай,2023,1,0,,
5,Республика Дагестан,2023,1,2,371,17235
7,Кабардино-Балкарская Республика,2023,1,0,,
8,Республика Калмыкия,2023,1,0,,
9,Карачаево-Черкесская Республика,2023,1,1,104,6534
10,Республика Карелия,2023,1,3,299,14492
11,Республика Коми,2023,1,2,613,25387
12,Республика Марий Эл,2023,1,9,1029,56460
13,Республика Мордовия,2023,1,2,225,13047
14,Республика Саха (Якутия),2023,1,9,901,39903
15,Республика Северная Осетия,2023,1,2,210,13457
16,Республика Татарстан,2023,1,25,3895,196932
17,Республика Тыва,2023,1,4,250,11587
18,Удмуртская Республика,2023,1,18,4242,209819
19,Республика Хакасия,2023,1,4,296,16755
21,Чувашская Республика,2023,1,17,1916,113038
22,Алтайский край,2023,1,14,2448,115921
23,Краснодарский край,2023,1,72,16313,673760
24,Красноярский край,2023,1,10,2997,140005
25,Приморский край,2023,1,13,2758,144302
26,Ставропольский край,2023,1,20,3176,164919
27,Хабаровский край,2023,1,18,3481,173777
28,Амурская область,2023,1,6,659,28310
29,Архангельская область,2023,1,13,1855,77379
30,Астраханская область,2023,1,11,2514,108497
31,Белгородская область,2023,1,5,441,23731
32,Брянская область,2023,1,1,104,6915
33,Владимирская область,2023,1,7,931,49865
34,Волгоградская область,2023,1,18,2176,109363
35,Вологодская область,2023,1,12,1073,54860
36,Воронежская область,2023,1,16,4610,218177
37,Ивановская область,2023,1,5,359,23825
38,Иркутская область,2023,1,12,1991,106555
39,Калининградская область,2023,1,6,350,18223
40,Калужская область,2023,1,6,764,45224
41,Камчатский край,2023,1,1,103,5266
42,Кемеровская область - Кузбасс,2023,1,14,2200,107641
43,Кировская область,2023,1,12,1442,77610
44,Костромская область,2023,1,5,351,18790
45,Курганская область,2023,1,5,675,31303
46,Курская область,2023,1,2,200,9183
47,Ленинградская область,2023,1,17,4435,187669
48,Липецкая область,2023,1,28,710,48004
50,Московская область,2023,1,56,18758,835964
51,Мурманская область,2023,1,1,140,7945
52,Нижегородская область,2023,1,18,2849,140015
53,Новгородская область,2023,1,1,176,8714
54,Новосибирская область,2023,1,65,7429,377620
55,Омская область,2023,1,0,,
56,Оренбургская область,2023,1,5,716,34784
57,Орловская область,2023,1,2,396,24084
58,Пензенская область,2023,1,12,1782,93400
59,Пермский край,2023,1,12,2014,91958
60,Псковская область,2023,1,5,549,28697
61,Ростовская область,2023,1,19,5448,266194
62,Рязанская область,2023,1,4,1213,57447
63,Самарская область,2023,1,27,5407,308407
64,Саратовская область,2023,1,1,219,12927
65,Сахалинская область,2023,1,2,312,14927
66,Свердловская область,2023,1,42,9252,454022
67,Смоленская область,2023,1,9,978,51012
68,Тамбовская область,2023,1,6,774,34961
69,Тверская область,2023,1,6,459,26156
70,Томская область,2023,1,17,204,10418
71,Тульская область,2023,1,16,4252,206963
72,Тюменская область,2023,1,35,7760,396812
73,Ульяновская область,2023,1,6,1137,48891
74,Челябинская область,2023,1,27,5914,276328
75,Забайкальский край,2023,1,2,338,15778
76,Ярославская область,2023,1,13,1130,60079
77,Город Москва,2023,1,51,19084,960509
78,Город Санкт-Петербург,2023,1,29,8919,374507
86,Ханты-Мансийский АО - Югра,2023,1,10,807,39125
89,Ямало-Ненецкий АО,2023,1,3,370,19842
91,Республика Крым,2023,1,9,2390,112678
1,Республика Адыгея,2022,4,4,604,26085
2,Республика Башкортостан,2022,4,50,8610,407699
3,Республика Бурятия,2022,4,5,592,36654
4,Республика Алтай,2022,4,2,209,8230
6,Республика Ингушетия,2022,4,1,32,2378
7,Кабардино-Балкарская Республика,2022,4,4,773,51118
8,Республика Калмыкия,2022,4,1,80,4829
9,Карачаево-Черкесская Республика,2022,4,3,511,35293
10,Республика Карелия,2022,4,3,340,20098
11,Республика Коми,2022,4,3,782,28058
12,Республика Марий Эл,2022,4,10,756,47475
13,Республика Мордовия,2022,4,1,84,4959
14,Республика Саха (Якутия),2022,4,7,847,47168
15,Республика Северная Осетия,2022,4,8,986,66805
16,Республика Татарстан,2022,4,34,5991,305663
17,Республика Тыва,2022,4,4,380,16028
18,Удмуртская Республика,2022,4,29,5080,244105
19,Республика Хакасия,2022,4,8,844,48010
20,Чеченская Республика,2022,4,0,,
21,Чувашская Республика,2022,4,14,1345,84200
22,Алтайский край,2022,4,11,1795,89713
23,Краснодарский край,2022,4,133,34232,1559693
24,Красноярский край,2022,4,20,5792,292624
25,Приморский край,2022,4,43,3646,188765
26,Ставропольский край,2022,4,22,3020,169587
27,Хабаровский край,2022,4,5,789,47646
28,Амурская область,2022,4,5,1000,45962
29,Архангельская область,2022,4,10,1169,53774
30,Астраханская область,2022,4,5,1319,71086
31,Белгородская область,2022,4,22,1593,78074
32,Брянская область,2022,4,5,691,32798
33,Владимирская область,2022,4,19,991,55630
34,Волгоградская область,2022,4,20,2442,112382
35,Вологодская область,2022,4,6,491,26709
36,Воронежская область,2022,4,24,4399,233154
37,Ивановская область,2022,4,3,293,18313
38,Иркутская область,2022,4,32,2518,122090
39,Калининградская область,2022,4,15,1349,70417
40,Калужская область,2022,4,5,1125,64231
42,Кемеровская область - Кузбасс,2022,4,7,1045,54110
43,Кировская область,2022,4,16,1632,80136
44,Костромская область,2022,4,10,718,36833
45,Курганская область,2022,4,7,1063,54551
46,Курская область,2022,4,2,141,9515
47,Ленинградская область,2022,4,45,11541,469366
48,Липецкая область,2022,4,4,853,47155
50,Московская область,2022,4,44,13950,600597
52,Нижегородская область,2022,4,11,1856,99048
53,Новгородская область,2022,4,4,574,31926
54,Новосибирская область,2022,4,42,10346,481851
55,Омская область,2022,4,8,1489,75165
56,Оренбургская область,2022,4,20,2466,122350
57,Орловская область,2022,4,4,843,46721
58,Пензенская область,2022,4,19,4263,238934
59,Пермский край,2022,4,29,7003,332557
60,Псковская область,2022,4,8,790,39984
61,Ростовская область,2022,4,21,1590,74921
62,Рязанская область,2022,4,8,2857,135609
63,Самарская область,2022,4,31,6672,394281
64,Саратовская область,2022,4,16,2824,164228
65,Сахалинская область,2022,4,0,,
66,Свердловская область,2022,4,26,10231,421145
67,Смоленская область,2022,4,6,531,30783
68,Тамбовская область,2022,4,7,709,38491
69,Тверская область,2022,4,8,702,31930
70,Томская область,2022,4,25,1159,69238
71,Тульская область,2022,4,32,3327,169241
72,Тюменская область,2022,4,51,9734,475363
73,Ульяновская область,2022,4,13,1164,55650
74,Челябинская область,2022,4,13,2315,119894
75,Забайкальский край,2022,4,6,1110,53230
76,Ярославская область,2022,4,13,1059,53851
77,Город Москва,2022,4,55,25698,1329935
78,Город Санкт-Петербург,2022,4,14,6016,251185
86,Ханты-Мансийский АО - Югра,2022,4,7,1607,83649
89,Ямало-Ненецкий АО,2022,4,12,828,42480
91,Республика Крым,2022,4,14,1802,93234
92,Город Севастополь,2022,4,0,,
1,Республика Адыгея,2022,3,8,1377,59971
2,Республика Башкортостан,2022,3,42,5605,268961
3,Республика Бурятия,2022,3,8,789,41243
4,Республика Алтай,2022,3,1,48,2955
5,Республика Дагестан,2022,3,2,1132,76436
6,Республика Ингушетия,2022,3,0,,
7,Кабардино-Балкарская Республика,2022,3,2,241,27082
10,Республика Карелия,2022,3,4,189,9946
11,Республика Коми,2022,3,1,182,9458
12,Республика Марий Эл,2022,3,8,820,42458
13,Республика Мордовия,2022,3,3,212,11603
14,Республика Саха (Якутия),2022,3,15,1716,76806
15,Республика Северная Осетия,2022,3,4,409,27251
