month_dt,region_desc,obj_cnt,total_area,living_area,elem_1k_cnt,elem_2k_cnt,elem_3k_cnt,elem_4k_cnt,elem_parking_cnt
2025-05-01,Нижегородская область,688,7462400,4837800,46308,33177,12798,1747,9514
2025-05-01,Смоленская область,319,2246700,1641400,14551,11425,3602,169,1029
2025-05-01,Тыва Республика,208,460600,292300,3598,1692,976,254,0
2025-05-01,Карачаево-Черкесская Республика,32,464500,300500,2753,1443,701,65,413
2025-05-01,Севастополь город,114,965400,654600,7898,3981,1236,66,695
2025-05-01,Коми Республика,81,1048700,683300,7547,4171,2962,356,123
2025-05-01,Марий Эл Республика,267,2122300,1391800,11062,10166,3624,55,643
2025-05-01,Ярославская область,481,4062300,2739300,25458,19795,6224,336,1162
2025-05-01,Чувашская Республика,445,5074900,3414200,29957,24472,7254,286,4681
2025-05-01,Татарстан Республика,1290,16104500,9922200,94786,69628,27903,2452,32962
2025-05-01,Калининградская область,947,8432100,5335000,58137,36434,8681,252,8252
2025-05-01,Адыгея Республика,214,1867000,1215100,18693,7945,1596,49,1224
2025-05-01,Москва город,2026,83072400,49454700,395463,321894,157549,32482,265882
2025-05-01,Астраханская область,159,2194300,1523900,17925,10768,3167,95,1520
2025-05-01,Красноярский край,575,10989100,6784000,50393,51280,22106,3595,14747
2025-05-01,Приморский край,662,9795600,5720100,77003,27907,10321,1018,24150
2025-05-01,Свердловская область,1208,23108500,14542700,161205,93790,36262,2810,33689
2025-05-01,Мурманская область,11,100500,68800,845,411,76,37,0
2025-05-01,Орловская область,134,1822700,1281300,13259,6836,3674,21,212
2025-05-01,Кемеровская область - Кузбасс,326,2891600,1934500,22853,11135,4138,375,1771
2025-05-01,Костромская область,279,1099400,768000,6537,5582,1845,50,270
2025-05-01,Башкортостан Республика,1255,14059900,9306100,104234,64489,25491,2879,16989
2025-05-01,Дагестан Республика,110,1845900,1130200,8498,7649,1962,108,1706
2025-05-01,Крым Республика,529,5165900,3127600,41099,17601,4564,210,5533
2025-05-01,Хакасия Республика,167,1557100,926000,9418,5380,2530,224,690
2025-05-01,Новосибирская область,2245,20217400,11650400,114787,74976,37249,4606,37232
2025-05-01,Сахалинская область,206,1702400,1000800,9778,7865,1945,49,1222
2025-05-01,Ростовская область,1147,18295800,11452800,140527,73128,28481,981,24032
2025-05-01,Тюменская область,1071,16367200,10203100,93825,72167,29607,3255,30031
2025-05-01,Северная Осетия - Алания Республика,171,1766200,1144700,8440,6199,3110,200,2285
2025-05-01,Бурятия Республика,234,2185400,1428100,13865,9718,3519,170,1481
2025-05-01,Чеченская Республика,59,1232100,772500,3255,3196,2796,1509,318
2025-05-01,Самарская область,693,9287600,5975700,62784,38076,14753,759,13431
2025-05-01,Ингушетия Республика,13,218500,130700,288,610,511,96,412
2025-05-01,Ленинградская область,1113,18559800,11989100,214072,66149,16486,1203,8793
2025-05-01,Новгородская область,107,988600,631000,5611,4221,1998,23,81
2025-05-01,Омская область,132,2033600,1269800,15099,7129,2547,95,2040
2025-05-01,Тульская область,447,4943400,3320700,35830,22864,6670,77,1884
2025-05-01,Рязанская область,260,5315900,3335900,38736,21847,6409,62,4423
2025-05-01,Иркутская область,754,4695600,3178800,35131,19573,7135,663,3432
2025-05-01,Ивановская область,199,1913400,1096400,9579,6495,2898,38,855
2025-05-01,Чукотский Автономный округ,3,5300,4500,26,66,0,0,0
2025-05-01,Донецкая Народная Республика,27,303500,183900,1835,1327,370,1,216
2025-05-01,Херсонская область,1,13500,9300,84,63,28,0,0
2025-05-01,Белгородская область,276,1728600,1123400,13081,7342,2238,52,707
2025-05-01,Кировская область,295,2530200,1729300,15061,13117,6302,668,1352
2025-05-01,Забайкальский край,107,1112200,733600,7999,5747,1743,81,382
2025-05-01,Камчатский край,22,341700,206300,1640,1352,474,1,212
2025-05-01,Мордовия Республика,136,1106800,746300,7217,5322,1355,25,23
2025-05-01,Оренбургская область,447,3936400,2570500,28316,16815,6647,241,575
2025-05-01,Курская область,135,1491200,994900,10751,6020,2033,59,704
2025-05-01,Ненецкий Автономный округ,12,35700,24600,126,203,169,3,0
2025-05-01,Калмыкия Республика,42,216200,157300,1086,1139,380,10,18
2025-05-01,Кабардино-Балкарская Республика,171,1320500,818600,5350,4559,2145,342,2366
2025-05-01,Липецкая область,411,2460500,1642700,14067,10451,4039,370,2281
2025-05-01,Пермский край,545,8887300,5691200,45142,42088,25157,2818,7620
2025-05-01,Воронежская область,670,11794100,7161200,82721,41859,18038,655,9130
2025-05-01,Ханты-Мансийский АО - Югра,287,4161300,2192900,20274,16146,4520,181,4425
2025-05-01,Алтай Республика,35,219100,133100,1750,738,286,16,112
2025-05-01,Томская область,151,1488000,816200,6846,5696,2666,331,1883
2025-05-01,Ульяновская область,389,3589500,2244000,22005,16647,6180,543,625
2025-05-01,Луганская Народная Республика,9,119100,68800,414,418,217,44,213
2025-05-01,Краснодарский край,2884,38042400,25118100,337028,159405,41131,2022,23899
2025-05-01,Брянская область,259,2721100,1843500,15606,12855,4043,162,242
2025-05-01,Архангельская область,305,2669100,1767700,20562,11809,4703,270,1858
2025-05-01,Челябинская область,744,8834500,6020400,45997,45512,22072,3207,2722
2025-05-01,Пензенская область,322,5715700,3610500,31888,23433,12337,650,6387
2025-05-01,Санкт-Петербург город,1564,48103600,27896200,433545,143997,54223,4997,90509
2025-06-01,Ростовская область,1148,18314900,11464800,140758,73165,28482,981,24032
2025-06-01,Пермский край,551,8992500,5753100,45545,42510,25430,2838,7822
2025-06-01,Смоленская область,322,2253500,1643500,14581,11451,3606,169,1029
2025-06-01,Калмыкия Республика,42,216200,157300,1086,1139,380,10,18
2025-06-01,Красноярский край,579,11102600,6843000,51410,51472,22165,3614,15056
2025-06-01,Архангельская область,308,2686200,1780200,20675,11907,4740,283,1858
2025-06-01,Забайкальский край,110,1161600,760800,8417,5893,1762,81,382
2025-06-01,Новосибирская область,2249,20402300,11738700,116201,75573,37182,4614,37591
2025-06-01,Ивановская область,203,1942100,1116500,9735,6633,2953,43,855
2025-06-01,Тюменская область,1079,16604800,10327600,94940,73390,29888,3269,31459
2025-06-01,Краснодарский край,2880,38002100,25086500,336916,159088,41002,2024,23955
2025-06-01,Ульяновская область,389,3589500,2244000,22005,16647,6180,543,625
2025-06-01,Томская область,152,1496100,821300,6898,5735,2678,331,1883
2025-06-01,Мурманская область,12,147600,100200,1248,675,147,37,0
2025-06-01,Мордовия Республика,138,1125200,757700,7329,5406,1371,25,23
2025-06-01,Херсонская область,2,21400,14900,140,119,28,0,0
2025-06-01,Москва город,2018,83552200,49678200,397503,323372,158132,32518,268198
2025-06-01,Чукотский Автономный округ,4,7700,6700,36,96,0,0,0
2025-06-01,Липецкая область,459,2481200,1658300,14165,10548,4098,373,2281
2025-06-01,Оренбургская область,455,3973000,2593100,28471,17013,6690,243,653
2025-06-01,Тверская область,395,2690400,1730100,16901,11702,3677,489,785
2025-06-01,Ямало-Ненецкий Автономный округ,215,1189000,784200,7343,5537,2265,171,1444
2025-06-01,Ненецкий Автономный округ,12,35700,24600,126,203,169,3,0
2025-06-01,Карачаево-Черкесская Республика,32,464500,300500,2753,1443,701,65,413
2025-06-01,Севастополь город,114,965400,654600,7898,3981,1236,66,695
2025-06-01,Алтай Республика,35,219100,133100,1741,745,286,18,112
2025-06-01,Чеченская Республика,61,1282000,802800,3482,3285,2958,1510,318
2025-06-01,Псковская область,165,1370400,944500,9503,5858,2900,73,178
2025-06-01,Волгоградская область,618,4775300,3198100,33194,23024,7502,520,1959
2025-06-01,Ярославская область,486,4097500,2762900,25699,19989,6278,336,1162
2025-06-01,Удмуртская Республика,481,6455500,4279800,44903,29107,11914,1387,3984
2025-06-01,Самарская область,698,9411900,6040000,63780,38449,14817,767,14053
2025-06-01,Луганская Народная Республика,9,119100,68800,414,418,217,44,213
2025-06-01,Коми Республика,81,1048700,683300,7545,4169,2964,356,123
2025-06-01,Саратовская область,377,4610700,2996800,27171,20578,8967,121,1548
2025-06-01,Амурская область,143,1400700,863300,10483,6090,1712,55,503
2025-06-01,Еврейская Автономная область,8,36100,23900,172,195,83,0,0
2025-06-01,Крым Республика,531,5368300,3227300,42531,18070,4627,214,6392
2025-06-01,Ленинградская область,1170,18559800,11989100,214090,66119,16498,1203,8793
2025-06-01,Кировская область,299,2558700,1748000,15184,13224,6385,676,1352
2025-06-01,Курганская область,162,1466700,1030000,10800,7048,2472,54,142
2025-06-01,Омская область,134,2074900,1295100,15622,7166,2607,95,2083
2025-06-01,Брянская область,258,2703900,1834900,15637,12767,4022,163,242
2025-06-01,Рязанская область,261,5337200,3350600,38864,22018,6439,62,4423
2025-06-01,Чувашская Республика,446,5085300,3419700,29989,24520,7270,286,4681
2025-06-01,Кемеровская область - Кузбасс,329,2930200,1956900,23077,11276,4182,383,1879
2025-06-01,Ханты-Мансийский АО - Югра,290,4206100,2219200,20415,16312,4593,188,4547
2025-06-01,Кабардино-Балкарская Республика,171,1337800,836700,5543,4683,2118,343,2476
2025-06-01,Ингушетия Республика,13,218500,130700,288,610,511,96,412
2025-06-01,Марий Эл Республика,270,2159100,1411900,11208,10270,3685,64,690
2025-06-01,Бурятия Республика,234,2185400,1429200,13865,9718,3519,170,1481
2025-06-01,Санкт-Петербург город,1576,48494600,28091100,436805,145384,54436,4997,91857
2025-06-01,Алтайский край,351,5814400,3300100,26251,24510,12243,1986,3801
2025-06-01,Башкортостан Республика,1262,14170600,9376800,105077,64896,25630,2881,17130
2025-06-01,Магаданская область,9,116300,72800,708,708,159,1,0
2025-06-01,Новгородская область,108,996000,637900,5667,4273,2016,23,81
2025-06-01,Костромская область,282,1113700,777400,6597,5658,1872,50,270
2025-06-01,Московская область,2921,54277400,34612100,381858,260756,90163,8144,53897
2025-06-01,Челябинская область,753,8913100,6068800,46756,45706,21937,3213,2808
2025-06-01,Тыва Республика,208,460600,292300,3598,1692,976,254,0
2025-06-01,Тульская область,447,4943400,3320500,35869,22863,6650,79,1884
2025-06-01,Нижегородская область,697,7716900,5004900,48302,34360,13160,1780,9659
2025-06-01,Свердловская область,1220,23452300,14671700,162901,94709,36569,2816,34390
2025-06-01,Орловская область,134,1822700,1281300,13259,6836,3674,21,212
2025-06-01,Астраханская область,162,2256700,1568200,18410,11034,3267,95,1531
2025-06-01,Саха (Якутия) Республика ,263,2625700,1822100,23750,11734,2299,137,1381
2025-06-01,Дагестан Республика,111,1853300,1134900,8561,7676,1970,108,1706
2025-06-01,Северная Осетия - Алания Республика,171,1767600,1146700,8465,6221,3110,200,2284
2025-06-01,Донецкая Народная Республика,32,333800,197900,1914,1395,399,1,216
2025-06-01,Адыгея Республика,223,2021900,1319700,20003,9003,1744,49,1224
2025-06-01,Калининградская область,955,8461700,5347700,58344,36497,8681,252,8372
2025-06-01,Сахалинская область,207,1728900,1013800,9778,7867,2007,105,1350
2025-06-01,Воронежская область,671,11843900,7194900,83517,41930,18102,657,9118
2025-06-01,Владимирская область,398,3251200,2193800,20559,14281,5647,183,2457
2025-06-01,Ставропольский край,669,8378200,5287200,60563,33856,9211,381,7635
2025-06-01,Хабаровский край,383,4444100,2765600,24544,18956,9245,777,5678
2025-06-01,Татарстан Республика,1294,16306400,10041500,96225,70453,28061,2458,33857
2025-06-01,Курская область,136,1498200,1000300,10635,6114,2067,59,704
2025-06-01,Иркутская область,759,4753100,3214200,35606,19778,7194,664,3473
2025-06-01,Белгородская область,280,1738400,1130700,13202,7344,2253,52,707
2025-06-01,Вологодская область,463,3261100,2236200,21090,14859,7089,230,362
2025-06-01,Хакасия Республика,167,1557100,926000,9418,5380,2530,224,690
2025-06-01,Карелия Республика,156,1376400,896400,3759,8562,4575,849,941
2025-06-01,Тамбовская область,188,1759900,1239600,12862,7540,3007,151,70
2025-06-01,Приморский край,665,9870600,5748100,77226,28303,10319,1020,24732
2025-06-01,Камчатский край,22,341700,206300,1640,1352,474,1,212
2025-06-01,Калужская область,302,3276700,2176800,20329,15551,4874,246,1905
2025-06-01,Пензенская область,323,5724900,3618400,31939,23545,12331,650,6387
2025-07-01,Тверская область,396,2693100,1731800,16913,11715,3682,489,785
2025-07-01,Ямало-Ненецкий Автономный округ,215,1189000,784200,7343,5537,2265,171,1444
2025-07-01,Хабаровский край,384,4476100,2782700,24672,19141,9323,786,5685
2025-07-01,Новосибирская область,2263,20630000,11873400,117888,76086,37401,4627,38246
2025-07-01,Смоленская область,323,2260600,1647800,14621,11491,3606,169,1029
2025-07-01,Амурская область,143,1401300,857500,10440,6059,1687,55,503
2025-07-01,Архангельская область,310,2710800,1797500,20978,11971,4755,283,1858
2025-07-01,Липецкая область,461,2500000,1670100,14239,10625,4135,373,2281
2025-07-01,Пермский край,562,9133000,5842700,46269,43340,25695,2856,7857
2025-07-01,Чувашская Республика,452,5150300,3453900,30149,24741,7404,286,4681
2025-07-01,Мордовия Республика,139,1134000,763000,7401,5454,1371,25,23
2025-07-01,Приморский край,670,9912800,5780500,77534,28362,10511,1020,24732
2025-07-01,Тыва Республика,208,460600,292300,3598,1692,976,254,0
2025-07-01,Забайкальский край,110,1159600,762000,8299,5979,1784,81,382
2025-07-01,Владимирская область,399,3263900,2201400,20673,14347,5647,183,2457
2025-07-01,Ульяновская область,400,3614600,2260800,22061,16759,6217,573,645
2025-07-01,Калининградская область,959,8587200,5419800,59634,36849,8791,252,8664
2025-07-01,Сахалинская область,210,1760200,1032800,10012,8011,2007,105,1350
2025-07-01,Магаданская область,9,116300,72800,708,708,159,1,0
2025-07-01,Ханты-Мансийский АО - Югра,295,4265200,2259000,20778,16584,4655,202,4612
2025-07-01,Тамбовская область,188,1746500,1239600,12862,7540,3007,151,70
2025-07-01,Алтай Республика,35,219100,133100,1741,745,286,18,112
2025-07-01,Севастополь город,115,977800,663000,7970,4035,1263,66,695
2025-07-01,Чукотский Автономный округ,4,7700,6700,36,96,0,0,0
2025-07-01,Калужская область,302,3276700,2176800,20329,15551,4874,246,1905
2025-07-01,Коми Республика,82,1057900,690300,7543,4205,3012,356,123
2025-07-01,Саха (Якутия) Республика ,264,2636000,1828900,23844,11796,2299,137,1405
2025-07-01,Алтайский край,352,5818800,3303600,25397,24956,12637,2070,3801
2025-07-01,Волгоградская область,626,4797900,3208800,33336,23087,7518,526,2026
2025-07-01,Москва город,2027,84303900,50052500,400597,326217,159172,32614,271475
2025-07-01,Ленинградская область,1178,18656300,12056800,214723,66503,16726,1212,8825
2025-07-01,Ставропольский край,675,8501600,5363800,61107,34316,9364,394,7794
2025-07-01,Луганская Народная Республика,9,119100,68800,414,418,217,44,190
2025-07-01,Ингушетия Республика,13,218500,130700,288,610,511,96,412
2025-07-01,Херсонская область,6,77100,50600,728,314,58,0,0
2025-07-01,Чеченская Республика,43,877500,562100,3674,3175,1499,138,318
2025-07-01,Красноярский край,580,11134300,6858800,51570,51559,22226,3629,15150
2025-07-01,Северная Осетия - Алания Республика,172,1772700,1149900,8543,6227,3107,203,2284
2025-07-01,Ивановская область,203,1942100,1116500,9735,6632,2954,43,855
2025-07-01,Самарская область,701,9446100,6060700,63982,38555,14900,762,14196
2025-07-01,Томская область,151,1474000,810500,6616,5735,2584,331,1888
2025-07-01,Вологодская область,468,3316700,2268100,21190,15088,7238,243,360
2025-07-01,Кабардино-Балкарская Республика,171,1337800,837000,5543,4683,2118,343,2476
2025-07-01,Дагестан Республика,113,1893700,1163600,8707,7873,2109,79,1716
2025-07-01,Карелия Республика,157,1383100,901300,3759,8607,4594,865,941
2025-07-01,Хакасия Республика,170,1583800,942700,9597,5477,2562,240,690
2025-07-01,Костромская область,284,1120000,781000,6650,5666,1874,50,270
2025-07-01,Краснодарский край,2893,38182600,25259300,338701,160647,41275,2024,24136
2025-07-01,Саратовская область,379,4659500,3022600,27376,20763,9085,121,1778
2025-07-01,Кемеровская область - Кузбасс,330,2981900,1983000,23376,11466,4231,387,2044
2025-07-01,Московская область,2924,54471600,34726800,383058,261746,90552,8187,54656
2025-07-01,Тульская область,451,5014600,3360700,36156,23168,6698,79,2168
2025-07-01,Тюменская область,1084,16708400,10385800,95554,73783,30057,3269,31630
2025-07-01,Оренбургская область,462,4017200,2617700,28728,17198,6740,243,664
2025-07-01,Ярославская область,488,4106200,2769500,25779,20027,6287,336,1162
2025-07-01,Карачаево-Черкесская Республика,32,464500,300500,2753,1443,701,65,413
2025-07-01,Челябинская область,757,9018000,6155100,46951,46509,22498,3350,2808
2025-07-01,Камчатский край,22,341700,206300,1640,1352,474,1,212
2025-07-01,Нижегородская область,701,7756900,5031500,48595,34501,13222,1793,9682
2025-07-01,Крым Республика,545,5540800,3337500,44225,18572,4789,214,6509
2025-07-01,Астраханская область,166,2320700,1609600,18799,11451,3411,95,1531
2025-07-01,Адыгея Республика,225,2049100,1335600,20169,9152,1756,49,1224
2025-07-01,Ненецкий Автономный округ,12,35700,24600,126,203,169,3,0
2025-07-01,Новгородская область,108,996000,637900,5667,4273,2016,23,81
2025-07-01,Марий Эл Республика,271,2170800,1418700,11273,10309,3693,64,690
2025-07-01,Донецкая Народная Республика,38,396500,240000,2481,1677,453,1,219
2025-07-01,Башкортостан Республика,1263,14164100,9371600,105511,64475,25526,2917,17210
2025-07-01,Брянская область,260,2718800,1844200,15713,12838,4058,163,242
2025-07-01,Кировская область,299,2558700,1748000,15184,13224,6385,676,1352
2025-07-01,Пензенская область,323,5724900,3618400,31939,23545,12331,650,6388
2025-07-01,Рязанская область,261,5318600,3337600,38712,21931,6424,62,4423
2025-07-01,Татарстан Республика,1302,16463500,10132100,97404,71014,28222,2466,34390
2025-07-01,Мурманская область,12,147600,100200,1248,675,147,37,0
2025-07-01,Калмыкия Республика,43,224700,163000,1158,1139,380,10,18
2025-07-01,Бурятия Республика,239,2223100,1453800,14100,9909,3677,177,1481
2025-07-01,Свердловская область,1223,23479500,14702600,163190,95057,36663,2831,34704
2025-07-01,Псковская область,166,1374700,947100,9515,5882,2900,73,178
2025-07-01,Еврейская Автономная область,8,36100,23900,172,195,83,0,0
2025-07-01,Ростовская область,1153,18418200,11535600,141529,73614,28690,982,24286
2025-07-01,Удмуртская Республика,487,6552800,4335700,45280,29579,12075,1421,4204
2025-07-01,Орловская область,134,1822700,1281300,13259,6836,3674,21,212
2025-07-01,Курская область,137,1504100,1005000,10715,6134,2067,59,704
2025-07-01,Санкт-Петербург город,1577,48563500,28118100,437421,145432,54458,5003,92183
2025-07-01,Иркутская область,764,4832200,3265800,36218,20133,7252,665,3563
2025-07-01,Воронежская область,677,12054700,7291300,84669,42484,18406,696,9168
2025-07-01,Курганская область,164,1488600,1043400,10914,7165,2499,54,142
2025-07-01,Омская область,137,2143800,1337200,15900,7446,2739,102,2288
2025-07-01,Белгородская область,285,1756100,1143900,13353,7423,2278,52,707
2025-08-01,Пермский край,569,9269600,5924300,47130,43775,26059,2843,8060
2025-08-01,Брянская область,261,2735400,1853300,15786,12907,4076,163,242
2025-08-01,Самарская область,708,9458300,6068200,64030,38593,14925,770,14196
2025-08-01,Карелия Республика,157,1383100,901300,3759,8607,4594,865,941
2025-08-01,Архангельская область,314,2780800,1843400,21445,12307,4886,291,1948
2025-08-01,Пензенская область,326,5778300,3657600,32466,23684,12525,650,6388
2025-08-01,Москва город,2025,84700300,50219900,402352,327114,159310,32602,274578
2025-08-01,Оренбургская область,464,4023100,2621600,28745,17232,6745,245,664
2025-08-01,Магаданская область,9,116300,72800,708,708,159,1,0
2025-08-01,Крым Республика,550,5582600,3362000,44485,18681,4851,214,6613
2025-08-01,Хабаровский край,390,4565000,2841000,25112,19557,9497,865,5759
2025-08-01,Тверская область,397,2721200,1733400,16914,11714,3692,496,785
2025-08-01,Орловская область,134,1822700,1281300,13259,6836,3674,21,212
2025-08-01,Санкт-Петербург город,1579,48643700,28165900,438376,145720,54567,5003,92383
2025-08-01,Бурятия Республика,240,2222300,1455800,14120,9929,3677,177,1481
2025-08-01,Белгородская область,287,1778500,1158000,13552,7487,2301,52,707
2025-08-01,Камчатский край,22,341700,206300,1640,1352,474,1,212
2025-08-01,Кировская область,306,2614400,1777300,15388,13423,6513,703,1386
2025-08-01,Сахалинская область,212,1824700,1071100,10563,8161,2140,118,1597
2025-08-01,Удмуртская Республика,487,6552800,4335800,45280,29579,12075,1421,4204
2025-08-01,Еврейская Автономная область,9,36600,24400,184,195,83,0,0
2025-08-01,Калининградская область,978,8731300,5511300,60803,37369,8882,253,8831
2025-08-01,Адыгея Республика,229,2085700,1361600,20463,9340,1841,49,1224
2025-08-01,Омская область,138,2166800,1351600,15836,7544,2826,103,2369
2025-08-01,Саратовская область,381,4819100,3136600,27737,21754,9498,243,1778
2025-08-01,Херсонская область,6,77100,50600,728,314,58,0,0
2025-08-01,Чувашская Республика,455,5178200,3472600,30310,24899,7414,286,4634
2025-08-01,Иркутская область,764,4843700,3270900,36248,20164,7268,667,3615
2025-08-01,Новгородская область,108,995900,637900,5667,4273,2016,23,81
2025-08-01,Ивановская область,204,1948700,1121300,9753,6658,2971,44,855
2025-08-01,Луганская Народная Республика,15,403400,99200,622,626,321,44,190
2025-08-01,Красноярский край,585,11403700,7006800,52229,52727,22792,3748,15917
2025-08-01,Дагестан Республика,115,1931900,1185200,8991,8126,2286,89,1814
2025-08-01,Северная Осетия - Алания Республика,172,1772700,1149800,8543,6227,3107,203,2198
2025-08-01,Кабардино-Балкарская Республика,171,1363000,850900,5560,4743,2172,342,2668
2025-08-01,Ленинградская область,1206,18855800,12190000,217493,66836,16861,1277,8908
2025-08-01,Калужская область,304,3295600,2189200,20458,15632,4886,246,1805
2025-08-01,Донецкая Народная Республика,43,461500,281000,3066,2008,470,1,219
2025-08-01,Тульская область,455,5125600,3430900,36381,23594,6903,118,2969
2025-08-01,Курская область,139,1545600,1032600,10975,6359,2111,61,777
2025-08-01,Карачаево-Черкесская Республика,32,464500,300500,2753,1443,701,65,442
2025-08-01,Чукотский Автономный округ,4,7700,6700,36,96,0,0,0
2025-08-01,Воронежская область,686,12222000,7397400,85827,42936,18787,701,9726
2025-08-01,Мурманская область,12,147600,100200,1248,675,147,37,0
2025-08-01,Алтай Республика,35,219100,133100,1741,745,286,18,112
2025-08-01,Владимирская область,401,3283000,2213900,20785,14462,5672,183,2457
2025-08-01,Хакасия Республика,172,1589500,946200,9657,5505,2562,240,690
2025-08-01,Астраханская область,166,2321500,1609600,18781,11469,3411,95,1531
2025-08-01,Ярославская область,495,4183300,2816200,26231,20400,6350,337,1235
2025-08-01,Рязанская область,264,5385500,3377900,38999,22223,6489,62,4740
2025-08-01,Ставропольский край,685,8665800,5466800,62192,34895,9524,410,7863
2025-08-01,Ненецкий Автономный округ,12,35700,24600,126,203,169,3,0
2025-08-01,Приморский край,671,10087000,5783900,77584,28292,10607,1006,24764
2025-08-01,Ростовская область,1154,18613700,11728600,143167,74650,29061,985,24602
2025-08-01,Смоленская область,323,2260600,1647800,14621,11491,3606,169,1029
2025-08-01,Вологодская область,469,3333800,2280000,21342,15171,7248,243,360
2025-08-01,Курганская область,164,1488600,1043500,10914,7165,2499,54,142
2025-08-01,Калмыкия Республика,43,224700,163000,1158,1139,380,10,18
2025-08-01,Марий Эл Республика,274,2192700,1423800,11348,10343,3697,64,690
2025-08-01,Волгоградская область,629,4867100,3250100,33792,23420,7600,527,2251
2025-08-01,Ямало-Ненецкий Автономный округ,215,1189000,784700,7320,5561,2259,171,1444
2025-08-01,Ульяновская область,401,3619800,2264300,22129,16755,6215,573,645
2025-08-01,Псковская область,166,1374700,947100,9515,5882,2900,73,178
2025-08-01,Амурская область,146,1446000,886600,10840,6242,1722,56,634
2025-08-01,Мордовия Республика,139,1134000,763000,7401,5454,1371,25,23
2025-08-01,Нижегородская область,704,7848100,5081200,49030,34835,13339,1814,9905
2025-08-01,Тюменская область,1097,16901800,10495500,96686,74772,30287,3287,33004
2025-08-01,Свердловская область,1232,23874100,14971600,166327,96666,37041,2826,36316
2025-08-01,Костромская область,287,1129000,787000,6690,5734,1884,47,270
2025-08-01,Челябинская область,758,9100800,6198800,46901,46931,22751,3407,3075
2025-08-01,Коми Республика,85,1187400,722200,7756,4457,3055,375,123
2025-08-01,Краснодарский край,2910,38421000,25394600,341202,161277,41392,2024,24136
2025-08-01,Новосибирская область,2278,20791700,11990400,118465,77322,37971,4703,38331
2025-08-01,Ингушетия Республика,13,218500,131400,290,617,513,95,412
2025-08-01,Башкортостан Республика,1267,14278800,9435200,105740,65622,25890,2953,17445
2025-08-01,Ханты-Мансийский АО - Югра,295,4264700,2258900,20777,16585,4655,202,4671
2025-08-01,Татарстан Республика,1307,16694700,10247900,99048,71534,28401,2522,35911
2025-08-01,Кемеровская область - Кузбасс,331,3010600,1994300,23298,11618,4290,416,2413
2025-08-01,Тыва Республика,211,475700,302100,3716,1782,1000,254,0
2025-08-01,Томская область,150,1429300,782000,6028,5545,2602,331,1888
2025-08-01,Забайкальский край,115,1206700,791500,8700,6151,1837,82,382
2025-08-01,Московская область,2926,54546400,34754500,383741,261819,90465,8179,54656
2025-08-01,Тамбовская область,192,1775600,1259400,12980,7749,3055,151,70
2025-08-01,Чеченская Республика,43,877500,562100,3674,3175,1499,138,318
2025-08-01,Севастополь город,115,977900,663000,7970,4035,1263,66,695
2025-08-01,Саха (Якутия) Республика ,268,2697900,1868400,24311,12081,2370,142,1456
2025-08-01,Алтайский край,357,5856700,3328200,25720,25162,12667,2070,3833
2025-08-01,Липецкая область,487,2530400,1692700,14440,10771,4198,373,2281
2025-09-01,Новосибирская область,2298,20878400,12029300,119145,77442,37946,4675,38601
2025-09-01,Ингушетия Республика,13,218500,131400,290,617,513,95,412
2025-09-01,Коми Республика,85,1187400,722200,7756,4457,3055,375,123
2025-09-01,Кемеровская область - Кузбасс,334,3021800,2001300,23328,11686,4331,416,2413
2025-09-01,Татарстан Республика,1313,16830800,10327700,99010,72484,28947,2706,36376
2025-09-01,Приморский край,672,9900100,5801900,77829,28417,10631,1009,25263
2025-09-01,Омская область,139,2194000,1368800,15994,7634,2890,103,2463
2025-09-01,Санкт-Петербург город,1586,48833400,28272100,440480,146381,54640,4972,92654
2025-09-01,Ненецкий Автономный округ,12,35700,24600,126,203,169,3,0
2025-09-01,Тамбовская область,195,1792900,1271700,13164,7803,3077,151,70
2025-09-01,Курганская область,165,1490800,1045300,10934,7163,2515,54,142
2025-09-01,Ульяновская область,405,3683700,2306300,22705,17038,6292,573,645
2025-09-01,Мурманская область,12,147600,100200,1248,675,147,37,0
2025-09-01,Еврейская Автономная область,8,36100,23900,172,195,83,0,0
2025-09-01,Алтайский край,361,5901900,3356600,26065,25370,12700,2076,3923
2025-09-01,Липецкая область,487,2530600,1692700,14440,10771,4198,373,2281
2025-09-01,Брянская область,262,2772300,1877000,16066,13087,4091,163,242
2025-09-01,Нижегородская область,717,8002300,5183600,50332,35561,13533,1822,9998
2025-09-01,Костромская область,293,1158500,808700,6821,5908,1950,47,270
2025-09-01,Хакасия Республика,172,1589500,946200,9657,5505,2562,240,690
2025-09-01,Вологодская область,475,3419300,2334500,21881,15498,7468,243,361
2025-09-01,Магаданская область,10,120000,74600,728,718,161,1,12
2025-09-01,Тверская область,397,2721200,1733400,16914,11714,3692,496,785
2025-09-01,Алтай Республика,39,242000,147800,1940,857,288,18,112
2025-09-01,Новгородская область,110,1010200,645100,5740,4301,2050,24,81
2025-09-01,Камчатский край,22,341700,206300,1640,1352,474,1,212
2025-09-01,Саратовская область,382,4821200,3138200,27762,21759,9503,243,1792
2025-09-01,Оренбургская область,472,4063700,2650400,28952,17436,6787,249,664
2025-09-01,Херсонская область,6,77100,50600,728,314,58,0,0
2025-09-01,Кабардино-Балкарская Республика,176,1466100,911300,6083,5253,2187,407,2816
2025-09-01,Челябинская область,762,9187200,6246800,47483,47092,23007,3452,3242
2025-09-01,Ивановская область,207,1960900,1129600,9838,6733,2995,44,855
