month_dt,region_desc,obj_cnt,total_area,living_area,elem_1k_cnt,elem_2k_cnt,elem_3k_cnt,elem_4k_cnt,elem_parking_cnt
2022-06-01,Алтай Республика,2,5900,4300,58,36,0,0,0
2022-06-01,Кабардино-Балкарская Республика,50,152500,114900,780,652,310,37,0
2022-06-01,Мордовия Республика,31,216500,146000,1429,949,318,0,0
2022-06-01,Адыгея Республика,61,393800,263400,4741,1584,379,6,106
2022-06-01,Ставропольский край,141,1453500,957600,10678,6713,1843,44,811
2022-06-01,Еврейская Автономная область,1,1700,1300,12,12,3,0,0
2022-06-01,Чеченская Республика,7,118200,77400,295,566,252,36,0
2022-06-01,Белгородская область,86,411100,274800,3799,1553,490,18,135
2022-06-01,Севастополь город,39,374500,265200,3163,1598,506,41,84
2022-06-01,Тюменская область,248,2700900,1799800,15965,11446,5729,656,2771
2022-06-01,Костромская область,100,242400,182200,1373,1403,545,6,22
2022-06-01,Волгоградская область,161,1046400,697600,7031,5411,1591,160,486
2022-06-01,Северная Осетия - Алания Республика,31,315600,224400,1507,1146,798,28,403
2022-06-01,Красноярский край,150,2668700,1659900,13378,11159,5332,850,1679
2022-06-01,Коми Республика,18,174600,117200,939,904,562,80,18
2022-06-01,Марий Эл Республика,51,366900,250100,2118,1798,766,12,42
2022-06-01,Татарстан Республика,419,4171400,2704200,26124,19232,7326,456,7079
2022-06-01,Хакасия Республика,24,213300,142500,1484,819,396,9,1
2022-06-01,Московская область,854,17730300,11360200,129882,80353,26650,1411,10500
2022-06-01,Тверская область,125,775700,453500,4926,2855,1007,187,60
2022-06-01,Карелия Республика,47,411900,272500,1278,2797,1186,206,214
2022-06-01,Удмуртская Республика,92,1382300,889000,8343,6067,2550,409,1603
2022-06-01,Тамбовская область,53,406700,285800,2903,1714,731,4,0
2022-06-01,Новгородская область,38,276000,196900,1561,1376,693,7,56
2022-06-01,Свердловская область,202,3974600,2561500,27362,16915,6277,383,5185
2022-06-01,Нижегородская область,127,1378600,905000,9252,6290,2440,366,1121
2022-06-01,Брянская область,67,752400,510900,4309,3527,1216,47,156
2022-06-01,Краснодарский край,932,7969000,5324400,67150,33598,8161,1122,4534
2022-06-01,Хабаровский край,75,542000,318500,2763,2003,805,133,640
2022-07-01,Ингушетия Республика,2,109400,55400,112,256,224,4,280
2022-07-01,Ханты-Мансийский АО - Югра,61,622100,410900,3334,3181,936,22,735
2022-07-01,Тверская область,127,777400,455100,4926,2855,1007,197,60
2022-07-01,Санкт-Петербург город,557,18261000,10823400,160551,54515,20793,2325,28482
2022-07-01,Чеченская Республика,7,118200,77400,295,566,252,36,0
2022-07-01,Хабаровский край,75,542000,318500,2763,2003,805,133,640
2022-07-01,Москва город,526,19838400,11742700,92958,75012,35584,5307,58576
2022-07-01,Иркутская область,265,990600,715200,8246,3863,1363,106,244
2022-07-01,Ростовская область,280,3953200,2513000,29229,16784,5984,171,2755
2022-07-01,Ленинградская область,273,3695200,2330700,40733,12394,3438,86,1394
2022-07-01,Ненецкий Автономный округ,2,23400,16600,63,148,131,0,0
2022-07-01,Челябинская область,227,2796200,1901800,14428,14183,7052,1048,208
2022-07-01,Ставропольский край,141,1453500,957600,10678,6713,1843,44,811
2022-07-01,Вологодская область,101,821300,571900,4925,4070,1808,88,0
2022-07-01,Владимирская область,117,606000,437800,4391,2892,1010,39,418
2022-07-01,Сахалинская область,35,241100,160900,1228,1326,347,10,134
2022-07-01,Татарстан Республика,424,4231600,2738300,26533,19498,7418,475,7241
2022-07-01,Ульяновская область,110,732100,505500,4983,3934,1310,102,92
2022-07-01,Нижегородская область,131,1398000,915700,9392,6356,2460,371,1121
2022-07-01,Ямало-Ненецкий Автономный округ,59,319200,228400,2107,1624,709,116,894
2022-07-01,Белгородская область,87,423700,283000,3863,1636,496,18,135
2022-07-01,Пензенская область,53,705600,454800,4703,3019,1382,96,693
2022-07-01,Тульская область,86,1004000,665600,5451,4718,1761,33,354
2022-07-01,Мурманская область,2,2200,1700,16,19,3,0,0
2022-07-01,Дагестан Республика,5,89400,66700,350,429,211,6,0
2022-07-01,Волгоградская область,162,1060000,706200,7122,5502,1592,160,486
2022-07-01,Новгородская область,38,276000,196900,1561,1376,693,7,56
2022-07-01,Крым Республика,88,834400,485300,5474,2966,778,57,610
2022-07-01,Томская область,11,164000,99700,998,575,259,24,68
2022-07-01,Курганская область,27,219100,164300,1726,1293,334,12,1
2022-07-01,Севастополь город,39,374500,265200,3163,1598,506,41,84
2022-07-01,Пермский край,133,2092900,1360300,11885,9647,5260,410,1864
2022-07-01,Московская область,879,18624200,11921500,136914,84412,27520,1483,12461
2022-07-01,Калужская область,92,1185100,778900,7359,5750,1587,57,588
2022-07-01,Карелия Республика,49,427600,287900,1325,2961,1247,206,214
2022-07-01,Курская область,46,401900,309700,3263,1823,761,18,212
2022-07-01,Оренбургская область,88,1189300,785600,9208,4982,1830,38,31
2022-07-01,Северная Осетия - Алания Республика,31,315600,224400,1507,1146,798,28,403
2022-07-01,Смоленская область,106,726400,532000,4879,3709,1131,59,338
2022-07-01,Красноярский край,151,2679700,1668100,13463,11242,5333,850,1679
2022-07-01,Новосибирская область,557,4787400,2833400,28599,19017,9666,1188,5082
2022-07-01,Орловская область,50,689300,471100,5425,2332,1354,0,0
2022-07-01,Костромская область,101,245100,183900,1385,1415,551,6,22
2022-07-01,Рязанская область,54,1191100,767700,8288,5028,1692,22,562
2022-07-01,Амурская область,13,87900,65600,739,421,175,1,67
2022-07-01,Хакасия Республика,25,218200,145300,1508,843,402,9,1
2022-07-01,Тамбовская область,54,418200,294900,3001,1744,763,4,0
2022-07-01,Саратовская область,113,1426600,918000,8734,6104,2997,8,0
2022-07-01,Свердловская область,208,4092900,2628900,27798,17357,6441,408,5569
2022-07-01,Бурятия Республика,37,241600,165600,2328,844,335,39,19
2022-07-01,Калининградская область,253,2131100,1373000,14202,10296,2313,44,1979
2022-07-01,Липецкая область,74,756300,512000,4623,3225,1159,72,480
2022-07-01,Кабардино-Балкарская Республика,53,214900,131400,780,671,348,62,3
2022-07-01,Краснодарский край,936,8056400,5383400,67676,34118,8254,1138,4534
2022-07-01,Тюменская область,257,2774200,1849000,16799,11704,5854,681,2771
2022-07-01,Кемеровская область - Кузбасс,62,548100,371300,4116,2320,860,66,312
2022-07-01,Алтайский край,90,1477200,976100,7613,7423,3575,500,318
2022-07-01,Саха (Якутия) Республика ,45,462000,315900,4015,1955,350,32,305
2022-07-01,Брянская область,72,800200,546700,4376,3843,1296,50,156
2022-07-01,Мордовия Республика,31,216500,146000,1429,949,318,0,0
2022-07-01,Башкортостан Республика,205,2692200,1836000,20997,11629,4811,331,1536
2022-07-01,Еврейская Автономная область,1,1700,1300,12,12,3,0,0
2022-07-01,Калмыкия Республика,9,41600,31300,227,261,48,0,18
2022-07-01,Ярославская область,113,947200,645800,5402,5237,1356,110,149
2022-07-01,Алтай Республика,2,5900,4300,58,36,0,0,0
2022-07-01,Марий Эл Республика,58,434100,303000,2611,2224,863,12,42
2022-07-01,Архангельская область,73,573600,378700,3610,2509,1368,86,228
2022-07-01,Астраханская область,24,292200,200400,1490,1518,438,31,143
2022-07-01,Чувашская Республика,125,1333700,933100,9439,6932,1714,44,873
2022-07-01,Омская область,13,246200,161600,2594,589,138,0,95
2022-07-01,Кировская область,86,681500,483200,5400,3473,1295,213,292
2022-07-01,Ивановская область,40,356100,245000,2478,1304,553,14,272
2022-07-01,Воронежская область,173,2672900,1828500,20969,10479,4581,78,1153
2022-07-01,Карачаево-Черкесская Республика,5,51000,32500,164,157,119,7,53
2022-07-01,Удмуртская Республика,92,1382300,889000,8343,6067,2550,409,1603
2022-07-01,Адыгея Республика,61,393800,263400,4741,1584,379,6,106
2022-07-01,Приморский край,68,989500,618200,8123,3065,910,108,1954
2022-07-01,Псковская область,39,305900,213000,2179,1116,754,27,70
2022-07-01,Забайкальский край,16,151600,107100,1125,913,180,23,38
2022-07-01,Коми Республика,18,174600,117200,939,904,562,80,18
2022-07-01,Самарская область,172,2302900,1497300,18720,9555,4257,50,1195
2022-08-01,Калужская область,92,1185100,778900,7359,5750,1587,57,588
2022-08-01,Алтай Республика,2,5900,4300,58,36,0,0,0
2022-08-01,Астраханская область,25,299300,205200,1544,1536,456,31,143
2022-08-01,Приморский край,68,989500,618200,8123,3065,910,108,1954
2022-08-01,Псковская область,39,305900,213000,2179,1116,754,27,70
2022-08-01,Курганская область,27,219100,164300,1726,1293,334,12,1
2022-08-01,Иркутская область,267,1003500,724700,8330,3931,1403,106,244
2022-08-01,Чувашская Республика,125,1333700,933100,9439,6932,1714,44,873
2022-08-01,Владимирская область,118,608000,439500,4409,2916,1010,39,418
2022-08-01,Хакасия Республика,25,218200,145300,1508,843,402,9,1
2022-08-01,Севастополь город,39,374500,265200,3163,1598,506,41,84
2022-08-01,Адыгея Республика,62,399400,266600,4816,1614,379,6,106
2022-08-01,Курская область,46,401900,309700,3263,1823,761,18,212
2022-08-01,Москва город,529,20250000,11913000,94858,75162,35733,5307,60719
2022-08-01,Оренбургская область,88,1189300,785600,9208,4982,1830,38,31
2022-08-01,Брянская область,72,800200,546700,4376,3843,1296,50,156
2022-08-01,Забайкальский край,16,151600,107100,1125,913,180,23,38
2022-08-01,Кабардино-Балкарская Республика,54,219700,135500,796,687,366,66,3
2022-08-01,Крым Республика,88,834400,485300,5474,2966,778,57,610
2022-08-01,Ненецкий Автономный округ,2,23400,16600,63,148,131,0,0
2022-08-01,Новосибирская область,559,4817300,2851600,28667,19077,9808,1231,5158
2022-08-01,Санкт-Петербург город,559,18315200,10853700,160994,54660,20854,2325,28608
2022-08-01,Татарстан Республика,424,4231600,2738300,26533,19498,7418,475,7241
2022-08-01,Башкортостан Республика,205,2692200,1836000,20997,11629,4811,331,1536
2022-08-01,Нижегородская область,132,1407900,921800,9663,6356,2460,371,1121
2022-08-01,Воронежская область,173,2672900,1828500,20969,10479,4581,78,1153
2022-08-01,Калмыкия Республика,9,41600,31300,227,261,48,0,18
2022-08-01,Ингушетия Республика,2,109400,55400,112,256,224,4,280
2022-08-01,Белгородская область,87,423700,283000,3863,1636,496,18,135
2022-08-01,Дагестан Республика,6,106700,80400,372,495,255,11,0
2022-08-01,Рязанская область,54,1191100,767700,8288,5028,1692,22,562
2022-08-01,Бурятия Республика,37,241600,165600,2328,844,335,39,19
2022-08-01,Липецкая область,76,778400,523000,4711,3308,1181,72,480
2022-08-01,Орловская область,50,689300,471100,5425,2332,1354,0,0
2022-08-01,Самарская область,172,2302900,1497300,18720,9555,4257,50,1195
2022-08-01,Краснодарский край,940,8148300,5449700,68968,34407,8340,1138,4534
2022-08-01,Кемеровская область - Кузбасс,62,548100,371300,4116,2320,860,66,312
2022-08-01,Амурская область,13,87900,65600,739,421,175,1,67
2022-08-01,Костромская область,101,245100,183900,1385,1415,551,6,22
2022-08-01,Сахалинская область,35,241100,160900,1228,1326,347,10,134
2022-08-01,Челябинская область,229,2811200,1913500,14604,14243,7069,1049,208
2022-08-01,Вологодская область,101,821300,571900,4925,4070,1808,88,0
2022-08-01,Коми Республика,18,174600,117200,939,904,562,80,18
2022-08-01,Тульская область,86,1004000,665600,5451,4718,1761,33,354
2022-08-01,Архангельская область,73,573600,378700,3610,2509,1368,86,228
2022-08-01,Ярославская область,118,996900,677100,5803,5429,1393,117,149
2022-08-01,Московская область,883,18677300,11955600,137290,84702,27598,1483,12461
2022-08-01,Чеченская Республика,7,118200,77400,295,566,252,36,0
2022-08-01,Ростовская область,286,4045800,2576300,29959,17173,6191,171,2755
2022-08-01,Омская область,13,246200,161600,2594,589,138,0,95
2022-08-01,Тверская область,128,780300,457300,4966,2865,1007,197,62
2022-08-01,Смоленская область,106,726400,532000,4879,3709,1131,59,338
2022-08-01,Тюменская область,258,2776900,1851000,16836,11715,5864,681,2771
2022-08-01,Удмуртская Республика,92,1382300,889000,8343,6067,2550,409,1603
2022-08-01,Марий Эл Республика,59,436700,304600,2654,2229,863,12,42
2022-08-01,Томская область,11,164000,99700,998,575,259,24,68
2022-08-01,Красноярский край,151,2679700,1668100,13463,11242,5333,850,1679
2022-08-01,Карелия Республика,49,427600,287900,1325,2961,1247,206,214
2022-08-01,Калининградская область,255,2146100,1383700,14278,10373,2334,48,1979
2022-08-01,Саратовская область,115,1469400,940700,8830,6329,3087,8,69
2022-08-01,Мордовия Республика,31,216500,146000,1429,949,318,0,0
2022-08-01,Еврейская Автономная область,1,1700,1300,12,12,3,0,0
2022-08-01,Новгородская область,38,276000,196900,1561,1376,693,7,56
2022-08-01,Мурманская область,2,2200,1700,16,19,3,0,0
2022-08-01,Ханты-Мансийский АО - Югра,62,640300,424300,3480,3290,945,22,735
2022-08-01,Тамбовская область,54,418200,294900,3001,1744,763,4,0
2022-08-01,Пермский край,134,2096000,1361800,11893,9659,5266,410,1864
2022-08-01,Ленинградская область,274,3719400,2348600,40890,12556,3474,86,1394
2022-08-01,Ставропольский край,142,1454700,958600,10693,6718,1843,44,811
2022-08-01,Ульяновская область,110,732100,505500,4983,3934,1310,102,92
2022-08-01,Алтайский край,96,1595400,1056300,8178,8103,3856,582,443
2022-08-01,Волгоградская область,162,1060000,706200,7122,5502,1592,160,486
2022-08-01,Пензенская область,53,705600,454800,4703,3019,1382,96,693
2022-08-01,Саха (Якутия) Республика ,45,462000,315900,4015,1955,350,32,305
2022-08-01,Ямало-Ненецкий Автономный округ,61,326000,233300,2164,1659,715,117,894
2022-08-01,Кировская область,88,703100,498800,5478,3638,1337,213,310
2022-08-01,Свердловская область,210,4170200,2669000,27988,17516,6577,470,5765
2022-08-01,Ивановская область,42,460900,262300,2610,1402,592,20,298
2022-08-01,Карачаево-Черкесская Республика,5,51000,32500,164,157,119,7,53
2022-08-01,Северная Осетия - Алания Республика,31,315600,224400,1507,1146,798,28,403
2022-08-01,Хабаровский край,75,542000,318500,2763,2003,805,133,640
2022-09-01,Ленинградская область,292,3960200,2500000,43610,13354,3720,94,1394
2022-09-01,Тульская область,97,1047900,697800,5831,4957,1822,33,354
2022-09-01,Кировская область,98,822600,579900,6401,4301,1500,223,374
2022-09-01,Псковская область,42,329500,231200,2348,1208,828,27,70
2022-09-01,Алтай Республика,3,9300,6400,114,36,1,0,0
2022-09-01,Санкт-Петербург город,615,19316400,11469600,169891,58158,22346,2381,29250
2022-09-01,Коми Республика,21,207100,140400,1008,1083,765,102,18
2022-09-01,Омская область,14,256500,168200,2669,649,138,0,95
2022-09-01,Марий Эл Республика,67,512300,355800,3065,2534,1029,13,42
2022-09-01,Ивановская область,46,511300,297500,2896,1649,679,20,298
2022-09-01,Приморский край,79,1105900,685300,8969,3372,955,108,2246
2022-09-01,Калининградская область,281,2397100,1549600,15837,11461,2661,64,2495
2022-09-01,Бурятия Республика,53,340100,230700,3135,1302,416,39,28
2022-09-01,Новосибирская область,644,5355300,3184700,32472,20943,11027,1322,5844
2022-09-01,Московская область,964,20498200,13143300,150767,93260,30592,1843,13426
2022-09-01,Рязанская область,57,1288500,831300,8811,5375,1933,22,586
2022-09-01,Мурманская область,2,2200,1700,16,19,3,0,0
2022-09-01,Чувашская Республика,140,1504200,1058500,10163,7799,2134,65,1032
2022-09-01,Кабардино-Балкарская Республика,54,219700,135500,796,687,366,66,3
2022-09-01,Амурская область,14,94500,70600,799,461,184,1,67
2022-09-01,Ненецкий Автономный округ,2,23400,16600,63,148,131,0,0
2022-09-01,Мордовия Республика,39,269400,183000,1849,1230,362,0,0
2022-09-01,Севастополь город,43,406000,284500,3499,1712,528,41,84
2022-09-01,Северная Осетия - Алания Республика,35,347000,245700,1677,1224,879,28,461
2022-09-01,Еврейская Автономная область,1,1700,1300,12,12,3,0,0
2022-09-01,Ставропольский край,159,1674700,1108500,12273,7743,2099,55,880
2022-09-01,Оренбургская область,93,1239700,820900,9571,5198,1919,38,31
2022-09-01,Саратовская область,125,1616400,1035100,9676,6895,3384,8,162
2022-09-01,Ханты-Мансийский АО - Югра,70,723900,474200,3781,3773,1040,33,1040
2022-09-01,Воронежская область,195,2974800,2028300,22869,11683,5269,103,1186
2022-09-01,Свердловская область,239,4738600,3033200,31228,19676,7614,601,6428
2022-09-01,Пензенская область,67,942300,610800,6131,4055,2023,112,797
2022-09-01,Москва город,672,22473600,13290200,104105,83778,40796,5975,66745
2022-09-01,Забайкальский край,19,170100,120800,1232,1007,230,35,38
2022-09-01,Татарстан Республика,466,4932100,3189600,30851,22516,8873,486,8061
2022-09-01,Орловская область,54,737900,505000,5780,2565,1454,0,0
2022-09-01,Краснодарский край,983,8874400,5945000,78038,37068,8787,1140,4700
2022-09-01,Тверская область,140,837800,498600,5241,3125,1130,220,77
2022-09-01,Хакасия Республика,51,409500,240300,2587,1307,730,9,69
2022-09-01,Курганская область,30,244600,182600,1975,1430,344,12,1
2022-09-01,Самарская область,195,2549600,1667000,20668,10827,4455,60,1755
2022-09-01,Ярославская область,127,1028200,698200,5978,5607,1438,117,149
2022-09-01,Нижегородская область,143,1544200,1013500,10556,6959,2671,441,1247
2022-09-01,Ингушетия Республика,3,110900,56600,116,260,228,8,280
2022-09-01,Тюменская область,306,3192700,2097600,19094,13247,6603,711,3243
2022-09-01,Брянская область,83,896500,614400,4819,4255,1500,52,156
2022-09-01,Сахалинская область,41,292500,195300,1461,1628,410,11,134
2022-09-01,Смоленская область,123,827100,607700,5475,4233,1307,66,349
2022-09-01,Саха (Якутия) Республика ,52,543400,373800,4771,2414,381,32,317
2022-09-01,Хабаровский край,85,658200,393500,3227,2713,993,137,670
2022-09-01,Карелия Республика,52,462800,308600,1399,3064,1413,237,279
2022-09-01,Крым Республика,92,890400,520000,5930,3129,830,59,658
2022-09-01,Карачаево-Черкесская Республика,5,51000,32500,164,157,119,7,53
2022-09-01,Астраханская область,28,381800,243700,1799,1699,516,61,740
2022-09-01,Красноярский край,170,2994400,1859100,14553,12856,6021,998,2535
2022-09-01,Костромская область,112,312700,230100,1685,1796,685,6,22
2022-09-01,Кемеровская область - Кузбасс,70,644400,440800,4917,2867,1031,80,325
2022-09-01,Ямало-Ненецкий Автономный округ,63,333100,239000,2209,1706,731,120,894
2022-09-01,Иркутская область,273,1047800,755900,8721,4110,1444,106,244
2022-09-01,Владимирская область,135,780000,562600,5583,3717,1323,65,588
2022-09-01,Белгородская область,96,491500,331500,4316,1994,610,19,135
2022-09-01,Архангельская область,78,614500,406700,3760,2721,1490,96,245
2022-09-01,Калужская область,106,1269200,832300,7763,6250,1712,80,767
2022-09-01,Удмуртская Республика,110,1616800,1051900,10175,7027,3114,453,1677
2022-09-01,Тамбовская область,60,475100,336900,3388,2019,892,5,0
2022-09-01,Калмыкия Республика,10,46800,35000,247,294,54,0,18
2022-09-01,Вологодская область,102,827600,576300,4965,4105,1817,88,0
2022-09-01,Липецкая область,81,818600,549300,4989,3458,1257,72,519
2022-09-01,Волгоградская область,187,1162900,776600,7818,5995,1840,162,486
2022-09-01,Чеченская Республика,7,118200,77400,295,566,252,36,0
2022-09-01,Курская область,50,435100,331700,3481,1921,840,18,212
2022-09-01,Пермский край,146,2242300,1458000,12458,10359,5747,421,1933
2022-09-01,Дагестан Республика,7,113700,85900,414,537,269,11,0
2022-09-01,Башкортостан Республика,224,2940900,2003700,22392,13045,5288,387,1703
2022-09-01,Ульяновская область,117,806100,549300,5348,4469,1380,102,92
2022-09-01,Ростовская область,304,4270300,2723000,31555,18133,6657,183,3615
2022-09-01,Алтайский край,109,1786000,1180100,9099,9071,4305,652,614
2022-09-01,Челябинская область,247,3009900,2049000,15834,15551,7435,1051,231
2022-09-01,Томская область,13,228800,139300,1391,1101,282,30,99
2022-09-01,Адыгея Республика,63,414200,276000,5006,1678,379,6,106
2022-09-01,Новгородская область,42,324300,228300,1972,1539,750,8,56
2022-10-01,Костромская область,117,326600,239600,1739,1875,719,6,22
2022-10-01,Удмуртская Республика,117,1699200,1106100,10795,7412,3259,460,1745
2022-10-01,Ингушетия Республика,3,110900,56600,116,260,228,8,280
2022-10-01,Ленинградская область,296,3980800,2514200,43792,13471,3744,94,1394
2022-10-01,Владимирская область,140,801300,580700,5741,3811,1375,77,588
2022-10-01,Иркутская область,285,1134500,813300,9589,4403,1518,109,244
2022-10-01,Вологодская область,107,862900,602900,5087,4323,1882,90,0
2022-10-01,Курская область,50,435100,331700,3481,1921,840,18,212
2022-10-01,Архангельская область,81,636000,418200,3805,2796,1531,103,274
2022-10-01,Томская область,13,228800,139300,1391,1101,282,30,99
2022-10-01,Рязанская область,59,1340200,861100,9017,5526,2088,22,641
2022-10-01,Ханты-Мансийский АО - Югра,74,784700,514600,4173,4106,1090,35,1111
2022-10-01,Севастополь город,44,420400,293400,3623,1770,537,41,91
2022-10-01,Москва город,703,23830100,14134600,110894,90762,43591,6205,69646
2022-10-01,Алтайский край,112,1836300,1216400,9268,9361,4489,669,614
2022-10-01,Саха (Якутия) Республика ,54,576800,397100,5151,2552,381,32,317
2022-10-01,Белгородская область,96,491500,331500,4316,1994,610,19,135
2022-10-01,Хабаровский край,87,666700,400600,3323,2767,993,137,670
2022-10-01,Мурманская область,2,2200,1700,16,19,3,0,0
2022-10-01,Калининградская область,286,2415600,1562300,15984,11538,2689,64,2495
2022-10-01,Санкт-Петербург город,625,19688400,11697700,173786,59518,22555,2398,29659
2022-10-01,Краснодарский край,992,9006700,6033000,79316,37554,8911,1140,4700
2022-10-01,Забайкальский край,21,188200,133700,1390,1115,248,35,38
2022-10-01,Саратовская область,132,1661500,1066000,9965,7151,3434,12,162
2022-10-01,Ярославская область,133,1075300,731100,6288,5872,1511,123,149
2022-10-01,Ивановская область,49,538900,317200,3114,1804,706,20,298
2022-10-01,Орловская область,58,796100,546600,6255,2721,1571,0,0
2022-10-01,Воронежская область,201,3072200,2093600,23419,12104,5454,103,1254
2022-10-01,Смоленская область,126,844500,621400,5594,4312,1348,66,349
2022-10-01,Псковская область,45,352000,246700,2489,1333,856,27,70
2022-10-01,Кемеровская область - Кузбасс,70,644400,440800,4917,2867,1031,80,325
2022-10-01,Красноярский край,176,3089100,1918400,14665,13331,6260,1033,2664
2022-10-01,Дагестан Республика,8,133500,102800,458,666,312,11,0
2022-10-01,Северная Осетия - Алания Республика,38,373400,269500,1786,1357,987,28,461
2022-10-01,Ставропольский край,168,1733000,1144100,12573,8052,2150,61,934
2022-10-01,Хакасия Республика,52,420000,248400,2713,1321,751,9,69
2022-10-01,Новгородская область,42,324300,228300,1972,1539,750,8,56
2022-10-01,Самарская область,205,2645200,1741100,21333,11409,4612,62,1755
2022-10-01,Липецкая область,82,861500,577200,5206,3675,1329,72,519
2022-10-01,Ростовская область,313,4371700,2790400,32441,18638,6728,189,3615
2022-10-01,Челябинская область,252,3059200,2085200,15972,15763,7631,1070,231
2022-10-01,Карелия Республика,52,462800,308600,1399,3064,1413,237,279
2022-10-01,Марий Эл Республика,75,567700,395800,3266,2807,1183,16,42
2022-10-01,Ненецкий Автономный округ,2,23400,16600,63,148,131,0,0
2022-10-01,Бурятия Республика,56,364900,248200,3364,1411,429,39,28
2022-10-01,Ульяновская область,129,898700,616100,5789,4934,1607,110,92
2022-10-01,Свердловская область,252,5000600,3204400,33186,20774,8058,623,6697
2022-10-01,Алтай Республика,3,9300,6400,114,36,1,0,0
2022-10-01,Волгоградская область,189,1174000,785100,7910,6041,1873,162,486
2022-10-01,Брянская область,86,914400,626800,4938,4340,1516,52,156
2022-10-01,Тверская область,146,923300,555500,6037,3512,1215,221,77
2022-10-01,Тюменская область,328,3501100,2293000,21070,14628,7297,789,3904
2022-10-01,Калмыкия Республика,10,46800,35000,247,294,54,0,18
2022-10-01,Сахалинская область,41,292500,195300,1461,1628,410,11,134
2022-10-01,Пермский край,150,2270600,1477700,12706,10502,5807,421,1933
2022-10-01,Астраханская область,28,381800,243700,1799,1699,516,61,740
2022-10-01,Приморский край,80,1116100,690200,9025,3419,955,108,2264
2022-10-01,Оренбургская область,93,1239700,820900,9571,5198,1919,38,31
2022-10-01,Татарстан Республика,487,5026700,3249700,31452,22981,8989,502,8341
2022-10-01,Московская область,983,20777600,13327200,152542,94839,30967,1853,13552
2022-10-01,Чеченская Республика,10,203000,138100,346,980,405,90,0
2022-10-01,Мордовия Республика,39,269400,183000,1849,1230,362,0,0
2022-10-01,Кировская область,100,841200,594900,6554,4397,1567,223,374
2022-10-01,Башкортостан Республика,231,3043800,2077400,23049,13566,5508,432,1786
2022-10-01,Пензенская область,70,965800,626400,6238,4212,2050,115,797
2022-10-01,Новосибирская область,670,5605300,3343600,33907,22105,11576,1409,6207
2022-10-01,Омская область,14,256500,168200,2669,649,138,0,95
2022-10-01,Калужская область,106,1269200,832300,7763,6250,1712,80,767
2022-10-01,Амурская область,16,103400,76700,868,513,195,1,67
2022-10-01,Чувашская Республика,143,1527500,1076600,10261,7946,2168,73,1032
2022-10-01,Ямало-Ненецкий Автономный округ,72,374200,266400,2478,1907,819,123,894
2022-10-01,Курганская область,30,244600,182600,1975,1430,344,12,1
2022-10-01,Карачаево-Черкесская Республика,5,51000,32500,164,157,119,7,53
2022-10-01,Тамбовская область,61,483600,342500,3452,2059,900,5,0
2022-10-01,Адыгея Республика,63,414200,276000,5006,1678,379,6,106
2022-10-01,Нижегородская область,149,1619000,1066000,11149,7392,2752,452,1247
2022-10-01,Коми Республика,22,219700,149600,1019,1160,853,102,18
2022-10-01,Еврейская Автономная область,1,1700,1300,12,12,3,0,0
2022-10-01,Тульская область,104,1084900,721100,6015,5182,1881,34,354
2022-10-01,Крым Республика,96,944600,554200,6452,3367,842,59,741
2022-10-01,Кабардино-Балкарская Республика,55,229100,141400,844,719,374,66,35
2022-11-01,Дагестан Республика,9,142200,109000,497,692,325,11,57
2022-11-01,Карелия Республика,54,484300,322700,1444,3156,1468,257,279
2022-11-01,Свердловская область,255,5063300,3239200,33540,20999,8157,637,6863
2022-11-01,Белгородская область,100,507700,343500,4440,2060,645,19,135
2022-11-01,Красноярский край,192,3318200,2065600,15491,14560,6740,1088,2947
2022-11-01,Адыгея Республика,63,414200,276000,5006,1678,379,6,106
2022-11-01,Ненецкий Автономный округ,2,23400,16600,63,148,131,0,0
2022-11-01,Смоленская область,132,879400,648100,5834,4507,1406,66,349
2022-11-01,Татарстан Республика,499,5192700,3357200,32360,23777,9377,543,8545
2022-11-01,Ханты-Мансийский АО - Югра,79,851800,551400,4368,4437,1242,35,1111
2022-11-01,Ямало-Ненецкий Автономный округ,78,421800,300000,2842,2120,916,129,894
2022-11-01,Астраханская область,29,396200,257200,1893,1848,533,61,740
2022-11-01,Иркутская область,287,1150900,823400,9682,4506,1522,109,244
2022-11-01,Ингушетия Республика,3,110900,56600,116,260,228,8,280
2022-11-01,Чеченская Республика,10,203000,138100,346,980,405,90,0
2022-11-01,Краснодарский край,1025,9397400,6306900,82688,39399,9370,1140,4838
2022-11-01,Пензенская область,75,1034800,670600,6659,4471,2280,116,797
2022-11-01,Хабаровский край,90,707800,423500,3602,2920,1036,137,670
2022-11-01,Вологодская область,111,879600,611800,5131,4362,1933,94,0
2022-11-01,Новосибирская область,683,5817800,3468500,35192,22992,12095,1422,6692
2022-11-01,Москва город,720,24502100,14560100,113607,93372,45247,6451,71341
2022-11-01,Самарская область,208,2669100,1757700,21791,11474,4620,62,1755
2022-11-01,Башкортостан Республика,251,3264400,2229800,24693,14395,5930,481,1917
2022-11-01,Хакасия Республика,54,437100,259400,2786,1382,802,14,69
2022-11-01,Тульская область,109,1139600,761600,6390,5454,1982,36,354
2022-11-01,Тюменская область,343,3550200,2329400,21541,14837,7395,801,3904
2022-11-01,Санкт-Петербург город,639,20324500,12054100,176544,62067,23422,2433,30594
2022-11-01,Брянская область,89,946300,652100,5108,4530,1586,52,156
2022-11-01,Карачаево-Черкесская Республика,5,51000,32500,164,157,119,7,53
